504	7156	9561532	41793384
113944	76205	9361308	41793156
218500	180761	8662664	41793156
293704	255965	8574696	41793156
487308	449569	8371224	41793156
487308	449569	8371152	41793156
185972	147687	8370932	41793156
186620	148335	8189400	41792936
262840	235227	7250176	41791536
384256	345971	7171616	41791536
384256	345971	7171516	41791536
384256	345971	7168768	41791536
186620	148335	7300504	41791104
186620	148335	7300580	41791104
186620	148335	7300872	41791104
186620	148335	7303796	41791104
186748	148463	7252312	41789688
186748	148463	7252068	41789688
186748	148463	7133244	41789688
186748	148463	7133204	41789688
186748	148463	7132064	41789688
186748	148463	7131904	41789688
186748	148463	7131592	41789688
186748	148463	7131592	41789688
186748	148463	7131592	41789688
186748	148463	7131308	41789688
186748	148463	7131116	41789688
186748	148463	7131044	41789688
186748	148463	7130948	41789688
186748	148463	7130712	41789688
186748	148463	7130632	41789688
186748	148463	7130484	41789688
186748	148463	7130404	41789688
187036	148751	7192152	41789688
187036	148751	6909000	41787688
187036	148751	6619456	41787312
187036	148751	6619000	41787312
187036	148751	6382596	41787312
187036	148751	6382556	41787312
187036	148751	6382564	41787312
187036	148751	6382404	41787312
187036	148751	6382472	41787312
187036	148751	6382688	41787312
187036	148751	6382688	41787312
187036	148751	6382368	41787312
187036	148751	6382368	41787312
187036	148751	6382212	41787312
187036	148751	6382132	41787312
187036	148750	7847496	41787312
