phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
warmup	0	0	control	build-appliance-current	512	0	512	512	50.403	256	1068.554	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
warmup	0	0	subject	build-appliance-current	512	0	512	512	49.773	256	1009.128	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	1	1	control	build-appliance-current	512	0	512	512	31.292	256	1057.192	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	1	2	subject	build-appliance-current	512	0	512	512	41.516	256	1047.482	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	2	1	subject	build-appliance-current	512	0	512	512	46.332	256	1076.8	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	2	2	control	build-appliance-current	512	0	512	512	35.749	256	1394.669	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	3	1	control	build-appliance-current	512	0	512	512	31.557	256	1297.031	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	3	2	subject	build-appliance-current	512	0	512	512	50.552	256	1122.788	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	4	1	subject	build-appliance-current	512	0	512	512	38.241	256	993.749	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	4	2	control	build-appliance-current	512	0	512	512	30.647	256	1039.147	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	5	1	control	build-appliance-current	512	0	512	512	30.633	256	1036.442	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	5	2	subject	build-appliance-current	512	0	512	512	38.545	256	993.072	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	6	1	subject	build-appliance-current	512	0	512	512	37.623	256	992.522	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
paired	6	2	control	build-appliance-current	512	0	512	512	30.763	256	1036.396	ca6ce4e6846e3a5a340c65d6c53891d6fe4ea67a57ee12285ce0a51446b08b3c	fb2bdb15a13436583996d703b12d6f63f8827d26483d931f1c846ccf7d9e21b5
