graph_ordinal	t_begin_ns	key	key_ordinal	topology_digest	pointer_digest	n_nodes	n_tokens	n_outputs	n_kv	n_rs	enabled	compatible	properties_changed	change_reason	change_node	change_op	change_name	change_categories	warmup_before	warmup_after	action	executable	host_us	device_ms
0	1788563400127055353	0x7f4033e2f3b0	1	7565fec99ff6ebb7	01d18a65db357684	1459	2	1	256	-1	1	1	1	first_compute	-1	-	-	-	0	0	direct	none	33592	35.3669
1	1788563400355738967	0x7f4033e2f3b0	1	da7570afdbb81394	6251e6629d4a96ec	1459	252	0	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	12584	24.2479
2	1788563400383098424	0x7f4033e2f3b0	1	802ba1f19f5ea689	34c052eb6c71073b	1459	4	1	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	7995	9.9604
3	1788563400394915927	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	3412	5.2508
4	1788563400401018572	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	update	2995	6.2877
5	1788563400408138086	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	500	3.7857
6	1788563400412743451	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	480	3.7830
7	1788563400417329940	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7650
8	1788563400421870333	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7995
9	1788563400426458275	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	457	3.7781
10	1788563400431020249	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7840
11	1788563400435591389	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7752
12	1788563400440147942	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7820
13	1788563400444708002	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7860
14	1788563400449275526	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7725
15	1788563400453836397	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7820
16	1788563400458391387	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	456	3.7762
17	1788563400462942580	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7886
18	1788563400467515584	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	456	3.7642
19	1788563400472060015	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7948
20	1788563400476637938	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	457	3.7847
21	1788563400481210461	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7879
22	1788563400485779838	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7660
23	1788563400490329418	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7995
24	1788563400494906240	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	467	3.7656
25	1788563400499459256	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	458	3.7676
26	1788563400504006652	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7798
27	1788563400509131091	0x7f4033e2f3b0	1	94dc22ce3d23b91b	20b747b29faadf49	1459	2	1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	1	0	direct	none	2558	4.7406
28	1788563400514432442	0x7f4033e2f3b0	1	d8f873be867a8271	a390c74fc721b854	1459	251	0	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	2984	16.8534
29	1788563400537903941	0x7f4033e2f3b0	1	79cc5f245f480542	20f1f5a0effcc87d	1459	2	1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	2400	4.5742
30	1788563400543033069	0x7f4033e2f3b0	1	bcd06391008a2d68	572116468cd1b73d	1459	3	1	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	2461	4.5353
31	1788563400549454422	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	2409	4.5502
32	1788563400555062129	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	reinstantiate	2861	6.4133
33	1788563400562514468	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	466	4.0420
34	1788563400567587550	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0079
35	1788563400572697442	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	4.0284
36	1788563400577745788	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0297
37	1788563400582802761	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	4.0168
38	1788563400587838614	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0394
39	1788563400592898041	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	4.0103
40	1788563400597934725	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	4.0106
41	1788563400602994613	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0341
42	1788563400608048780	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0246
43	1788563400613117675	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0171
44	1788563400618161483	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0259
45	1788563400623230047	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	4.0080
46	1788563400628275678	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	4.0445
47	1788563400633352979	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0059
48	1788563400638380947	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	4.0198
49	1788563400643438270	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	4.0240
50	1788563400648486296	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0128
51	1788563400653520666	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0237
52	1788563400658586094	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0205
53	1788563400663629431	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0286
54	1788563400668672338	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	4.0436
55	1788563400673743006	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	4.0090
56	1788563400678767387	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	4.0154
57	1788563400683805594	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	4.0322
58	1788563400688860683	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0018
59	1788563400693883341	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	4.0285
60	1788563400698930676	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	4.0120
61	1788563400703965226	0x7f4033e2f3b0	1	d702fd6fe588b6cb	20f1f5a0effcc87d	1459	2	2	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	4.0192
62	1788563400709421789	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	1	0	direct	none	2129	4.1879
63	1788563400714399603	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	reinstantiate	2138	5.4230
64	1788563400720620790	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	495	3.7351
65	1788563400725172134	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	467	3.7328
66	1788563400729692549	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7247
67	1788563400734200962	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7515
68	1788563400738732237	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7231
69	1788563400743234639	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7227
70	1788563400747738854	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7311
71	1788563400752250222	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7184
72	1788563400756748055	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7253
73	1788563400761251769	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7239
74	1788563400765759621	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7402
75	1788563400770280868	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7309
76	1788563400774805621	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7311
77	1788563400779314224	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7083
78	1788563400783804603	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7302
79	1788563400788317985	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7352
80	1788563400792834574	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7098
81	1788563400797333088	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7358
82	1788563400801851199	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7267
83	1788563400806361345	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7467
84	1788563400810893492	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	466	3.7270
85	1788563400815407736	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	466	3.7492
86	1788563400819945474	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7343
87	1788563400824470868	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7215
88	1788563400828973370	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7334
89	1788563400833489878	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7312
90	1788563400838005063	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7355
91	1788563400842526340	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7157
92	1788563400847025355	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	468	3.7436
93	1788563400851567061	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7321
94	1788563400856079231	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7315
95	1788563400860592152	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7196
96	1788563400865084394	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7327
97	1788563400869606733	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7140
98	1788563400874119985	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	471	3.7196
99	1788563400878635431	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7420
100	1788563400883168109	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7187
101	1788563400887672505	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7356
102	1788563400892186678	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7237
103	1788563400896694049	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7473
104	1788563400901227078	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	464	3.7369
105	1788563400905743656	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7171
106	1788563400910242531	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7347
107	1788563400914758949	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7369
108	1788563400919274174	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7375
109	1788563400923799759	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7200
110	1788563400928307320	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	465	3.7502
111	1788563400932842734	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7181
112	1788563400937341058	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7230
113	1788563400941847056	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7222
114	1788563400946347835	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7212
115	1788563400950856358	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7238
116	1788563400955361594	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7213
117	1788563400959873774	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	470	3.7334
118	1788563400964397586	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7282
119	1788563400968910998	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7355
120	1788563400973429069	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7112
121	1788563400977919418	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	463	3.7395
122	1788563400982441867	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7264
123	1788563400986944709	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7183
124	1788563400991449916	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7333
125	1788563400995968708	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	467	3.7286
126	1788563401000489023	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7430
127	1788563401005012855	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7238
128	1788563401009523102	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	459	3.7502
129	1788563401014057954	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	461	3.7312
130	1788563401018569402	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	460	3.7278
131	1788563401023081031	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	462	3.7163
132	1788563401536542875	0x7f4033e2f3b0	1	802ba1f19f5ea689	34c052eb6c71073b	1459	4	1	256	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	1	0	direct	none	2519	4.6258
133	1788563401542906891	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	1	structure	0	GET_ROWS	model.input_embed	shape,data	0	0	direct	none	2149	4.1701
134	1788563401547877472	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	0	1	capture	update	1613	4.8578
135	1788563401553537787	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	472	3.7432
136	1788563401558073391	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	472	3.7266
137	1788563401562591211	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	468	3.7370
138	1788563401567119421	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	470	3.7308
139	1788563401571707944	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	488	3.7771
140	1788563401576294393	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	475	3.7322
141	1788563401580823755	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	470	3.7293
142	1788563401585338560	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	467	3.7229
143	1788563401589851351	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	472	3.7262
144	1788563401594374772	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	469	3.7341
145	1788563401598900768	0x7f4033e2f3b0	1	0dfa7fc3533697c4	f37601634774cb4b	1459	1	1	512	-1	1	1	0	none	-1	-	-	-	1	1	replay	none	470	3.7056
