utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-04T22:48:13Z	210	810	40	22.28	0	34	1383	12282	0x0000000000000001	16384	1398	14986	20919472	828	173600	172992	1611724	4.17
2026-09-04T22:48:14Z	210	810	40	22.53	2	34	1584	12282	0x0000000000000001	16384	1599	14785	20685240	828	173600	173704	1612852	3.91
2026-09-04T22:48:15Z	210	810	40	22.14	1	34	1584	12282	0x0000000000000001	16384	1599	14785	20875800	828	173600	175844	1612840	3.91
2026-09-04T22:48:16Z	360	810	41	22.62	67	47	2942	12282	0x0000000000000001	16384	2957	13427	20767124	828	173600	173880	1613028	3.91
2026-09-04T22:48:17Z	2835	10251	52	58.24	81	72	2954	12282	0x0000000000000000	16384	2969	13415	20608824	828	173600	174396	1613028	3.91
2026-09-04T22:48:19Z	2835	10251	52	116.87	83	73	2954	12282	0x0000000000000000	16384	2969	13415	20527464	828	173600	174344	1613028	3.91
2026-09-04T22:48:20Z	2850	10251	52	124.47	0	3	2954	12282	0x0000000000000000	16384	2969	13415	20535356	828	173600	174416	1613028	3.60
2026-09-04T22:48:21Z	2850	10251	53	127.61	0	3	2954	12282	0x0000000000000000	16384	2969	13415	20532724	828	173600	174236	1613028	3.60
2026-09-04T22:48:22Z	2850	10251	55	127.32	0	3	2954	12282	0x0000000000000000	16384	2969	13415	20532092	828	173600	174464	1613028	3.60
2026-09-04T22:48:23Z	2850	10251	52	127.37	23	23	2954	12282	0x0000000000000000	16384	2969	13415	20560172	828	173600	174264	1613028	3.60
2026-09-04T22:48:24Z	2835	10251	44	122.60	83	77	2954	12282	0x0000000000000000	16384	2969	13415	20544256	828	173600	174648	1613028	3.60
2026-09-04T22:48:25Z	2850	10251	44	52.15	0	3	2954	12282	0x0000000000000000	16384	2969	13415	20562124	828	173600	174096	1613028	3.39
2026-09-04T22:48:26Z	2850	10251	45	130.38	0	3	2956	12282	0x0000000000000000	16384	2971	13413	20585648	828	173600	174248	1613028	3.39
2026-09-04T22:48:27Z	2835	10251	45	127.80	26	26	2956	12282	0x0000000000000000	16384	2971	13413	20599708	828	173600	174260	1613028	3.39
2026-09-04T22:48:28Z	2835	10251	47	122.68	83	77	2956	12282	0x0000000000000000	16384	2971	13413	20582264	828	173600	174332	1613092	3.39
2026-09-04T22:48:29Z	2835	10251	50	123.32	83	77	2954	12282	0x0000000000000000	16384	2969	13415	20554796	828	173600	174912	1613092	3.28
2026-09-04T22:48:30Z	2835	10251	54	123.24	81	72	2954	12282	0x0000000000000000	16384	2969	13415	20522412	828	173600	174768	1613092	3.28
2026-09-04T22:48:31Z	2835	10251	54	123.47	83	68	2954	12282	0x0000000000000000	16384	2969	13415	20530828	828	173600	174588	1613092	3.28
2026-09-04T22:48:32Z	2850	10251	45	123.41	0	3	2954	12282	0x0000000000000000	16384	2969	13415	20550568	828	173600	174276	1613092	3.28
2026-09-04T22:48:33Z	2850	10251	44	52.69	4	3	1610	12282	0x0000000000000000	16384	1625	14759	20340412	828	173600	174756	1612948	3.28
2026-09-04T22:48:34Z	825	5001	43	35.94	0	6	1610	12282	0x0000000000000001	16384	1625	14759	20307944	828	173600	174472	1612932	3.10
