2835	10251	46	59.02	46	5	2510	12282	0x0000000000000000	5.65
2850	10251	46	58.69	44	5	2535	12282	0x0000000000000000	5.65
2850	10251	45	58.64	50	5	2709	12282	0x0000000000000000	5.65
2850	10251	45	58.15	49	5	2687	12282	0x0000000000000000	5.65
2850	10251	45	58.57	50	5	5276	12282	0x0000000000000000	5.52
2850	10251	45	58.16	49	5	5266	12282	0x0000000000000000	5.52
2820	10251	52	114.62	98	41	5480	12282	0x0000000000000000	5.52
2835	10251	53	190.52	100	91	5479	12282	0x0000000000000000	5.52
2835	10251	53	188.30	100	91	5479	12282	0x0000000000000000	5.52
2835	10251	53	189.40	100	93	5479	12282	0x0000000000000000	5.23
2850	10251	46	103.87	43	4	2721	12282	0x0000000000000000	5.23
