2835	10251	47	127.15	87	45	2279	12282	0x0000000000000000	3.57
2835	10251	46	58.59	44	4	2478	12282	0x0000000000000000	3.57
2850	10251	46	60.18	75	6	8170	12282	0x0000000000000000	3.53
2850	10251	46	60.85	44	4	8194	12282	0x0000000000000000	3.53
2850	10251	46	58.97	45	5	8198	12282	0x0000000000000000	3.53
2835	10251	54	188.22	99	95	8210	12282	0x0000000000000000	3.53
2835	10251	55	203.06	99	93	8210	12282	0x0000000000000000	3.53
2835	10251	55	185.88	99	95	8214	12282	0x0000000000000000	3.64
2835	10251	56	206.05	98	95	8214	12282	0x0000000000000000	3.64
2835	10251	56	202.97	99	92	8214	12282	0x0000000000000000	3.64
2835	10251	56	184.66	99	93	8216	12282	0x0000000000000000	3.64
2835	10251	57	206.31	98	95	8216	12282	0x0000000000000000	3.59
2835	10251	57	205.32	98	95	8216	12282	0x0000000000000000	3.59
