graph_ordinal	arm	cycle	phase	topology_digest	n_tokens	n_outputs	n_kv	n_rs	action	executable	reset	change_reason	change_categories	change_node	change_op	change_name	host_us	device_ms
21	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	660	3.8748
22	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	671	3.8663
23	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	684	3.9381
24	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	682	4.0406
25	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	582	4.0576
26	fixed	0	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	671	3.8600
27	fixed	0	T1	94dc22ce3d23b91b	-1	-1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	5025	5.5407
28	fixed	0	T1	d8f873be867a8271	-1	-1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	5165	18.6308
29	fixed	0	T1	79cc5f245f480542	-1	-1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	4718	5.3337
30	fixed	0	T1	bcd06391008a2d68	-1	-1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	4742	5.2733
31	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	3932	5.2635
32	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	6922	10.8845
33	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	706	4.7499
34	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	718	4.4113
35	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	691	4.8670
36	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	727	4.3978
37	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.3672
38	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	675	4.3070
39	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	667	4.2565
40	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	623	4.3896
41	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	658	4.4411
42	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	705	4.1870
43	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	656	4.1633
44	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	617	4.1111
45	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.0698
46	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	666	4.0671
47	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	645	4.1289
48	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	667	4.1526
49	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	702	4.3201
50	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	709	4.2126
51	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	694	4.2721
52	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	687	4.2807
53	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	674	4.2494
54	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	668	4.2676
55	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	695	4.2068
56	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	693	4.0572
57	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	670	4.3323
58	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	665	4.0788
59	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	688	4.0627
60	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	664	4.0816
61	fixed	0	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	699	4.0869
62	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	3995	4.4530
63	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	4701	8.0150
64	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	809	3.7711
65	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	684	3.8015
66	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	681	3.7745
67	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	652	3.8007
68	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	718	4.1554
69	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	687	4.1693
70	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	676	4.0042
71	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	676	3.8870
72	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	673	3.7884
73	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	669	3.7941
74	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	697	3.8001
75	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	661	4.0220
76	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	666	3.9954
77	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	610	3.9814
78	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	601	3.7589
79	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	612	3.7943
80	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	679	5.0298
81	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.1376
82	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	683	3.9984
83	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	702	3.7583
84	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	692	3.7926
85	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	693	3.8129
86	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	671	3.7895
87	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	677	4.0677
88	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	695	4.0523
89	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	686	3.9414
90	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	697	3.7991
91	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	697	4.1181
92	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	688	3.8062
93	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	653	3.8076
94	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	695	4.0651
95	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	713	3.9186
96	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	3.9377
97	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	651	3.7740
98	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	656	4.0286
99	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	646	3.7835
100	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	758	4.1263
101	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	691	4.0197
102	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	652	3.9279
103	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	670	3.7752
104	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	699	5.7122
105	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	596	3.7880
106	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	672	3.7989
107	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	623	4.1285
108	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	674	3.9115
109	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	676	3.8697
110	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	687	3.7658
111	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	662	3.7828
112	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	624	3.7890
113	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	633	4.0393
114	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	661	3.8795
115	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	682	3.7871
116	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	686	3.8228
117	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	3.8876
118	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	684	5.1092
119	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	626	4.1404
120	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	688	3.7847
121	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	671	4.0046
122	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	679	4.1092
123	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	652	5.1510
124	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	731	3.7960
125	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	679	3.7822
126	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	604	3.8336
127	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	703	3.9053
128	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	677	3.9642
129	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	701	3.8743
130	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	700	3.8159
131	fixed	0	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	3.7857
132	fixed	1	T0	802ba1f19f5ea689	-1	-1	256	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	4552	4.9779
133	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	6693	7.2704
134	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	capture	update	0	none	-	-1	-	-	3853	7.3533
135	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1248	4.1064
136	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	744	4.3293
137	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	673	3.8123
138	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1729	3.8616
139	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	671	3.8222
140	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	777	3.8531
141	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	766	3.9479
142	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	680	3.7724
143	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	761	3.7649
144	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	694	4.1350
145	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	673	4.0900
146	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	686	3.7709
147	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	658	3.8016
148	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	793	4.0965
149	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	707	3.8205
150	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	881	4.0858
151	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	684	4.0721
152	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	3.7520
153	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	694	4.1503
154	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.0746
155	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	682	4.1338
156	fixed	1	T0	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	665	4.0963
157	fixed	1	T1	94dc22ce3d23b91b	-1	-1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	5871	6.1935
158	fixed	1	T1	d8f873be867a8271	-1	-1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	5307	17.9434
159	fixed	1	T1	79cc5f245f480542	-1	-1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	4860	5.1958
160	fixed	1	T1	bcd06391008a2d68	-1	-1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	4932	5.1861
161	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	4463	5.2545
162	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	5872	9.6302
163	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	693	4.1130
164	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	706	4.4396
165	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	725	4.3532
166	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	732	4.4368
167	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	678	4.3533
168	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	649	4.4886
169	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	686	4.5156
170	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1142	4.1421
171	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	695	4.6643
172	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	708	4.1517
173	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	672	4.6763
174	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	706	4.5407
175	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	686	5.4811
176	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	672	4.1610
177	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	683	4.4566
178	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	687	4.4498
179	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	649	4.3880
180	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	689	4.4584
181	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1214	4.6859
182	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	723	4.4708
183	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1765	4.1660
184	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	753	4.3297
185	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	792	4.1192
186	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	740	4.5716
187	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	4.0452
188	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	730	4.0519
189	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	704	4.0589
190	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.0641
191	fixed	1	T2	d702fd6fe588b6cb	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	729	4.0578
192	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	4003	4.7856
193	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	5824	10.3396
194	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	739	3.7630
195	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	675	3.9562
196	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	677	3.8066
197	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	706	4.6752
198	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	689	3.8122
199	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	702	3.7940
200	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	700	3.8021
201	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	684	3.7586
202	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	702	3.7393
203	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	685	4.2358
204	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	674	3.7897
205	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	630	3.7964
206	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	657	3.7806
207	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	659	3.9330
208	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1678	3.7612
209	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	676	3.7612
210	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	661	3.7377
211	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	735	3.7638
212	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	705	3.7656
213	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	753	3.7681
214	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	638	3.7312
215	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	681	3.7440
216	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	690	3.7644
217	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	737	3.7882
218	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	747	3.7788
219	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	678	3.7468
220	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	635	3.7850
221	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	642	3.7460
222	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	673	3.7624
223	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	677	3.7622
224	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	656	3.7658
225	fixed	1	T3	0dfa7fc3533697c4	-1	-1	512	-1	replay	none	0	none	-	-1	-	-	1685	3.7602
