utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T18:39:44Z	270	5001	42	27.72	8	6	1844	12282	0x0000000000000001	16384	1863	14521	21065060	828	173600	216056	1815296	2.14
2026-09-05T18:39:45Z	225	5001	42	27.52	1	5	2799	12282	0x0000000000000001	16384	2917	13467	20746508	828	173600	217408	1816528	2.14
2026-09-05T18:39:46Z	225	5001	42	28.03	0	5	2925	12282	0x0000000000000001	16384	2943	13441	20680812	828	173600	215548	1816592	2.14
2026-09-05T18:39:48Z	2625	10251	48	37.33	90	52	2951	12282	0x0000000000000001	16384	2969	13415	20519716	828	173600	217968	1816528	2.14
2026-09-05T18:39:49Z	2850	10251	50	114.50	4	5	2955	12282	0x0000000000000000	16384	2973	13411	20473192	828	173600	217064	1816528	2.37
2026-09-05T18:39:50Z	2850	10251	46	115.82	57	34	2951	12282	0x0000000000000000	16384	2969	13415	20388040	828	173600	218872	1816528	2.37
2026-09-05T18:39:51Z	2850	10251	51	120.67	87	56	2951	12282	0x0000000000000000	16384	2969	13415	20282184	828	173600	220132	1816528	2.37
2026-09-05T18:39:52Z	2850	10501	46	109.88	3	3	1839	12282	0x0000000000000000	16384	1858	14526	20390632	828	173600	218096	1815256	2.37
2026-09-05T18:39:53Z	2850	10501	45	53.59	0	3	1839	12282	0x0000000000000000	16384	1858	14526	20236580	828	173600	219012	1815256	2.37
2026-09-05T18:39:54Z	540	5001	43	44.53	0	5	1839	12282	0x0000000000000001	16384	1858	14526	19920296	828	173600	210236	1815256	2.58
2026-09-05T18:39:55Z	345	5001	43	28.03	0	5	1839	12282	0x0000000000000001	16384	1858	14526	19759808	828	173600	219484	1815256	2.58
2026-09-05T18:39:56Z	225	5001	43	27.78	1	5	1839	12282	0x0000000000000001	16384	1858	14526	20317292	828	173600	219540	1815256	2.58
2026-09-05T18:39:57Z	225	5001	43	27.60	1	5	1839	12282	0x0000000000000001	16384	1858	14526	20470628	828	173600	219700	1815256	2.58
