utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-04T18:22:02Z	210	810	42	21.95	28	35	1346	12282	0x0000000000000001	16384	1361	15023	20056224	828	173600	161816	1616724	0.79
2026-09-04T18:22:03Z	2850	10251	48	29.40	9	6	2911	12282	0x0000000000000000	16384	2926	13458	19840072	828	173600	162652	1618040	0.79
2026-09-04T18:22:04Z	2835	10251	54	108.27	93	79	2917	12282	0x0000000000000000	16384	2932	13452	19775344	828	173600	163008	1618040	0.79
2026-09-04T18:22:06Z	2835	10251	54	118.22	94	81	2917	12282	0x0000000000000000	16384	2932	13452	19891608	828	173600	162656	1618040	0.79
2026-09-04T18:22:07Z	2835	10251	54	119.49	81	68	2917	12282	0x0000000000000000	16384	2932	13452	19833420	828	173600	162996	1618040	0.80
2026-09-04T18:22:08Z	2835	10251	54	123.88	2	2	2917	12282	0x0000000000000000	16384	2932	13452	19750276	828	173600	162900	1618040	0.80
2026-09-04T18:22:09Z	2850	10251	54	123.41	2	2	2917	12282	0x0000000000000000	16384	2932	13452	19713620	828	173600	163240	1618008	0.80
2026-09-04T18:22:10Z	2850	10501	46	130.69	2	2	1547	12282	0x0000000000000000	16384	1562	14822	19957592	828	173600	162620	1617784	0.80
2026-09-04T18:22:11Z	2850	10251	46	73.50	6	5	3009	12282	0x0000000000000000	16384	3024	13360	19632836	828	173600	163264	1617992	0.90
2026-09-04T18:22:12Z	2835	10251	46	131.26	87	73	3009	12282	0x0000000000000000	16384	3024	13360	19601384	828	173600	163240	1617992	0.90
2026-09-04T18:22:13Z	2835	10251	49	123.24	88	74	3009	12282	0x0000000000000000	16384	3024	13360	19561156	828	173600	163364	1617992	0.90
2026-09-04T18:22:14Z	2835	10251	56	124.53	87	73	3009	12282	0x0000000000000000	16384	3024	13360	19504496	828	173600	163064	1617988	0.90
2026-09-04T18:22:15Z	2835	10251	56	116.56	88	73	3009	12282	0x0000000000000000	16384	3024	13360	19499808	828	173600	163752	1617988	0.90
2026-09-04T18:22:16Z	2835	10251	48	145.85	2	3	3009	12282	0x0000000000000000	16384	3024	13360	19489704	828	173600	163228	1617988	0.99
2026-09-04T18:22:17Z	2835	10501	47	152.16	9	3	1350	12282	0x0000000000000000	16384	1378	15006	20185600	828	173600	162236	1617700	0.99
2026-09-04T18:22:18Z	2820	10251	47	75.19	80	35	3051	12282	0x0000000000000000	16384	3066	13318	19681812	828	173600	163496	1618068	0.99
2026-09-04T18:22:19Z	2835	10251	57	138.63	83	67	3057	12282	0x0000000000000000	16384	3072	13312	19472196	828	173600	163496	1618068	0.99
2026-09-04T18:22:20Z	2835	10251	57	127.32	43	28	3057	12282	0x0000000000000000	16384	3072	13312	19427520	828	173600	163648	1618068	0.99
2026-09-04T18:22:21Z	2835	10251	47	171.82	4	2	3057	12282	0x0000000000000000	16384	3072	13312	19408616	828	173600	163608	1618068	1.15
2026-09-04T18:22:22Z	2835	10251	48	154.22	86	69	3057	12282	0x0000000000000000	16384	3072	13312	19386608	828	173600	163696	1618068	1.15
2026-09-04T18:22:23Z	2835	10251	58	129.79	86	69	3057	12282	0x0000000000000000	16384	3072	13312	19423488	828	173600	163148	1618068	1.15
2026-09-04T18:22:24Z	2835	10251	58	145.65	4	2	3057	12282	0x0000000000000000	16384	3072	13312	19446788	828	173600	163720	1618068	1.15
