2532	6713	10897548	41794864
129612	97755	10895444	41794864
293692	280213	10839208	41794864
486396	468401	10658068	41794864
490956	459101	10657884	41794864
189608	157393	10657884	41794864
685084	736469	10373724	41794864
1520472	1488257	9669540	41794864
1520620	1488405	9669540	41794864
1520620	1488405	9669288	41794864
1520620	1488405	9669288	41794864
1520620	1488405	9669288	41794864
1520620	1487225	9669288	41794864
1520700	1488485	9669288	41794864
1520700	1488485	9669288	41794864
1520700	1488485	9669288	41794864
1520700	1488485	9669048	41794864
1520700	1488485	9669048	41794864
1520700	1488485	9668888	41794864
1520700	1488485	9668808	41794864
1520700	1488485	9668808	41794864
1520700	1488485	9668808	41794864
1520700	1488485	9668568	41794864
1520700	1488485	9668572	41794864
1520700	1488485	9668576	41794864
1520700	1488485	9668576	41794864
1520700	1488485	9668576	41794864
1520700	1488485	9668576	41794864
1520984	1488769	9668416	41794864
1520984	1488769	9668336	41794864
1520984	1488769	9668336	41794864
1520984	1488769	9668176	41794864
1520984	1488769	9668096	41794864
1520984	1488769	9668096	41794864
1520984	1488769	9668096	41794864
1520984	1488769	9668096	41794864
1520984	1488769	9668096	41794864
189040	156825	10826264	41794864
