timestamp	memory_used_mib	memory_reserved_mib	utilization_gpu_pct	utilization_memory_pct	sm_clock_mhz	power_draw_w
2026/08/31 09:42:09.053	6928	402	72	7	2835	58.85
2026/08/31 09:42:09.153	6928	402	72	7	2835	58.85
2026/08/31 09:42:09.254	7568	402	72	7	2835	58.85
2026/08/31 09:42:09.354	7578	402	72	7	2835	58.85
2026/08/31 09:42:09.454	7578	402	72	7	2835	58.85
2026/08/31 09:42:09.554	7578	402	49	5	2835	68.67
2026/08/31 09:42:09.654	7578	402	49	5	2835	68.67
2026/08/31 09:42:09.754	7578	402	49	5	2835	68.67
2026/08/31 09:42:09.854	7578	402	49	5	2835	68.67
2026/08/31 09:42:09.954	7578	402	49	5	2835	68.67
2026/08/31 09:42:10.054	7578	402	53	6	2835	67.57
2026/08/31 09:42:10.155	7578	402	53	6	2835	67.57
2026/08/31 09:42:10.255	7578	402	53	6	2835	67.57
2026/08/31 09:42:10.355	7578	402	53	6	2835	67.57
2026/08/31 09:42:10.455	7578	402	53	6	2835	67.57
2026/08/31 09:42:10.555	7578	402	50	5	2835	56.22
2026/08/31 09:42:10.655	7578	402	50	5	2835	56.22
2026/08/31 09:42:10.755	7578	402	50	5	2835	56.22
2026/08/31 09:42:10.855	7578	402	50	5	2835	56.22
2026/08/31 09:42:10.956	7578	402	50	5	2835	56.22
2026/08/31 09:42:11.056	7578	402	52	6	2835	56.24
2026/08/31 09:42:11.156	7578	402	52	6	2835	56.24
2026/08/31 09:42:11.256	7578	402	52	6	2835	56.24
2026/08/31 09:42:11.356	7578	402	52	6	2835	56.24
2026/08/31 09:42:11.456	7578	402	52	6	2835	56.24
2026/08/31 09:42:11.556	7578	402	51	5	2835	56.25
2026/08/31 09:42:11.656	7578	402	51	5	2835	56.25
2026/08/31 09:42:11.756	7578	402	51	5	2835	56.25
2026/08/31 09:42:11.856	7578	402	51	5	2835	56.25
2026/08/31 09:42:11.957	7578	402	51	5	2835	56.25
2026/08/31 09:42:12.057	7578	402	53	6	2835	56.45
2026/08/31 09:42:12.157	7578	402	53	6	2835	56.45
2026/08/31 09:42:12.257	7578	402	53	6	2835	56.45
2026/08/31 09:42:12.357	7578	402	53	6	2835	56.45
2026/08/31 09:42:12.457	1454	402	53	6	2835	56.45
2026/08/31 09:42:12.557	1227	402	98	18	2835	58.05
2026/08/31 09:42:12.658	1217	402	98	18	2835	58.05
2026/08/31 09:42:12.759	1197	402	98	18	2835	58.05
2026/08/31 09:42:12.860	1197	402	98	18	2835	58.05
2026/08/31 09:42:12.960	1197	402	98	18	2835	58.05
2026/08/31 09:42:13.060	1197	402	52	5	2835	59.92
2026/08/31 09:42:13.160	1197	402	52	5	2835	59.92
2026/08/31 09:42:13.260	1197	402	52	5	2835	59.92
2026/08/31 09:42:13.360	1197	402	52	5	2835	59.92
2026/08/31 09:42:13.460	1197	402	52	5	2835	59.92
2026/08/31 09:42:13.561	1197	402	49	4	2835	59.50
2026/08/31 09:42:13.661	1197	402	49	4	2835	59.50
2026/08/31 09:42:13.761	1197	402	49	4	2835	59.50
2026/08/31 09:42:13.861	1197	402	49	4	2835	59.50
2026/08/31 09:42:13.961	1197	402	49	4	2835	59.50
2026/08/31 09:42:14.061	1197	402	50	5	2835	56.40
2026/08/31 09:42:14.161	1197	402	50	5	2835	56.40
2026/08/31 09:42:14.261	1197	402	50	5	2835	56.40
2026/08/31 09:42:14.361	1197	402	50	5	2835	56.40
2026/08/31 09:42:14.462	1197	402	50	5	2835	56.40
2026/08/31 09:42:14.562	1197	402	49	4	2835	56.13
2026/08/31 09:42:14.662	1197	402	49	4	2835	56.13
2026/08/31 09:42:14.762	1197	402	49	4	2835	56.13
2026/08/31 09:42:14.862	1197	402	49	4	2835	56.13
2026/08/31 09:42:14.962	1197	402	49	4	2835	56.13
2026/08/31 09:42:15.062	1197	402	51	5	2835	56.30
2026/08/31 09:42:15.162	1197	402	51	5	2835	56.30
2026/08/31 09:42:15.262	1197	402	51	5	2835	56.30
2026/08/31 09:42:15.363	1197	402	51	5	2835	56.30
2026/08/31 09:42:15.463	1197	402	51	5	2835	56.30
2026/08/31 09:42:15.563	1197	402	49	4	2835	56.29
2026/08/31 09:42:15.663	1197	402	49	4	2835	56.29
2026/08/31 09:42:15.763	1197	402	49	4	2835	56.29
2026/08/31 09:42:15.863	1197	402	49	4	2835	56.29
2026/08/31 09:42:15.963	1197	402	49	4	2835	56.29
2026/08/31 09:42:16.063	1197	402	49	5	2835	56.32
2026/08/31 09:42:16.163	1197	402	49	5	2835	56.32
2026/08/31 09:42:16.263	1197	402	49	5	2835	56.32
2026/08/31 09:42:16.364	1197	402	49	5	2835	56.32
2026/08/31 09:42:16.464	1197	402	49	5	2835	56.32
2026/08/31 09:42:16.564	1197	402	50	4	2835	56.11
2026/08/31 09:42:16.664	1197	402	50	4	2835	56.11
2026/08/31 09:42:16.764	1197	402	50	4	2835	56.11
2026/08/31 09:42:16.864	1197	402	50	4	2835	56.11
2026/08/31 09:42:16.964	1197	402	50	4	2835	56.11
2026/08/31 09:42:17.064	1197	402	50	4	2835	56.05
2026/08/31 09:42:17.164	1197	402	50	4	2835	56.05
2026/08/31 09:42:17.265	1197	402	50	4	2835	56.05
2026/08/31 09:42:17.365	1197	402	50	4	2835	56.05
2026/08/31 09:42:17.465	1197	402	50	4	2835	56.05
2026/08/31 09:42:17.565	1197	402	51	4	2835	55.78
2026/08/31 09:42:17.665	1197	402	51	4	2835	55.78
2026/08/31 09:42:17.765	1197	402	51	4	2835	55.78
2026/08/31 09:42:17.865	1197	402	51	4	2835	55.78
2026/08/31 09:42:17.965	1197	402	51	4	2835	55.78
2026/08/31 09:42:18.065	1197	402	51	4	2835	55.63
2026/08/31 09:42:18.165	1197	402	51	4	2835	55.63
2026/08/31 09:42:18.266	1197	402	51	4	2835	55.63
2026/08/31 09:42:18.366	1197	402	51	4	2835	55.63
2026/08/31 09:42:18.466	1197	402	51	4	2835	55.63
2026/08/31 09:42:18.566	1197	402	51	5	2835	55.64
2026/08/31 09:42:18.666	1197	402	51	5	2835	55.64
2026/08/31 09:42:18.766	1197	402	51	5	2835	55.64
2026/08/31 09:42:18.866	1197	402	51	5	2835	55.64
2026/08/31 09:42:18.966	1197	402	51	5	2835	55.64
2026/08/31 09:42:19.066	1197	402	48	4	2835	55.56
2026/08/31 09:42:19.166	1197	402	48	4	2835	55.56
2026/08/31 09:42:19.267	1197	402	48	4	2835	55.56
2026/08/31 09:42:19.367	1197	402	48	4	2835	55.56
2026/08/31 09:42:19.467	1197	402	48	4	2835	55.56
2026/08/31 09:42:19.567	1197	402	52	5	2835	55.56
2026/08/31 09:42:19.667	1197	402	52	5	2835	55.56
2026/08/31 09:42:19.767	1197	402	52	5	2835	55.56
2026/08/31 09:42:19.867	1197	402	52	5	2835	55.56
2026/08/31 09:42:19.967	1197	402	52	5	2835	55.56
2026/08/31 09:42:20.067	1197	402	51	4	2835	55.69
2026/08/31 09:42:20.167	1197	402	51	4	2835	55.69
2026/08/31 09:42:20.267	1197	402	51	4	2835	55.69
2026/08/31 09:42:20.368	1197	402	51	4	2835	55.69
2026/08/31 09:42:20.468	1197	402	51	4	2835	55.69
2026/08/31 09:42:20.568	1197	402	49	5	2835	55.74
2026/08/31 09:42:20.668	1197	402	49	5	2835	55.74
2026/08/31 09:42:20.768	1197	402	49	5	2835	55.74
2026/08/31 09:42:20.868	1197	402	49	5	2835	55.74
2026/08/31 09:42:20.968	1197	402	49	5	2835	55.74
2026/08/31 09:42:21.068	1197	402	48	4	2835	55.64
2026/08/31 09:42:21.168	1197	402	48	4	2835	55.64
2026/08/31 09:42:21.268	1197	402	48	4	2835	55.64
2026/08/31 09:42:21.369	1197	402	48	4	2835	55.64
2026/08/31 09:42:21.469	1197	402	48	4	2835	55.64
2026/08/31 09:42:21.569	1197	402	52	5	2835	55.74
2026/08/31 09:42:21.669	1197	402	52	5	2835	55.74
2026/08/31 09:42:21.769	1197	402	52	5	2835	55.74
2026/08/31 09:42:21.869	1197	402	52	5	2835	55.74
2026/08/31 09:42:21.969	1197	402	52	5	2835	55.74
2026/08/31 09:42:22.069	1197	402	50	4	2835	55.83
2026/08/31 09:42:22.169	1197	402	50	4	2835	55.83
2026/08/31 09:42:22.269	1197	402	50	4	2835	55.83
2026/08/31 09:42:22.369	1197	402	50	4	2835	55.83
2026/08/31 09:42:22.470	1197	402	50	4	2835	55.83
2026/08/31 09:42:22.570	1197	402	47	5	2835	55.90
2026/08/31 09:42:22.670	1197	402	47	5	2835	55.90
2026/08/31 09:42:22.770	1197	402	47	5	2835	55.90
2026/08/31 09:42:22.870	1197	402	47	5	2835	55.90
2026/08/31 09:42:22.970	1197	402	47	5	2835	55.90
2026/08/31 09:42:23.070	1197	402	50	4	2835	55.81
2026/08/31 09:42:23.170	1197	402	50	4	2835	55.81
2026/08/31 09:42:23.270	1197	402	50	4	2835	55.81
2026/08/31 09:42:23.370	1197	402	50	4	2835	55.81
2026/08/31 09:42:23.470	1197	402	50	4	2835	55.81
2026/08/31 09:42:23.570	1197	402	50	5	2835	55.82
2026/08/31 09:42:23.671	1197	402	50	5	2835	55.82
2026/08/31 09:42:23.771	1197	402	50	5	2835	55.82
2026/08/31 09:42:23.871	1197	402	50	5	2835	55.82
2026/08/31 09:42:23.971	1197	402	50	5	2835	55.82
2026/08/31 09:42:24.071	1197	402	51	4	2835	55.78
2026/08/31 09:42:24.171	1197	402	51	4	2835	55.78
2026/08/31 09:42:24.271	1197	402	51	4	2835	55.78
2026/08/31 09:42:24.371	1197	402	51	4	2835	55.78
2026/08/31 09:42:24.471	1197	402	51	4	2835	55.78
2026/08/31 09:42:24.571	1197	402	49	5	2835	55.83
2026/08/31 09:42:24.671	1197	402	49	5	2835	55.83
2026/08/31 09:42:24.772	1197	402	49	5	2835	55.83
2026/08/31 09:42:24.872	1197	402	49	5	2835	55.83
2026/08/31 09:42:24.972	1197	402	49	5	2835	55.83
2026/08/31 09:42:25.072	1197	402	49	4	2835	55.81
2026/08/31 09:42:25.172	1197	402	49	4	2835	55.81
2026/08/31 09:42:25.272	1197	402	49	4	2835	55.81
2026/08/31 09:42:25.372	1197	402	49	4	2835	55.81
2026/08/31 09:42:25.472	1197	402	49	4	2835	55.81
2026/08/31 09:42:25.572	1197	402	47	4	2835	55.63
2026/08/31 09:42:25.672	1197	402	47	4	2835	55.63
2026/08/31 09:42:25.773	1197	402	47	4	2835	55.63
2026/08/31 09:42:25.873	1197	402	47	4	2835	55.63
2026/08/31 09:42:25.973	1197	402	47	4	2835	55.63
2026/08/31 09:42:26.073	1197	402	48	4	2835	55.49
2026/08/31 09:42:26.173	1197	402	48	4	2835	55.49
2026/08/31 09:42:26.273	1197	402	48	4	2835	55.49
2026/08/31 09:42:26.373	1197	402	48	4	2835	55.49
2026/08/31 09:42:26.473	1197	402	48	4	2835	55.49
2026/08/31 09:42:26.573	1197	402	47	4	2835	55.53
2026/08/31 09:42:26.673	1197	402	47	4	2835	55.53
2026/08/31 09:42:26.773	1197	402	47	4	2835	55.53
2026/08/31 09:42:26.874	1197	402	47	4	2835	55.53
2026/08/31 09:42:26.974	1197	402	47	4	2835	55.53
2026/08/31 09:42:27.074	1197	402	47	4	2835	55.63
2026/08/31 09:42:27.174	1197	402	47	4	2835	55.63
2026/08/31 09:42:27.274	1197	402	47	4	2835	55.63
2026/08/31 09:42:27.374	1197	402	47	4	2835	55.63
2026/08/31 09:42:27.474	1197	402	47	4	2835	55.63
2026/08/31 09:42:27.574	1197	402	50	4	2835	55.78
2026/08/31 09:42:27.674	1197	402	50	4	2835	55.78
2026/08/31 09:42:27.774	1197	402	50	4	2835	55.78
2026/08/31 09:42:27.874	1197	402	50	4	2835	55.78
2026/08/31 09:42:27.975	1197	402	50	4	2835	55.78
2026/08/31 09:42:28.075	1197	402	51	4	2835	56.05
2026/08/31 09:42:28.175	1197	402	51	4	2835	56.05
2026/08/31 09:42:28.275	1197	402	51	4	2835	56.05
2026/08/31 09:42:28.375	1197	402	51	4	2835	56.05
2026/08/31 09:42:28.475	1197	402	51	4	2835	56.05
2026/08/31 09:42:28.575	1197	402	50	4	2835	56.00
2026/08/31 09:42:28.675	1197	402	50	4	2835	56.00
2026/08/31 09:42:28.775	1197	402	50	4	2835	56.00
2026/08/31 09:42:28.875	1197	402	50	4	2835	56.00
2026/08/31 09:42:28.975	1197	402	50	4	2835	56.00
2026/08/31 09:42:29.076	1197	402	51	4	2835	55.91
2026/08/31 09:42:29.176	1197	402	51	4	2835	55.91
2026/08/31 09:42:29.276	1197	402	51	4	2835	55.91
2026/08/31 09:42:29.376	1197	402	51	4	2835	55.91
2026/08/31 09:42:29.476	1197	402	51	4	2835	55.91
2026/08/31 09:42:29.576	1197	402	49	4	2835	55.85
2026/08/31 09:42:29.676	1197	402	49	4	2835	55.85
2026/08/31 09:42:29.776	1197	402	49	4	2835	55.85
2026/08/31 09:42:29.876	1197	402	49	4	2835	55.85
2026/08/31 09:42:29.976	1197	402	49	4	2835	55.85
2026/08/31 09:42:30.077	1197	402	49	5	2835	56.05
2026/08/31 09:42:30.177	1197	402	49	5	2835	56.05
2026/08/31 09:42:30.277	1197	402	49	5	2835	56.05
2026/08/31 09:42:30.377	1197	402	49	5	2835	56.05
2026/08/31 09:42:30.477	1197	402	49	5	2835	56.05
2026/08/31 09:42:30.577	1197	402	46	4	2835	56.20
2026/08/31 09:42:30.677	1197	402	46	4	2835	56.20
2026/08/31 09:42:30.777	1197	402	46	4	2835	56.20
2026/08/31 09:42:30.877	1197	402	46	4	2835	56.20
2026/08/31 09:42:30.977	1197	402	46	4	2835	56.20
2026/08/31 09:42:31.078	1197	402	48	5	2835	56.48
2026/08/31 09:42:31.178	1197	402	48	5	2835	56.48
2026/08/31 09:42:31.278	1197	402	48	5	2835	56.48
2026/08/31 09:42:31.378	1197	402	48	5	2835	56.48
2026/08/31 09:42:31.478	1197	402	48	5	2835	56.48
2026/08/31 09:42:31.578	1197	402	46	4	2835	56.41
2026/08/31 09:42:31.678	1197	402	46	4	2835	56.41
2026/08/31 09:42:31.778	1197	402	46	4	2835	56.41
2026/08/31 09:42:31.878	1197	402	46	4	2835	56.41
2026/08/31 09:42:31.979	1197	402	46	4	2835	56.41
2026/08/31 09:42:32.079	1197	402	48	5	2835	56.55
2026/08/31 09:42:32.179	1197	402	48	5	2835	56.55
2026/08/31 09:42:32.279	1197	402	48	5	2835	56.55
2026/08/31 09:42:32.379	1197	402	48	5	2835	56.55
2026/08/31 09:42:32.479	1197	402	48	5	2835	56.55
2026/08/31 09:42:32.579	1197	402	51	5	2835	56.41
2026/08/31 09:42:32.679	1197	402	51	5	2835	56.41
2026/08/31 09:42:32.779	1197	402	51	5	2835	56.41
2026/08/31 09:42:32.879	1197	402	51	5	2835	56.41
2026/08/31 09:42:32.980	1197	402	51	5	2835	56.41
2026/08/31 09:42:33.080	1197	402	49	6	2835	56.57
2026/08/31 09:42:33.180	1197	402	49	6	2835	56.57
2026/08/31 09:42:33.280	1197	402	49	6	2835	56.57
2026/08/31 09:42:33.380	1197	402	49	6	2835	56.57
2026/08/31 09:42:33.480	1197	402	49	6	2835	56.57
2026/08/31 09:42:33.580	1197	402	50	4	2835	56.36
2026/08/31 09:42:33.680	1197	402	50	4	2835	56.36
2026/08/31 09:42:33.780	1197	402	50	4	2835	56.36
2026/08/31 09:42:33.881	1197	402	50	4	2835	56.36
2026/08/31 09:42:33.981	1197	402	50	4	2835	56.36
2026/08/31 09:42:34.081	1197	402	51	6	2835	56.62
2026/08/31 09:42:34.181	1197	402	51	6	2835	56.62
2026/08/31 09:42:34.281	1197	402	51	6	2835	56.62
2026/08/31 09:42:34.381	1197	402	51	6	2835	56.62
2026/08/31 09:42:34.481	1197	402	51	6	2835	56.62
2026/08/31 09:42:34.581	1197	402	51	4	2835	56.41
2026/08/31 09:42:34.681	1197	402	51	4	2835	56.41
2026/08/31 09:42:34.781	1197	402	51	4	2835	56.41
2026/08/31 09:42:34.882	1197	402	51	4	2835	56.41
2026/08/31 09:42:34.982	1197	402	51	4	2835	56.41
2026/08/31 09:42:35.082	1197	402	50	5	2835	56.57
2026/08/31 09:42:35.182	1197	402	50	5	2835	56.57
2026/08/31 09:42:35.282	1197	402	50	5	2835	56.57
2026/08/31 09:42:35.382	1197	402	50	5	2835	56.57
2026/08/31 09:42:35.482	1197	402	50	5	2835	56.57
2026/08/31 09:42:35.582	1197	402	49	4	2835	56.44
2026/08/31 09:42:35.682	1197	402	49	4	2835	56.44
2026/08/31 09:42:35.783	1197	402	49	4	2835	56.44
2026/08/31 09:42:35.883	1197	402	49	4	2835	56.44
2026/08/31 09:42:35.983	1197	402	49	4	2835	56.44
2026/08/31 09:42:36.083	1197	402	50	5	2835	56.63
2026/08/31 09:42:36.183	1197	402	50	5	2835	56.63
2026/08/31 09:42:36.283	1197	402	50	5	2835	56.63
2026/08/31 09:42:36.383	1197	402	50	5	2835	56.63
2026/08/31 09:42:36.483	1197	402	50	5	2835	56.63
2026/08/31 09:42:36.583	1197	402	49	4	2835	56.46
2026/08/31 09:42:36.683	1197	402	49	4	2835	56.46
2026/08/31 09:42:36.784	1197	402	49	4	2835	56.46
2026/08/31 09:42:36.884	1197	402	49	4	2835	56.46
2026/08/31 09:42:36.984	1197	402	49	4	2835	56.46
2026/08/31 09:42:37.084	1197	402	50	6	2835	56.55
2026/08/31 09:42:37.184	1197	402	50	6	2835	56.55
2026/08/31 09:42:37.284	1197	402	50	6	2835	56.55
2026/08/31 09:42:37.384	1197	402	50	6	2835	56.55
2026/08/31 09:42:37.484	1197	402	50	6	2835	56.55
2026/08/31 09:42:37.584	1197	402	50	4	2835	56.32
2026/08/31 09:42:37.685	1197	402	50	4	2835	56.32
2026/08/31 09:42:37.785	1197	402	50	4	2835	56.32
2026/08/31 09:42:37.885	1197	402	50	4	2835	56.32
2026/08/31 09:42:37.985	1197	402	50	4	2835	56.32
2026/08/31 09:42:38.085	1197	402	52	5	2835	56.55
2026/08/31 09:42:38.185	1197	402	52	5	2835	56.55
2026/08/31 09:42:38.285	1197	402	52	5	2835	56.55
2026/08/31 09:42:38.385	1197	402	52	5	2835	56.55
2026/08/31 09:42:38.485	1197	402	52	5	2835	56.55
2026/08/31 09:42:38.586	1197	402	50	4	2835	56.51
2026/08/31 09:42:38.686	1197	402	50	4	2835	56.51
2026/08/31 09:42:38.786	1197	402	50	4	2835	56.51
2026/08/31 09:42:38.886	1197	402	50	4	2835	56.51
2026/08/31 09:42:38.986	1197	402	50	4	2835	56.51
2026/08/31 09:42:39.086	1197	402	49	5	2835	56.61
2026/08/31 09:42:39.186	1197	402	49	5	2835	56.61
2026/08/31 09:42:39.286	1197	402	49	5	2835	56.61
2026/08/31 09:42:39.386	1197	402	49	5	2835	56.61
2026/08/31 09:42:39.486	1197	402	49	5	2835	56.61
2026/08/31 09:42:39.587	1197	402	50	4	2835	56.35
