timestamp	memory_used_mib	memory_reserved_mib	utilization_gpu_pct	utilization_memory_pct	sm_clock_mhz	power_draw_w
2026/08/31 09:23:26.923	3493	402	50	5	2835	60.77
2026/08/31 09:23:27.026	3493	402	51	5	2835	62.04
2026/08/31 09:23:27.126	3493	402	51	5	2835	62.04
2026/08/31 09:23:27.226	3493	402	51	5	2835	62.04
2026/08/31 09:23:27.326	3493	402	51	5	2835	62.04
2026/08/31 09:23:27.426	3493	402	51	5	2835	62.04
2026/08/31 09:23:27.526	3493	402	52	5	2835	60.91
2026/08/31 09:23:27.626	3493	402	52	5	2835	60.91
2026/08/31 09:23:27.727	3493	402	52	5	2835	60.91
2026/08/31 09:23:27.827	3493	402	52	5	2835	60.91
2026/08/31 09:23:27.927	3493	402	52	5	2835	60.91
2026/08/31 09:23:28.027	3493	402	51	5	2835	57.02
2026/08/31 09:23:28.127	3493	402	51	5	2835	57.02
2026/08/31 09:23:28.227	3493	402	51	5	2835	57.02
2026/08/31 09:23:28.327	3493	402	51	5	2835	57.02
2026/08/31 09:23:28.427	3493	402	51	5	2835	57.02
2026/08/31 09:23:28.527	3493	402	50	5	2835	56.45
2026/08/31 09:23:28.628	3493	402	50	5	2835	56.45
2026/08/31 09:23:28.728	3493	402	50	5	2835	56.45
2026/08/31 09:23:28.828	3493	402	50	5	2835	56.45
2026/08/31 09:23:28.928	3047	402	50	5	2835	56.45
2026/08/31 09:23:29.028	1228	402	68	10	2835	56.78
2026/08/31 09:23:29.139	1242	402	68	10	2835	56.78
2026/08/31 09:23:29.239	1427	402	68	10	2835	56.78
2026/08/31 09:23:29.339	1427	402	68	10	2835	56.78
2026/08/31 09:23:29.439	1427	402	68	10	2835	56.78
2026/08/31 09:23:29.539	1427	402	53	5	2835	58.16
2026/08/31 09:23:29.640	1427	402	53	5	2835	58.16
2026/08/31 09:23:29.740	1427	402	53	5	2835	58.16
2026/08/31 09:23:29.840	1427	402	53	5	2835	58.16
2026/08/31 09:23:29.940	1427	402	53	5	2835	58.16
2026/08/31 09:23:30.040	1427	402	52	5	2835	58.04
2026/08/31 09:23:30.140	1427	402	52	5	2835	58.04
2026/08/31 09:23:30.240	1427	402	52	5	2835	58.04
2026/08/31 09:23:30.340	1427	402	52	5	2835	58.04
2026/08/31 09:23:30.441	1427	402	52	5	2835	58.04
2026/08/31 09:23:30.541	1427	402	53	5	2835	56.52
2026/08/31 09:23:30.641	1427	402	53	5	2835	56.52
2026/08/31 09:23:30.741	1427	402	53	5	2835	56.52
2026/08/31 09:23:30.841	1427	402	53	5	2835	56.52
2026/08/31 09:23:30.941	1427	402	53	5	2835	56.52
2026/08/31 09:23:31.041	1427	402	52	5	2835	56.35
2026/08/31 09:23:31.142	1427	402	52	5	2835	56.35
2026/08/31 09:23:31.242	1427	402	52	5	2835	56.35
2026/08/31 09:23:31.342	1427	402	52	5	2835	56.35
2026/08/31 09:23:31.442	1427	402	52	5	2835	56.35
2026/08/31 09:23:31.542	1427	402	50	5	2835	56.43
2026/08/31 09:23:31.642	1427	402	50	5	2835	56.43
2026/08/31 09:23:31.742	1427	402	50	5	2835	56.43
2026/08/31 09:23:31.842	1427	402	50	5	2835	56.43
2026/08/31 09:23:31.943	1427	402	50	5	2835	56.43
2026/08/31 09:23:32.043	1427	402	51	5	2835	56.37
2026/08/31 09:23:32.143	1427	402	51	5	2835	56.37
2026/08/31 09:23:32.243	1427	402	51	5	2835	56.37
2026/08/31 09:23:32.343	1427	402	51	5	2835	56.37
2026/08/31 09:23:32.443	1427	402	51	5	2835	56.37
2026/08/31 09:23:32.543	1427	402	50	5	2835	56.59
2026/08/31 09:23:32.643	1427	402	50	5	2835	56.59
2026/08/31 09:23:32.743	1427	402	50	5	2835	56.59
2026/08/31 09:23:32.844	1427	402	50	5	2835	56.59
2026/08/31 09:23:32.944	1427	402	50	5	2835	56.59
2026/08/31 09:23:33.044	1427	402	51	5	2835	56.51
2026/08/31 09:23:33.144	1427	402	51	5	2835	56.51
2026/08/31 09:23:33.244	1427	402	51	5	2835	56.51
2026/08/31 09:23:33.344	1427	402	51	5	2835	56.51
2026/08/31 09:23:33.444	1427	402	51	5	2835	56.51
2026/08/31 09:23:33.544	1427	402	50	5	2835	56.56
2026/08/31 09:23:33.644	1427	402	50	5	2835	56.56
2026/08/31 09:23:33.745	1427	402	50	5	2835	56.56
2026/08/31 09:23:33.845	1427	402	50	5	2835	56.56
2026/08/31 09:23:33.945	1427	402	50	5	2835	56.56
2026/08/31 09:23:34.045	1427	402	53	5	2835	56.39
2026/08/31 09:23:34.145	1427	402	53	5	2835	56.39
2026/08/31 09:23:34.245	1427	402	53	5	2835	56.39
2026/08/31 09:23:34.345	1427	402	53	5	2835	56.39
2026/08/31 09:23:34.445	1427	402	53	5	2835	56.39
2026/08/31 09:23:34.546	1427	402	51	5	2835	56.46
2026/08/31 09:23:34.646	1427	402	51	5	2835	56.46
2026/08/31 09:23:34.746	1427	402	51	5	2835	56.46
2026/08/31 09:23:34.846	1427	402	51	5	2835	56.46
2026/08/31 09:23:34.946	1427	402	51	5	2835	56.46
2026/08/31 09:23:35.046	1427	402	52	5	2835	56.36
2026/08/31 09:23:35.146	1427	402	52	5	2835	56.36
2026/08/31 09:23:35.246	1427	402	52	5	2835	56.36
2026/08/31 09:23:35.346	1427	402	52	5	2835	56.36
2026/08/31 09:23:35.447	1427	402	52	5	2835	56.36
2026/08/31 09:23:35.547	1427	402	52	5	2835	56.49
2026/08/31 09:23:35.647	1427	402	52	5	2835	56.49
2026/08/31 09:23:35.747	1427	402	52	5	2835	56.49
2026/08/31 09:23:35.847	1427	402	52	5	2835	56.49
2026/08/31 09:23:35.947	1427	402	52	5	2835	56.49
2026/08/31 09:23:36.047	1427	402	50	5	2835	56.33
2026/08/31 09:23:36.147	1427	402	50	5	2835	56.33
2026/08/31 09:23:36.247	1427	402	50	5	2835	56.33
2026/08/31 09:23:36.348	1427	402	50	5	2835	56.33
2026/08/31 09:23:36.448	1427	402	50	5	2835	56.33
2026/08/31 09:23:36.548	1427	402	52	5	2835	56.33
2026/08/31 09:23:36.648	1427	402	52	5	2835	56.33
2026/08/31 09:23:36.748	1427	402	52	5	2835	56.33
2026/08/31 09:23:36.848	1427	402	52	5	2835	56.33
2026/08/31 09:23:36.948	1427	402	52	5	2835	56.33
2026/08/31 09:23:37.048	1427	402	52	5	2835	56.14
2026/08/31 09:23:37.149	1427	402	52	5	2835	56.14
2026/08/31 09:23:37.249	1427	402	52	5	2835	56.14
2026/08/31 09:23:37.349	1427	402	52	5	2835	56.14
2026/08/31 09:23:37.449	1427	402	52	5	2835	56.14
2026/08/31 09:23:37.549	1427	402	51	5	2835	56.20
2026/08/31 09:23:37.649	1427	402	51	5	2835	56.20
2026/08/31 09:23:37.749	1427	402	51	5	2835	56.20
2026/08/31 09:23:37.849	1427	402	51	5	2835	56.20
2026/08/31 09:23:37.949	1427	402	51	5	2835	56.20
2026/08/31 09:23:38.049	1427	402	51	5	2835	55.98
2026/08/31 09:23:38.150	1427	402	51	5	2835	55.98
2026/08/31 09:23:38.250	1427	402	51	5	2835	55.98
2026/08/31 09:23:38.350	1427	402	51	5	2835	55.98
2026/08/31 09:23:38.450	1427	402	51	5	2835	55.98
2026/08/31 09:23:38.550	1427	402	52	5	2835	55.81
2026/08/31 09:23:38.650	1427	402	52	5	2835	55.81
2026/08/31 09:23:38.750	1427	402	52	5	2835	55.81
2026/08/31 09:23:38.850	1427	402	52	5	2835	55.81
2026/08/31 09:23:38.950	1427	402	52	5	2835	55.81
2026/08/31 09:23:39.050	1427	402	50	5	2835	55.80
2026/08/31 09:23:39.151	1427	402	50	5	2835	55.80
2026/08/31 09:23:39.251	1427	402	50	5	2835	55.80
2026/08/31 09:23:39.351	1427	402	50	5	2835	55.80
2026/08/31 09:23:39.451	1427	402	50	5	2835	55.80
2026/08/31 09:23:39.551	1427	402	51	5	2835	55.84
2026/08/31 09:23:39.651	1427	402	51	5	2835	55.84
2026/08/31 09:23:39.751	1427	402	51	5	2835	55.84
2026/08/31 09:23:39.851	1427	402	51	5	2835	55.84
2026/08/31 09:23:39.951	1427	402	51	5	2835	55.84
2026/08/31 09:23:40.052	1427	402	52	5	2835	55.83
2026/08/31 09:23:40.152	1427	402	52	5	2835	55.83
2026/08/31 09:23:40.252	1427	402	52	5	2835	55.83
2026/08/31 09:23:40.352	1427	402	52	5	2835	55.83
2026/08/31 09:23:40.452	1427	402	52	5	2835	55.83
2026/08/31 09:23:40.552	1427	402	53	5	2835	55.88
2026/08/31 09:23:40.652	1427	402	53	5	2835	55.88
2026/08/31 09:23:40.752	1427	402	53	5	2835	55.88
2026/08/31 09:23:40.852	1427	402	53	5	2835	55.88
2026/08/31 09:23:40.953	1427	402	53	5	2835	55.88
2026/08/31 09:23:41.053	1427	402	53	5	2835	55.94
2026/08/31 09:23:41.153	1427	402	53	5	2835	55.94
2026/08/31 09:23:41.253	1427	402	53	5	2835	55.94
2026/08/31 09:23:41.353	1427	402	53	5	2835	55.94
2026/08/31 09:23:41.453	1427	402	53	5	2835	55.94
2026/08/31 09:23:41.553	1427	402	53	5	2835	56.06
2026/08/31 09:23:41.653	1427	402	53	5	2835	56.06
2026/08/31 09:23:41.754	1427	402	53	5	2835	56.06
2026/08/31 09:23:41.854	1427	402	53	5	2835	56.06
2026/08/31 09:23:41.954	1427	402	53	5	2835	56.06
2026/08/31 09:23:42.054	1427	402	51	5	2835	55.80
2026/08/31 09:23:42.154	1427	402	51	5	2835	55.80
2026/08/31 09:23:42.254	1427	402	51	5	2835	55.80
2026/08/31 09:23:42.354	1427	402	51	5	2835	55.80
2026/08/31 09:23:42.454	1427	402	51	5	2835	55.80
2026/08/31 09:23:42.555	1427	402	52	5	2835	55.75
2026/08/31 09:23:42.655	1427	402	52	5	2835	55.75
2026/08/31 09:23:42.755	1427	402	52	5	2835	55.75
2026/08/31 09:23:42.855	1427	402	52	5	2835	55.75
2026/08/31 09:23:42.955	1427	402	52	5	2835	55.75
2026/08/31 09:23:43.055	1427	402	50	5	2835	55.82
2026/08/31 09:23:43.156	1427	402	50	5	2835	55.82
2026/08/31 09:23:43.256	1427	402	50	5	2835	55.82
2026/08/31 09:23:43.356	1427	402	50	5	2835	55.82
2026/08/31 09:23:43.456	1427	402	50	5	2835	55.82
2026/08/31 09:23:43.556	1427	402	51	5	2835	55.79
2026/08/31 09:23:43.656	1427	402	51	5	2835	55.79
2026/08/31 09:23:43.756	1427	402	51	5	2835	55.79
2026/08/31 09:23:43.856	1427	402	51	5	2835	55.79
2026/08/31 09:23:43.956	1427	402	51	5	2835	55.79
2026/08/31 09:23:44.056	1427	402	51	5	2835	55.56
2026/08/31 09:23:44.156	1427	402	51	5	2835	55.56
2026/08/31 09:23:44.257	1427	402	51	5	2835	55.56
2026/08/31 09:23:44.357	1427	402	51	5	2835	55.56
2026/08/31 09:23:44.457	1427	402	51	5	2835	55.56
2026/08/31 09:23:44.557	1427	402	53	5	2835	55.53
2026/08/31 09:23:44.657	1427	402	53	5	2835	55.53
2026/08/31 09:23:44.757	1427	402	53	5	2835	55.53
2026/08/31 09:23:44.857	1427	402	53	5	2835	55.53
2026/08/31 09:23:44.957	1427	402	53	5	2835	55.53
2026/08/31 09:23:45.057	1427	402	52	5	2835	55.55
2026/08/31 09:23:45.157	1427	402	52	5	2835	55.55
2026/08/31 09:23:45.258	1427	402	52	5	2835	55.55
2026/08/31 09:23:45.358	1427	402	52	5	2835	55.55
2026/08/31 09:23:45.458	1427	402	52	5	2835	55.55
2026/08/31 09:23:45.558	1427	402	53	5	2835	55.66
2026/08/31 09:23:45.658	1427	402	53	5	2835	55.66
2026/08/31 09:23:45.758	1427	402	53	5	2835	55.66
2026/08/31 09:23:45.859	1427	402	53	5	2835	55.66
2026/08/31 09:23:45.959	1427	402	53	5	2835	55.66
2026/08/31 09:23:46.059	1427	402	49	5	2835	55.74
2026/08/31 09:23:46.159	1427	402	49	5	2835	55.74
2026/08/31 09:23:46.259	1427	402	49	5	2835	55.74
2026/08/31 09:23:46.359	1427	402	49	5	2835	55.74
2026/08/31 09:23:46.459	1427	402	49	5	2835	55.74
2026/08/31 09:23:46.559	1427	402	50	5	2835	55.71
2026/08/31 09:23:46.659	1427	402	50	5	2835	55.71
2026/08/31 09:23:46.759	1427	402	50	5	2835	55.71
2026/08/31 09:23:46.860	1427	402	50	5	2835	55.71
2026/08/31 09:23:46.960	1427	402	50	5	2835	55.71
2026/08/31 09:23:47.060	1427	402	50	5	2835	55.67
2026/08/31 09:23:47.160	1427	402	50	5	2835	55.67
2026/08/31 09:23:47.260	1427	402	50	5	2835	55.67
2026/08/31 09:23:47.360	1427	402	50	5	2835	55.67
2026/08/31 09:23:47.460	1427	402	50	5	2835	55.67
2026/08/31 09:23:47.560	1427	402	52	5	2835	55.57
2026/08/31 09:23:47.660	1427	402	52	5	2835	55.57
2026/08/31 09:23:47.761	1427	402	52	5	2835	55.57
2026/08/31 09:23:47.861	1427	402	52	5	2835	55.57
2026/08/31 09:23:47.961	1427	402	52	5	2835	55.57
2026/08/31 09:23:48.061	1427	402	50	4	2835	55.58
2026/08/31 09:23:48.161	1427	402	50	4	2835	55.58
2026/08/31 09:23:48.261	1427	402	50	4	2835	55.58
2026/08/31 09:23:48.361	1427	402	50	4	2835	55.58
2026/08/31 09:23:48.461	1427	402	50	4	2835	55.58
2026/08/31 09:23:48.562	1427	402	54	5	2835	55.81
2026/08/31 09:23:48.662	1427	402	54	5	2835	55.81
2026/08/31 09:23:48.762	1427	402	54	5	2835	55.81
2026/08/31 09:23:48.862	1427	402	54	5	2835	55.81
2026/08/31 09:23:48.962	1427	402	54	5	2835	55.81
2026/08/31 09:23:49.062	1427	402	52	5	2835	55.86
2026/08/31 09:23:49.162	1427	402	52	5	2835	55.86
2026/08/31 09:23:49.262	1427	402	52	5	2835	55.86
2026/08/31 09:23:49.362	1427	402	52	5	2835	55.86
2026/08/31 09:23:49.462	1427	402	52	5	2835	55.86
2026/08/31 09:23:49.563	1427	402	53	5	2835	55.72
2026/08/31 09:23:49.663	1427	402	53	5	2835	55.72
2026/08/31 09:23:49.763	1427	402	53	5	2835	55.72
2026/08/31 09:23:49.863	1427	402	53	5	2835	55.72
2026/08/31 09:23:49.963	1427	402	53	5	2835	55.72
2026/08/31 09:23:50.063	1427	402	50	5	2835	55.74
2026/08/31 09:23:50.163	1427	402	50	5	2835	55.74
2026/08/31 09:23:50.263	1427	402	50	5	2835	55.74
2026/08/31 09:23:50.363	1427	402	50	5	2835	55.74
2026/08/31 09:23:50.464	1427	402	50	5	2835	55.74
2026/08/31 09:23:50.564	1427	402	52	5	2835	55.83
2026/08/31 09:23:50.664	1427	402	52	5	2835	55.83
2026/08/31 09:23:50.764	1427	402	52	5	2835	55.83
2026/08/31 09:23:50.864	1427	402	52	5	2835	55.83
2026/08/31 09:23:50.964	1427	402	52	5	2835	55.83
2026/08/31 09:23:51.064	1427	402	51	5	2835	55.80
2026/08/31 09:23:51.164	1427	402	51	5	2835	55.80
2026/08/31 09:23:51.264	1427	402	51	5	2835	55.80
2026/08/31 09:23:51.365	1427	402	51	5	2835	55.80
2026/08/31 09:23:51.465	1427	402	51	5	2835	55.80
2026/08/31 09:23:51.565	1427	402	53	5	2835	55.85
2026/08/31 09:23:51.665	1427	402	53	5	2835	55.85
2026/08/31 09:23:51.765	1427	402	53	5	2835	55.85
2026/08/31 09:23:51.865	1427	402	53	5	2835	55.85
2026/08/31 09:23:51.965	1427	402	53	5	2835	55.85
2026/08/31 09:23:52.065	1427	402	52	5	2835	55.94
2026/08/31 09:23:52.165	1427	402	52	5	2835	55.94
2026/08/31 09:23:52.266	1427	402	52	5	2835	55.94
2026/08/31 09:23:52.366	1427	402	52	5	2835	55.94
2026/08/31 09:23:52.466	1427	402	52	5	2835	55.94
2026/08/31 09:23:52.566	1427	402	52	5	2835	55.87
2026/08/31 09:23:52.666	1427	402	52	5	2835	55.87
2026/08/31 09:23:52.766	1427	402	52	5	2835	55.87
2026/08/31 09:23:52.866	1427	402	52	5	2835	55.87
2026/08/31 09:23:52.966	1427	402	52	5	2835	55.87
2026/08/31 09:23:53.066	1427	402	50	5	2835	55.91
2026/08/31 09:23:53.167	1427	402	50	5	2835	55.91
2026/08/31 09:23:53.267	1427	402	50	5	2835	55.91
2026/08/31 09:23:53.367	1427	402	50	5	2835	55.91
2026/08/31 09:23:53.467	1427	402	50	5	2835	55.91
2026/08/31 09:23:53.567	1427	402	53	6	2835	56.15
2026/08/31 09:23:53.667	1427	402	53	6	2835	56.15
2026/08/31 09:23:53.767	1427	402	53	6	2835	56.15
2026/08/31 09:23:53.867	1427	402	53	6	2835	56.15
2026/08/31 09:23:53.967	1427	402	53	6	2835	56.15
2026/08/31 09:23:54.067	1427	402	51	5	2835	56.24
2026/08/31 09:23:54.168	1427	402	51	5	2835	56.24
2026/08/31 09:23:54.268	1427	402	51	5	2835	56.24
2026/08/31 09:23:54.368	1427	402	51	5	2835	56.24
2026/08/31 09:23:54.468	1427	402	51	5	2835	56.24
2026/08/31 09:23:54.568	1427	402	53	5	2835	56.33
2026/08/31 09:23:54.668	1427	402	53	5	2835	56.33
2026/08/31 09:23:54.768	1427	402	53	5	2835	56.33
2026/08/31 09:23:54.868	1427	402	53	5	2835	56.33
2026/08/31 09:23:54.969	1427	402	53	5	2835	56.33
2026/08/31 09:23:55.069	1427	402	50	5	2835	56.28
2026/08/31 09:23:55.169	1427	402	50	5	2835	56.28
2026/08/31 09:23:55.269	1427	402	50	5	2835	56.28
2026/08/31 09:23:55.369	1427	402	50	5	2835	56.28
2026/08/31 09:23:55.469	1427	402	50	5	2835	56.28
2026/08/31 09:23:55.569	1427	402	52	5	2835	56.41
2026/08/31 09:23:55.670	1427	402	52	5	2835	56.41
2026/08/31 09:23:55.770	1427	402	52	5	2835	56.41
2026/08/31 09:23:55.870	1427	402	52	5	2835	56.41
2026/08/31 09:23:55.970	1427	402	52	5	2835	56.41
2026/08/31 09:23:56.070	1427	402	52	5	2835	56.24
2026/08/31 09:23:56.170	1427	402	52	5	2835	56.24
2026/08/31 09:23:56.270	1427	402	52	5	2835	56.24
2026/08/31 09:23:56.370	1427	402	52	5	2835	56.24
2026/08/31 09:23:56.471	1427	402	52	5	2835	56.24
2026/08/31 09:23:56.571	1427	402	54	5	2835	56.44
2026/08/31 09:23:56.671	1427	402	54	5	2835	56.44
2026/08/31 09:23:56.771	6929	402	54	5	2835	56.44
2026/08/31 09:23:56.871	6929	402	54	5	2835	56.44
2026/08/31 09:23:56.971	6929	402	54	5	2835	56.44
2026/08/31 09:23:57.071	6929	402	72	6	2835	56.84
2026/08/31 09:23:57.172	6929	402	72	6	2835	56.84
2026/08/31 09:23:57.272	6929	402	72	6	2835	56.84
2026/08/31 09:23:57.372	6929	402	72	6	2835	56.84
2026/08/31 09:23:57.472	6929	402	72	6	2835	56.84
2026/08/31 09:23:57.572	6929	402	74	7	2835	57.98
2026/08/31 09:23:57.673	6929	402	74	7	2835	57.98
2026/08/31 09:23:57.773	6929	402	74	7	2835	57.98
2026/08/31 09:23:57.873	7377	402	74	7	2835	57.98
2026/08/31 09:23:57.973	7569	402	74	7	2835	57.98
2026/08/31 09:23:58.073	7579	402	74	37	2835	62.46
2026/08/31 09:23:58.174	7579	402	74	37	2835	62.46
2026/08/31 09:23:58.274	7579	402	74	37	2835	62.46
2026/08/31 09:23:58.374	7579	402	74	37	2835	62.46
2026/08/31 09:23:58.474	7579	402	74	37	2835	62.46
2026/08/31 09:23:58.574	7579	402	52	5	2835	67.71
2026/08/31 09:23:58.674	7579	402	52	5	2835	67.71
2026/08/31 09:23:58.774	7579	402	52	5	2835	67.71
2026/08/31 09:23:58.874	7579	402	52	5	2835	67.71
2026/08/31 09:23:58.975	7579	402	52	5	2835	67.71
2026/08/31 09:23:59.075	7579	402	51	5	2835	66.63
2026/08/31 09:23:59.175	7579	402	51	5	2835	66.63
2026/08/31 09:23:59.275	7579	402	51	5	2835	66.63
2026/08/31 09:23:59.375	7579	402	51	5	2835	66.63
2026/08/31 09:23:59.475	7579	402	51	5	2835	66.63
2026/08/31 09:23:59.575	7579	402	51	5	2835	56.51
2026/08/31 09:23:59.675	7579	402	51	5	2835	56.51
2026/08/31 09:23:59.775	7579	402	51	5	2835	56.51
2026/08/31 09:23:59.876	7579	402	51	5	2835	56.51
2026/08/31 09:23:59.976	7579	402	51	5	2835	56.51
2026/08/31 09:24:00.076	7579	402	50	5	2835	56.41
2026/08/31 09:24:00.176	7579	402	50	5	2835	56.41
2026/08/31 09:24:00.276	7579	402	50	5	2835	56.41
2026/08/31 09:24:00.376	7579	402	50	5	2835	56.41
2026/08/31 09:24:00.476	7579	402	50	5	2835	56.41
2026/08/31 09:24:00.576	7579	402	51	5	2835	56.59
2026/08/31 09:24:00.676	7579	402	51	5	2835	56.59
2026/08/31 09:24:00.777	7579	402	51	5	2835	56.59
2026/08/31 09:24:00.877	7579	402	51	5	2835	56.59
2026/08/31 09:24:00.977	7579	402	51	5	2835	56.59
2026/08/31 09:24:01.077	7579	402	50	5	2835	56.48
2026/08/31 09:24:01.177	1455	402	50	5	2835	56.48
2026/08/31 09:24:01.278	1228	402	50	5	2835	56.48
2026/08/31 09:24:01.378	1198	402	50	5	2835	56.48
2026/08/31 09:24:01.479	1198	402	50	5	2835	56.48
2026/08/31 09:24:01.579	1198	402	52	5	2835	58.50
2026/08/31 09:24:01.679	1198	402	52	5	2835	58.50
2026/08/31 09:24:01.779	1198	402	52	5	2835	58.50
2026/08/31 09:24:01.879	1198	402	52	5	2835	58.50
2026/08/31 09:24:01.979	1198	402	52	5	2835	58.50
2026/08/31 09:24:02.079	1198	402	49	4	2835	58.39
2026/08/31 09:24:02.179	1198	402	49	4	2835	58.39
2026/08/31 09:24:02.279	1198	402	49	4	2835	58.39
2026/08/31 09:24:02.380	1198	402	49	4	2835	58.39
2026/08/31 09:24:02.480	1198	402	49	4	2835	58.39
2026/08/31 09:24:02.580	1198	402	49	5	2835	56.48
2026/08/31 09:24:02.680	1198	402	49	5	2835	56.48
2026/08/31 09:24:02.780	1198	402	49	5	2835	56.48
2026/08/31 09:24:02.880	1198	402	49	5	2835	56.48
2026/08/31 09:24:02.980	1198	402	49	5	2835	56.48
2026/08/31 09:24:03.080	1198	402	49	4	2835	56.32
2026/08/31 09:24:03.181	1198	402	49	4	2835	56.32
2026/08/31 09:24:03.281	1198	402	49	4	2835	56.32
2026/08/31 09:24:03.381	1198	402	49	4	2835	56.32
2026/08/31 09:24:03.481	1198	402	49	4	2835	56.32
2026/08/31 09:24:03.581	1198	402	51	5	2835	56.48
2026/08/31 09:24:03.681	1198	402	51	5	2835	56.48
2026/08/31 09:24:03.781	1198	402	51	5	2835	56.48
2026/08/31 09:24:03.881	1198	402	51	5	2835	56.48
2026/08/31 09:24:03.981	1198	402	51	5	2835	56.42
2026/08/31 09:24:04.081	1198	402	50	4	2835	56.42
2026/08/31 09:24:04.182	1198	402	50	4	2835	56.42
2026/08/31 09:24:04.282	1198	402	50	4	2835	56.42
2026/08/31 09:24:04.382	1198	402	50	4	2835	56.42
2026/08/31 09:24:04.482	1198	402	49	5	2835	56.59
2026/08/31 09:24:04.582	1198	402	49	5	2835	56.59
2026/08/31 09:24:04.682	1198	402	49	5	2835	56.59
2026/08/31 09:24:04.782	1198	402	49	5	2835	56.59
2026/08/31 09:24:04.882	1198	402	49	5	2835	56.59
2026/08/31 09:24:04.982	1198	402	48	4	2835	56.56
2026/08/31 09:24:05.083	1198	402	48	4	2835	56.56
2026/08/31 09:24:05.183	1198	402	48	4	2835	56.56
2026/08/31 09:24:05.283	1198	402	48	4	2835	56.56
2026/08/31 09:24:05.383	1198	402	48	4	2835	56.56
2026/08/31 09:24:05.483	1198	402	51	5	2835	56.68
2026/08/31 09:24:05.583	1198	402	51	5	2835	56.68
2026/08/31 09:24:05.683	1198	402	51	5	2835	56.68
2026/08/31 09:24:05.783	1198	402	51	5	2835	56.68
2026/08/31 09:24:05.883	1198	402	51	5	2835	56.68
