utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-04T20:39:42Z	210	810	40	23.19	32	42	1416	12282	0x0000000000000001	16384	1431	14953	19596008	828	173600	175368	1613412	22.89
2026-09-04T20:39:43Z	210	810	40	23.46	17	34	1416	12282	0x0000000000000001	16384	1431	14953	19319556	828	173600	178696	1613408	22.89
2026-09-04T20:39:45Z	210	810	40	23.08	18	32	1416	12282	0x0000000000000001	16384	1431	14953	20031512	828	173600	174608	1613384	22.89
2026-09-04T20:39:46Z	210	810	40	23.17	18	32	1416	12282	0x0000000000000001	16384	1431	14953	19205184	828	173600	178000	1613276	22.89
2026-09-04T20:39:47Z	210	810	40	22.86	16	34	1415	12282	0x0000000000000001	16384	1430	14954	19292864	828	173600	180556	1613276	22.89
2026-09-04T20:39:48Z	210	810	40	23.06	17	33	1415	12282	0x0000000000000001	16384	1430	14954	19415252	828	173600	179076	1613268	22.10
2026-09-04T20:39:49Z	210	810	40	22.76	17	30	1415	12282	0x0000000000000001	16384	1430	14954	19230004	828	173600	181720	1613268	22.10
2026-09-04T20:39:50Z	210	810	40	23.14	17	34	1415	12282	0x0000000000000001	16384	1430	14954	19216940	828	173600	180776	1613268	22.10
2026-09-04T20:39:51Z	210	810	40	23.22	18	31	1415	12282	0x0000000000000001	16384	1430	14954	19231828	828	173600	178536	1613248	22.10
2026-09-04T20:39:52Z	210	810	40	22.79	18	25	1415	12282	0x0000000000000001	16384	1430	14954	19161456	828	173600	180324	1613216	22.10
2026-09-04T20:39:53Z	210	810	40	23.09	17	33	1415	12282	0x0000000000000001	16384	1430	14954	19230696	828	173600	178752	1613216	21.53
2026-09-04T20:39:54Z	210	810	40	22.84	17	34	1415	12282	0x0000000000000001	16384	1430	14954	19242616	828	173600	179468	1613152	21.53
2026-09-04T20:39:55Z	210	810	40	23.08	17	33	1415	12282	0x0000000000000001	16384	1430	14954	19260192	828	173600	178460	1613152	21.53
2026-09-04T20:39:56Z	210	810	40	22.82	18	26	1415	12282	0x0000000000000001	16384	1430	14954	19146776	828	173600	179760	1613148	21.53
2026-09-04T20:39:57Z	210	810	40	23.07	34	39	1415	12282	0x0000000000000001	16384	1430	14954	19183976	828	173600	178088	1613148	21.53
2026-09-04T20:39:58Z	210	810	40	23.01	32	42	1415	12282	0x0000000000000001	16384	1430	14954	19086256	828	173600	177624	1613212	20.84
2026-09-04T20:39:59Z	210	810	40	23.46	29	39	1415	12282	0x0000000000000001	16384	1430	14954	19075624	828	173600	176008	1613244	20.84
2026-09-04T20:40:00Z	210	810	40	23.25	25	36	1415	12282	0x0000000000000001	16384	1430	14954	19080852	828	173600	176220	1613208	20.84
2026-09-04T20:40:01Z	210	810	40	23.25	30	40	1415	12282	0x0000000000000001	16384	1430	14954	19132084	828	173600	176296	1613208	20.84
2026-09-04T20:40:02Z	210	810	40	23.15	18	34	1415	12282	0x0000000000000001	16384	1430	14954	19587552	828	173600	172592	1613140	19.90
2026-09-04T20:40:04Z	210	810	40	22.84	18	23	1415	12282	0x0000000000000001	16384	1430	14954	19490372	828	173600	172116	1613136	19.90
2026-09-04T20:40:05Z	210	810	39	21.50	1	22	1415	12282	0x0000000000000001	16384	1430	14954	19195724	828	173600	172552	1613132	19.90
2026-09-04T20:40:06Z	210	810	40	21.67	19	31	1418	12282	0x0000000000000001	16384	1433	14951	19146300	828	173600	173072	1613504	19.90
2026-09-04T20:40:07Z	210	810	40	22.14	18	32	1418	12282	0x0000000000000001	16384	1433	14951	19000012	828	173600	173392	1613596	19.90
2026-09-04T20:40:08Z	210	810	40	22.92	18	25	1418	12282	0x0000000000000001	16384	1433	14951	19296856	828	173600	173372	1613588	19.18
2026-09-04T20:40:09Z	210	810	40	23.03	18	34	1418	12282	0x0000000000000001	16384	1433	14951	19435908	828	173600	173736	1613588	19.18
2026-09-04T20:40:10Z	210	810	40	23.19	17	34	1433	12282	0x0000000000000001	16384	1456	14928	19277272	828	173600	172480	1614180	19.18
2026-09-04T20:40:11Z	210	810	40	23.15	17	28	1617	12282	0x0000000000000001	16384	1632	14752	19182540	828	173600	173204	1614272	19.18
2026-09-04T20:40:12Z	210	810	40	22.93	17	26	1617	12282	0x0000000000000001	16384	1632	14752	19806020	828	173600	172208	1614244	19.18
2026-09-04T20:40:13Z	210	810	40	22.98	18	29	1617	12282	0x0000000000000001	16384	1632	14752	19442156	828	173600	174908	1614172	18.21
2026-09-04T20:40:14Z	210	810	40	22.90	18	27	1617	12282	0x0000000000000001	16384	1632	14752	19493352	828	173600	175860	1614168	18.21
2026-09-04T20:40:15Z	375	810	40	23.00	94	54	2903	12282	0x0000000000000001	16384	2990	13394	19487560	828	173600	176612	1614168	18.21
2026-09-04T20:40:16Z	2850	10251	50	44.49	80	58	2987	12282	0x0000000000000001	16384	3002	13382	19363028	828	173600	174284	1614340	18.21
2026-09-04T20:40:17Z	2850	10251	51	116.34	3	3	2987	12282	0x0000000000000000	16384	3002	13382	19332508	828	173600	174952	1614276	18.21
2026-09-04T20:40:18Z	2850	10251	48	128.14	2	3	2987	12282	0x0000000000000000	16384	3002	13382	19278244	828	173600	174284	1614324	17.31
2026-09-04T20:40:19Z	2850	10251	43	128.43	2	3	2987	12282	0x0000000000000000	16384	3002	13382	19233216	828	173600	174160	1614324	17.31
2026-09-04T20:40:20Z	2835	10251	43	125.22	85	75	2987	12282	0x0000000000000000	16384	3002	13382	19211664	828	173600	173696	1614304	17.31
2026-09-04T20:40:21Z	2835	10251	45	120.57	84	74	2987	12282	0x0000000000000000	16384	3002	13382	19294504	828	173600	173320	1614304	17.31
2026-09-04T20:40:22Z	2835	10251	51	117.15	74	64	2987	12282	0x0000000000000000	16384	3002	13382	18857620	828	173600	179032	1614304	17.31
2026-09-04T20:40:23Z	2850	10251	43	108.98	3	3	2987	12282	0x0000000000000000	16384	3002	13382	18610036	828	173600	179144	1614284	17.20
2026-09-04T20:40:24Z	2850	10251	50	53.13	2	2	2987	12282	0x0000000000000000	16384	3002	13382	18556872	828	173600	177644	1614344	17.20
2026-09-04T20:40:25Z	2835	10251	51	113.87	72	51	2987	12282	0x0000000000000000	16384	3002	13382	18387232	828	173600	179248	1614336	17.20
2026-09-04T20:40:27Z	2850	10251	50	118.76	2	2	2987	12282	0x0000000000000000	16384	3002	13382	18578168	828	173600	178532	1614336	17.20
2026-09-04T20:40:28Z	2850	10251	44	128.76	2	3	2987	12282	0x0000000000000000	16384	3002	13382	18729340	828	173600	177576	1614336	17.99
2026-09-04T20:40:29Z	2835	10251	45	128.29	78	69	2987	12282	0x0000000000000000	16384	3002	13382	18740164	828	173600	178484	1614336	17.99
2026-09-04T20:40:30Z	2835	10251	52	115.10	80	71	2987	12282	0x0000000000000000	16384	3002	13382	18697996	828	173600	177564	1614272	17.99
2026-09-04T20:40:31Z	2835	10251	52	115.38	69	58	2987	12282	0x0000000000000000	16384	3002	13382	18730772	828	173600	179168	1614272	17.99
2026-09-04T20:40:32Z	2850	10251	44	112.36	2	3	2987	12282	0x0000000000000000	16384	3002	13382	18643616	828	173600	179552	1614560	17.99
2026-09-04T20:40:33Z	2850	10251	43	53.31	15	5	1643	12282	0x0000000000000000	16384	1658	14726	18841200	828	173600	174776	1614384	18.07
2026-09-04T20:40:34Z	975	5001	42	38.60	5	5	1643	12282	0x0000000000000001	16384	1658	14726	18791000	828	173600	176308	1614384	18.07
2026-09-04T20:40:35Z	660	5001	42	28.39	6	4	1643	12282	0x0000000000000001	16384	1658	14726	18728012	828	173600	175852	1614384	18.07
2026-09-04T20:40:36Z	450	5001	42	27.85	8	4	1643	12282	0x0000000000000001	16384	1658	14726	18728304	828	173600	176256	1614336	18.07
2026-09-04T20:40:37Z	270	5001	42	27.50	12	5	1643	12282	0x0000000000000001	16384	1658	14726	18720920	828	173600	174232	1614304	18.07
2026-09-04T20:40:38Z	225	5001	42	27.46	15	4	1415	12282	0x0000000000000001	16384	1430	14954	19185560	828	173600	173760	1613264	17.10
