utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T03:56:15Z	390	810	39	24.26	36	43	1482	12282	0x0000000000000001	16384	1497	14887	21452612	828	173600	189988	1670584	16.87
2026-09-05T03:56:16Z	345	810	39	24.32	34	42	1482	12282	0x0000000000000001	16384	1497	14887	21445988	828	173600	189120	1670584	16.87
2026-09-05T03:56:18Z	330	810	39	24.19	34	42	1684	12282	0x0000000000000001	16384	1699	14685	21429592	1020	173792	189968	1671712	16.87
2026-09-05T03:56:19Z	1380	810	41	26.62	91	60	3002	12282	0x0000000000000001	16384	3017	13367	21272588	764	173536	191336	1671904	16.40
2026-09-05T03:56:20Z	2850	10251	41	49.84	5	3	3002	12282	0x0000000000000000	16384	3017	13367	21171104	828	173600	190460	1671864	16.40
2026-09-05T03:56:21Z	960	5001	39	53.36	8	6	4523	12282	0x0000000000000001	16384	4542	11842	20814792	828	173600	192024	1673048	16.40
2026-09-05T03:56:22Z	945	5001	41	34.27	9	6	4535	12282	0x0000000000000001	16384	4550	11834	20698920	828	173600	192364	1673112	16.40
2026-09-05T03:56:23Z	2850	10251	42	110.41	5	3	4541	12282	0x0000000000000000	16384	4556	11828	20615520	828	173600	192836	1673144	15.89
2026-09-05T03:56:24Z	2835	10251	43	124.69	13	7	4547	12282	0x0000000000000000	16384	4562	11822	20786344	828	173600	192072	1673080	15.89
2026-09-05T03:56:25Z	2835	10251	45	119.94	95	81	4547	12282	0x0000000000000000	16384	4562	11822	20822408	828	173600	192000	1673080	15.89
2026-09-05T03:56:26Z	2835	10251	52	117.68	93	79	4547	12282	0x0000000000000000	16384	4562	11822	20813224	828	173600	192200	1673080	15.89
2026-09-05T03:56:27Z	2835	10251	52	118.15	94	80	4547	12282	0x0000000000000000	16384	4562	11822	20815796	828	173600	192204	1673080	15.89
2026-09-05T03:56:28Z	2850	10251	52	118.46	73	60	4547	12282	0x0000000000000000	16384	4562	11822	20855996	828	173600	191848	1673092	15.42
2026-09-05T03:56:29Z	2850	10251	51	125.07	5	3	4547	12282	0x0000000000000000	16384	4562	11822	20885340	828	173600	191740	1673096	15.42
2026-09-05T03:56:30Z	2850	10251	50	125.06	5	3	4547	12282	0x0000000000000000	16384	4562	11822	20894824	828	173600	192136	1673092	15.42
2026-09-05T03:56:31Z	2835	10251	43	125.43	5	3	4547	12282	0x0000000000000000	16384	4562	11822	20893316	828	173600	192452	1673092	15.42
2026-09-05T03:56:32Z	2835	10251	43	124.88	77	64	4547	12282	0x0000000000000000	16384	4562	11822	20912256	828	173600	192288	1673092	15.42
2026-09-05T03:56:33Z	2835	10251	44	113.86	95	81	3243	12282	0x0000000000000000	16384	3258	13126	20965012	828	173600	192652	1673092	15.22
2026-09-05T03:56:34Z	2850	10251	43	84.68	5	3	1482	12282	0x0000000000000000	16384	1497	14887	21815228	828	173600	190020	1670652	15.22
2026-09-05T03:56:35Z	1485	10251	42	49.25	11	3	3287	12282	0x0000000000000001	16384	3302	13082	21285312	828	173600	191944	1672716	15.22
2026-09-05T03:56:36Z	2625	10251	42	46.77	4	2	4697	12282	0x0000000000000001	16384	4712	11672	20962136	828	173600	192776	1673228	15.22
2026-09-05T03:56:37Z	2835	10251	53	138.20	80	65	4709	12282	0x0000000000000000	16384	4724	11660	20806380	828	173600	193320	1673228	15.22
2026-09-05T03:56:38Z	2835	10251	54	124.36	88	71	4715	12282	0x0000000000000000	16384	4730	11654	20673832	828	173600	193516	1673228	15.12
2026-09-05T03:56:39Z	2850	10251	51	127.65	5	3	4715	12282	0x0000000000000000	16384	4730	11654	20637936	828	173600	193092	1673276	15.12
2026-09-05T03:56:40Z	2850	10251	44	162.98	6	3	4715	12282	0x0000000000000000	16384	4730	11654	20651540	828	173600	193040	1673280	15.12
2026-09-05T03:56:41Z	2835	10251	47	135.21	89	72	4715	12282	0x0000000000000000	16384	4730	11654	20607348	828	173600	192556	1673228	15.12
2026-09-05T03:56:42Z	2835	10251	54	122.99	88	73	4715	12282	0x0000000000000000	16384	4730	11654	20601272	828	173600	192744	1673228	15.12
2026-09-05T03:56:43Z	2850	10251	54	130.47	5	3	4715	12282	0x0000000000000000	16384	4730	11654	20578308	828	173600	192716	1673224	14.55
2026-09-05T03:56:45Z	2850	10251	45	153.64	5	3	4715	12282	0x0000000000000000	16384	4730	11654	20641772	828	173600	192716	1673216	14.55
2026-09-05T03:56:46Z	2835	10251	45	136.85	89	72	4715	12282	0x0000000000000000	16384	4730	11654	20609704	828	173600	192828	1673216	14.55
2026-09-05T03:56:47Z	2835	10251	55	122.08	89	71	4715	12282	0x0000000000000000	16384	4730	11654	20599572	828	173600	192856	1673216	14.55
2026-09-05T03:56:48Z	2850	10251	54	129.70	5	3	4715	12282	0x0000000000000000	16384	4730	11654	20601400	828	173600	193044	1673216	14.19
2026-09-05T03:56:49Z	2835	10251	54	122.17	89	71	4715	12282	0x0000000000000000	16384	4730	11654	20605556	828	173600	192676	1673216	14.19
2026-09-05T03:56:50Z	2850	10501	46	152.55	5	3	1482	12282	0x0000000000000000	16384	1497	14887	21600392	828	173600	188800	1670744	14.19
