1790009444.138403156	held	optix-ray-runtime 10 MiB
1790009444.138403156	held	tick
1790009444.268134494	held	kwin_wayland 173 MiB
1790009444.268134494	held	Discord 903 MiB
1790009444.268134494	held	msedge 274 MiB
1790009444.268134494	held	optix-ray-runtime 214 MiB
1790009444.268134494	held	tick
1790009444.393056356	held	kwin_wayland 173 MiB
1790009444.393056356	held	Discord 903 MiB
1790009444.393056356	held	msedge 274 MiB
1790009444.393056356	held	optix-ray-runtime 346 MiB
1790009444.393056356	held	tick
1790009444.510808144	held	kwin_wayland 173 MiB
1790009444.510808144	held	Discord 903 MiB
1790009444.510808144	held	msedge 274 MiB
1790009444.510808144	held	optix-ray-runtime 346 MiB
1790009444.510808144	held	tick
1790009444.632469678	held	kwin_wayland 173 MiB
1790009444.632469678	held	Discord 903 MiB
1790009444.632469678	held	msedge 274 MiB
1790009444.632469678	held	optix-ray-runtime 346 MiB
1790009444.632469678	held	tick
1790009444.755297130	held	kwin_wayland 173 MiB
1790009444.755297130	held	Discord 903 MiB
1790009444.755297130	held	msedge 274 MiB
1790009444.755297130	held	optix-ray-runtime 346 MiB
1790009444.755297130	held	tick
1790009444.876372233	free	kwin_wayland 173 MiB
1790009444.876372233	free	Discord 903 MiB
1790009444.876372233	free	msedge 274 MiB
1790009444.876372233	free	tick
1790009445.001977328	held	kwin_wayland 173 MiB
1790009445.001977328	held	Discord 903 MiB
1790009445.001977328	held	msedge 274 MiB
1790009445.001977328	held	optix-ray-runtime 14 MiB
1790009445.001977328	held	tick
1790009445.124207990	held	kwin_wayland 173 MiB
1790009445.124207990	held	Discord 903 MiB
1790009445.124207990	held	msedge 274 MiB
1790009445.124207990	held	optix-ray-runtime 214 MiB
1790009445.124207990	held	tick
1790009445.243686057	held	kwin_wayland 173 MiB
1790009445.243686057	held	Discord 903 MiB
1790009445.243686057	held	msedge 274 MiB
1790009445.243686057	held	optix-ray-runtime 338 MiB
1790009445.243686057	held	tick
1790009445.366193478	held	kwin_wayland 173 MiB
1790009445.366193478	held	Discord 903 MiB
1790009445.366193478	held	msedge 274 MiB
1790009445.366193478	held	optix-ray-runtime 10 MiB
1790009445.366193478	held	tick
1790009445.495376948	held	kwin_wayland 173 MiB
1790009445.495376948	held	Discord 903 MiB
1790009445.495376948	held	msedge 274 MiB
1790009445.495376948	held	optix-ray-runtime 214 MiB
1790009445.495376948	held	tick
1790009445.619576785	held	kwin_wayland 173 MiB
1790009445.619576785	held	Discord 903 MiB
1790009445.619576785	held	msedge 274 MiB
1790009445.619576785	held	optix-ray-runtime 346 MiB
1790009445.619576785	held	tick
1790009445.737348801	held	kwin_wayland 173 MiB
1790009445.737348801	held	Discord 903 MiB
1790009445.737348801	held	msedge 274 MiB
1790009445.737348801	held	tick
1790009445.860087256	held	kwin_wayland 173 MiB
1790009445.860087256	held	Discord 903 MiB
1790009445.860087256	held	msedge 274 MiB
1790009445.860087256	held	optix-ray-runtime 198 MiB
1790009445.860087256	held	tick
1790009445.987382712	held	kwin_wayland 173 MiB
1790009445.987382712	held	Discord 903 MiB
1790009445.987382712	held	msedge 274 MiB
1790009445.987382712	held	optix-ray-runtime 346 MiB
1790009445.987382712	held	tick
1790009446.104631125	held	kwin_wayland 173 MiB
1790009446.104631125	held	Discord 903 MiB
1790009446.104631125	held	msedge 274 MiB
1790009446.104631125	held	tick
1790009446.241676328	held	kwin_wayland 173 MiB
1790009446.241676328	held	Discord 903 MiB
1790009446.241676328	held	msedge 274 MiB
1790009446.241676328	held	optix-ray-runtime 196 MiB
1790009446.241676328	held	tick
1790009446.380279925	held	kwin_wayland 173 MiB
1790009446.380279925	held	Discord 903 MiB
1790009446.380279925	held	msedge 274 MiB
1790009446.380279925	held	optix-ray-runtime 346 MiB
1790009446.380279925	held	tick
1790009446.501010622	held	kwin_wayland 173 MiB
1790009446.501010622	held	Discord 903 MiB
1790009446.501010622	held	msedge 274 MiB
1790009446.501010622	held	tick
1790009446.645777304	held	kwin_wayland 173 MiB
1790009446.645777304	held	Discord 903 MiB
1790009446.645777304	held	msedge 274 MiB
1790009446.645777304	held	optix-ray-runtime 10 MiB
1790009446.645777304	held	tick
1790009446.778232754	held	kwin_wayland 173 MiB
1790009446.778232754	held	Discord 903 MiB
1790009446.778232754	held	msedge 274 MiB
1790009446.778232754	held	optix-ray-runtime 214 MiB
1790009446.778232754	held	tick
1790009446.898574702	held	kwin_wayland 173 MiB
1790009446.898574702	held	Discord 903 MiB
1790009446.898574702	held	msedge 274 MiB
1790009446.898574702	held	optix-ray-runtime 346 MiB
1790009446.898574702	held	tick
1790009447.019910765	held	kwin_wayland 173 MiB
1790009447.019910765	held	Discord 903 MiB
1790009447.019910765	held	msedge 274 MiB
1790009447.019910765	held	optix-ray-runtime 346 MiB
1790009447.019910765	held	tick
1790009447.141365562	held	kwin_wayland 173 MiB
1790009447.141365562	held	Discord 903 MiB
1790009447.141365562	held	msedge 274 MiB
1790009447.141365562	held	optix-ray-runtime 346 MiB
1790009447.141365562	held	tick
1790009447.262088374	held	kwin_wayland 173 MiB
1790009447.262088374	held	Discord 903 MiB
1790009447.262088374	held	msedge 274 MiB
1790009447.262088374	held	optix-ray-runtime 346 MiB
1790009447.262088374	held	tick
