1789991781.499161667	free	2065 173 MiB
1789991781.499161667	free	3234 903 MiB
1789991781.499161667	free	2823371 193 MiB
1789991781.499161667	free	tick
1789991781.639620830	held	2065 173 MiB
1789991781.639620830	held	3234 903 MiB
1789991781.639620830	held	2823371 193 MiB
1789991781.639620830	held	4067806 194 MiB
1789991781.639620830	held	runtime pid=4067806 device_fds=21 libnvoptix_maps=6
1789991781.639620830	held	tick
1789991781.810277495	held	2065 173 MiB
1789991781.810277495	held	3234 903 MiB
1789991781.810277495	held	2823371 193 MiB
1789991781.810277495	held	4067806 346 MiB
1789991781.810277495	held	runtime pid=4067806 device_fds=26 libnvoptix_maps=6
1789991781.810277495	held	tick
