utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-01T19:47:18Z	2835	10251	50	120.71	53	5	2301	12282	0x0000000000000000	16384	2319	14065	20459204	1536	174308	151652	927264	5.06
2026-09-01T19:47:20Z	2835	10251	50	63.73	51	5	2492	12282	0x0000000000000000	16384	2511	13873	20630244	1536	174308	152888	927956	5.06
2026-09-01T19:47:21Z	2835	10251	50	58.91	51	5	2492	12282	0x0000000000000000	16384	2510	13874	20825044	1536	174308	153864	927584	5.30
2026-09-01T19:47:22Z	2835	10251	49	59.68	51	5	2492	12282	0x0000000000000000	16384	2510	13874	21031084	1536	174308	154808	927748	5.30
2026-09-01T19:47:23Z	2835	10251	49	59.59	49	5	2488	12282	0x0000000000000000	16384	2506	13878	21224868	1536	174308	155004	928220	5.30
2026-09-01T19:47:24Z	2835	10251	49	58.65	47	4	2488	12282	0x0000000000000000	16384	2506	13878	21411200	1536	174308	156024	929396	5.30
2026-09-01T19:47:25Z	2835	10251	49	58.76	53	5	2488	12282	0x0000000000000000	16384	2506	13878	21534752	1536	174308	156544	930112	5.30
2026-09-01T19:47:26Z	2835	10251	49	59.40	52	5	2488	12282	0x0000000000000000	16384	2506	13878	21756420	1536	174308	157880	930996	5.35
2026-09-01T19:47:27Z	2835	10251	49	59.42	50	5	2488	12282	0x0000000000000000	16384	2506	13878	21718556	1536	174308	159180	931668	5.35
2026-09-01T19:47:28Z	2835	10251	48	58.85	51	5	2488	12282	0x0000000000000000	16384	2506	13878	22020980	1536	174308	160064	932360	5.35
2026-09-01T19:47:29Z	2835	10251	48	58.51	49	5	2488	12282	0x0000000000000000	16384	2506	13878	22170812	1536	174308	161372	933036	5.35
2026-09-01T19:47:30Z	2835	10251	48	59.63	51	5	2502	12282	0x0000000000000000	16384	2520	13864	22329464	1536	174308	161476	934128	5.49
2026-09-01T19:47:31Z	2835	10251	48	58.72	49	5	2502	12282	0x0000000000000000	16384	2520	13864	22534548	1536	174308	162560	934996	5.49
2026-09-01T19:47:32Z	2835	10251	48	59.13	70	6	7850	12282	0x0000000000000000	16384	7868	8516	22236964	1536	174308	163392	935196	5.49
2026-09-01T19:47:33Z	2835	10251	55	71.30	77	25	8144	12282	0x0000000000000000	16384	8162	8222	22030240	1536	174308	152492	935668	5.49
2026-09-01T19:47:34Z	2820	10251	49	191.87	96	89	2520	12282	0x0000000000000000	16384	2538	13846	21981728	1536	174308	152148	935288	5.49
