graph_index	t_ns	mode	n_nodes	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.attn_gate.weight	z-0	q4_K	f32	f32	2560	4096	1	1	2560	2	1	1	1440	5898240	5898240	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.attn_qkv.weight	node_13	q5_K	f32	f32	2560	8192	1	1	2560	2	1	1	1760	14417920	14417920	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ffn_down.weight	ffn_out-0	q6_K	f32	f32	9216	2560	1	1	9216	2	1	1	7560	19353600	19353600	36864	73728	73728	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ffn_gate.weight	ffn_gate-0	q4_K	f32	f32	2560	9216	1	1	2560	2	1	1	1440	13271040	13271040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ffn_up.weight	ffn_up-0	q4_K	f32	f32	2560	9216	1	1	2560	2	1	1	1440	13271040	13271040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ssm_alpha.weight	node_34	q8_0	f32	f32	2560	32	1	1	2560	2	1	1	2720	87040	87040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ssm_beta.weight	node_40	q8_0	f32	f32	2560	32	1	1	2560	2	1	1	2720	87040	87040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.0.ssm_out.weight	linear_attn_out-0	q5_K	f32	f32	4096	2560	1	1	4096	2	1	1	2816	7208960	7208960	16384	32768	32768	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.attn_gate.weight	z-1	q4_K	f32	f32	2560	4096	1	1	2560	2	1	1	1440	5898240	5898240	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.attn_qkv.weight	node_76	q5_K	f32	f32	2560	8192	1	1	2560	2	1	1	1760	14417920	14417920	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ffn_down.weight	ffn_out-1	q6_K	f32	f32	9216	2560	1	1	9216	2	1	1	7560	19353600	19353600	36864	73728	73728	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ffn_gate.weight	ffn_gate-1	q4_K	f32	f32	2560	9216	1	1	2560	2	1	1	1440	13271040	13271040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ffn_up.weight	ffn_up-1	q4_K	f32	f32	2560	9216	1	1	2560	2	1	1	1440	13271040	13271040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ssm_alpha.weight	node_97	q8_0	f32	f32	2560	32	1	1	2560	2	1	1	2720	87040	87040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ssm_beta.weight	node_103	q8_0	f32	f32	2560	32	1	1	2560	2	1	1	2720	87040	87040	10240	20480	20480	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.1.ssm_out.weight	linear_attn_out-1	q5_K	f32	f32	4096	2560	1	1	4096	2	1	1	2816	7208960	7208960	16384	32768	32768	1	1	0	1	1
0	1788291912255893777	eager	1927	MUL_MAT	MMVQ	-	blk.10.attn_gate.weight	z-10	q4_K	f32	f32	2560	4096	1	1	2560	2	1	1	1440	5898240	5898240	10240	20480	20480	1	1	0	1	1
