utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-04T23:09:09Z	495	10501	44	44.76	0	3	1431	12282	0x0000000000000001	16384	1446	14938	20008848	828	173600	174496	1612772	2.18
2026-09-04T23:09:10Z	810	5001	44	30.65	24	9	3150	12282	0x0000000000000001	16384	3165	13219	19585316	828	173600	176436	1615020	2.18
2026-09-04T23:09:11Z	600	5001	43	33.45	93	27	4490	12282	0x0000000000000001	16384	4505	11879	19346980	828	173600	176996	1615228	2.18
2026-09-04T23:09:12Z	2835	10251	46	74.22	93	86	4502	12282	0x0000000000000000	16384	4517	11867	19251384	828	173600	177504	1615228	2.18
2026-09-04T23:09:13Z	2835	10251	46	123.65	93	86	4508	12282	0x0000000000000000	16384	4523	11861	19205140	828	173600	177480	1615228	2.18
2026-09-04T23:09:14Z	2835	10251	47	129.81	6	6	4508	12282	0x0000000000000000	16384	4523	11861	19199620	828	173600	177108	1615228	2.09
2026-09-04T23:09:15Z	2835	10251	48	123.47	84	78	4508	12282	0x0000000000000000	16384	4523	11861	19170956	828	173600	177108	1615228	2.09
2026-09-04T23:09:16Z	2835	10251	49	124.26	93	86	4508	12282	0x0000000000000000	16384	4523	11861	19180560	828	173600	177824	1615228	2.09
2026-09-04T23:09:17Z	2835	10251	55	124.16	92	85	4508	12282	0x0000000000000000	16384	4523	11861	19198988	828	173600	177208	1615228	2.09
2026-09-04T23:09:18Z	2835	10251	55	124.20	93	86	4508	12282	0x0000000000000000	16384	4523	11861	19197912	828	173600	177040	1615228	2.09
2026-09-04T23:09:20Z	2835	10251	55	124.72	93	86	4508	12282	0x0000000000000000	16384	4523	11861	19177596	828	173600	177236	1615228	2.00
2026-09-04T23:09:21Z	2850	10251	54	124.28	40	37	4508	12282	0x0000000000000000	16384	4523	11861	19189672	828	173600	177340	1615228	2.00
2026-09-04T23:09:22Z	2850	10251	54	123.79	0	3	4508	12282	0x0000000000000000	16384	4523	11861	19189152	828	173600	177156	1615228	2.00
2026-09-04T23:09:23Z	2850	10501	45	125.25	0	3	1633	12282	0x0000000000000000	16384	1648	14736	19968844	828	173600	174584	1614064	2.00
2026-09-04T23:09:24Z	2850	10251	46	57.02	0	3	4658	12282	0x0000000000000000	16384	4673	11711	19364132	828	173600	176944	1615392	2.00
2026-09-04T23:09:25Z	2850	10251	55	62.09	0	3	4664	12282	0x0000000000000000	16384	4679	11705	19226040	828	173600	177248	1615392	1.84
2026-09-04T23:09:26Z	2835	10251	45	182.75	8	7	4676	12282	0x0000000000000000	16384	4691	11693	19060896	828	173600	177368	1615392	1.84
2026-09-04T23:09:27Z	2835	10251	46	140.80	87	76	4676	12282	0x0000000000000000	16384	4691	11693	19044652	828	173600	177532	1615392	1.84
2026-09-04T23:09:28Z	2835	10251	47	154.72	19	14	4676	12282	0x0000000000000000	16384	4691	11693	19031740	828	173600	177668	1615392	1.84
2026-09-04T23:09:29Z	2835	10251	57	137.23	87	76	4676	12282	0x0000000000000000	16384	4691	11693	19026820	828	173600	177548	1615392	1.84
2026-09-04T23:09:30Z	2835	10251	56	132.55	86	76	4676	12282	0x0000000000000000	16384	4691	11693	18975260	828	173600	177588	1615392	1.69
2026-09-04T23:09:31Z	2835	10251	56	132.18	34	25	4676	12282	0x0000000000000000	16384	4691	11693	18952048	828	173600	177488	1615392	1.69
2026-09-04T23:09:32Z	2835	10251	46	155.60	0	3	4676	12282	0x0000000000000000	16384	4691	11693	18957544	828	173600	177840	1615392	1.69
2026-09-04T23:09:33Z	2835	10251	46	155.16	23	16	4676	12282	0x0000000000000000	16384	4691	11693	18966096	828	173600	177680	1615392	1.69
2026-09-04T23:09:34Z	2835	10251	48	136.49	86	76	4676	12282	0x0000000000000000	16384	4691	11693	18962720	828	173600	177632	1615392	1.69
2026-09-04T23:09:35Z	2835	10251	57	132.40	87	76	4676	12282	0x0000000000000000	16384	4691	11693	18961264	828	173600	177612	1615392	1.56
2026-09-04T23:09:36Z	2850	10251	56	131.42	24	16	4676	12282	0x0000000000000000	16384	4691	11693	18983996	828	173600	177664	1615392	1.56
