2835	10251	52	58.68	44	4	2272	12282	0x0000000000000000	3.05
2835	10251	52	59.45	46	4	2471	12282	0x0000000000000000	2.97
2835	10251	52	60.70	46	5	2471	12282	0x0000000000000000	2.97
2835	10251	52	58.88	46	4	2471	12282	0x0000000000000000	2.97
2835	10251	52	58.96	48	5	2471	12282	0x0000000000000000	2.97
2835	10251	52	59.15	46	5	2471	12282	0x0000000000000000	2.97
2835	10251	52	59.04	45	5	2471	12282	0x0000000000000000	2.97
2835	10251	51	59.12	44	4	3677	12282	0x0000000000000000	2.97
2820	10251	59	136.21	99	84	3853	12282	0x0000000000000000	2.97
2820	10251	59	189.30	98	82	3872	12282	0x0000000000000000	2.97
