1789991748.278422483	free	2065 173 MiB
1789991748.278422483	free	3234 903 MiB
1789991748.278422483	free	2823371 193 MiB
1789991748.278422483	free	tick
1789991748.416661647	held	2065 173 MiB
1789991748.416661647	held	3234 903 MiB
1789991748.416661647	held	2823371 193 MiB
1789991748.416661647	held	4054012 196 MiB
1789991748.416661647	held	runtime pid=4054012 device_fds=21 libnvoptix_maps=6
1789991748.416661647	held	tick
1789991748.578508544	held	2065 173 MiB
1789991748.578508544	held	3234 903 MiB
1789991748.578508544	held	2823371 193 MiB
1789991748.578508544	held	4054012 346 MiB
1789991748.578508544	held	runtime pid=4054012 device_fds=26 libnvoptix_maps=6
1789991748.578508544	held	tick
