utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T05:29:51Z	2850	10501	44	53.73	3	3	1603	12282	0x0000000000000000	16384	1618	14766	20104908	828	173600	191316	1723724	37.40
2026-09-05T05:29:52Z	690	5001	42	37.33	4	6	2677	12282	0x0000000000000001	16384	2692	13692	19894960	828	173600	195480	1725080	37.40
2026-09-05T05:29:53Z	495	5001	42	29.34	5	6	3752	12282	0x0000000000000001	16384	3767	12617	19694476	828	173600	194244	1726088	37.40
2026-09-05T05:29:54Z	675	5001	45	31.16	3	6	3764	12282	0x0000000000000001	16384	3779	12605	20058136	828	173600	192664	1726348	34.65
2026-09-05T05:29:55Z	2850	10251	49	73.21	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19497652	828	173600	206656	1725932	34.65
2026-09-05T05:29:56Z	2850	10251	48	95.02	88	69	3776	12282	0x0000000000000000	16384	3791	12593	19571220	828	173600	206548	1725736	34.65
2026-09-05T05:29:57Z	2850	10251	49	96.29	62	47	3776	12282	0x0000000000000000	16384	3791	12593	19326192	828	173600	199544	1725464	34.65
2026-09-05T05:29:58Z	2850	10251	50	93.03	12	8	3776	12282	0x0000000000000000	16384	3791	12593	19704732	828	173600	197812	1725116	34.65
2026-09-05T05:29:59Z	2850	10251	49	92.61	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19357396	828	173600	197632	1724748	32.43
2026-09-05T05:30:00Z	2850	10251	50	92.69	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19733824	828	173600	198808	1724756	32.43
2026-09-05T05:30:01Z	2850	10251	49	92.67	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19712116	828	173600	198296	1724756	32.43
2026-09-05T05:30:02Z	2850	10251	50	92.53	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19755748	828	173600	198004	1724764	32.43
2026-09-05T05:30:03Z	2850	10251	49	92.67	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19439832	828	173600	198240	1724716	32.43
2026-09-05T05:30:05Z	2850	10501	45	85.19	3	3	1606	12282	0x0000000000000000	16384	1635	14749	20001884	828	173600	195460	1722776	30.48
2026-09-05T05:30:06Z	2850	10251	44	56.30	10	6	2962	12282	0x0000000000000000	16384	2977	13407	19341464	828	173600	197416	1723868	30.48
2026-09-05T05:30:07Z	1335	5001	45	35.04	13	12	3926	12282	0x0000000000000001	16384	3941	12443	19535576	828	173600	196404	1724316	30.48
2026-09-05T05:30:08Z	2250	5001	50	46.76	79	71	3932	12282	0x0000000000000001	16384	3947	12437	19131212	828	173600	198812	1724320	30.48
2026-09-05T05:30:09Z	2850	10251	50	98.58	3	3	3944	12282	0x0000000000000000	16384	3959	12425	19310408	828	173600	197780	1724344	29.16
2026-09-05T05:30:10Z	2835	10251	45	104.88	7	5	3944	12282	0x0000000000000000	16384	3959	12425	19070068	828	173600	199816	1724348	29.16
2026-09-05T05:30:11Z	2835	10251	46	101.42	79	60	3944	12282	0x0000000000000000	16384	3959	12425	19165048	828	173600	198920	1724352	29.16
2026-09-05T05:30:12Z	2835	10251	48	90.74	77	58	3944	12282	0x0000000000000000	16384	3959	12425	19076596	828	173600	196800	1724352	29.16
2026-09-05T05:30:13Z	2835	10251	52	102.68	83	62	3944	12282	0x0000000000000000	16384	3959	12425	19088216	828	173600	204492	1724360	29.16
2026-09-05T05:30:14Z	2835	10251	52	96.33	82	61	3944	12282	0x0000000000000000	16384	3959	12425	19210788	828	173600	203488	1724316	29.71
2026-09-05T05:30:15Z	2850	10251	51	98.51	77	58	3944	12282	0x0000000000000000	16384	3959	12425	18985224	828	173600	204704	1724320	29.71
2026-09-05T05:30:16Z	2850	10251	49	98.61	3	3	3944	12282	0x0000000000000000	16384	3959	12425	19015332	828	173600	194072	1724320	29.71
2026-09-05T05:30:17Z	2850	10251	46	105.36	3	3	3944	12282	0x0000000000000000	16384	3959	12425	19159764	828	173600	193988	1724316	29.71
2026-09-05T05:30:18Z	2835	10251	46	104.68	9	6	3944	12282	0x0000000000000000	16384	3959	12425	19791036	828	173600	193368	1724244	29.71
2026-09-05T05:30:19Z	2835	10251	47	104.22	67	51	1603	12282	0x0000000000000000	16384	1618	14766	20352052	828	173600	190356	1721928	27.57
