2835	10251	51	62.97	46	4	2280	12282	0x0000000000000000	3.62
2835	10251	51	60.52	44	5	4018	12282	0x0000000000000000	3.62
2835	10251	51	59.39	45	5	4033	12282	0x0000000000000000	3.65
2835	10251	50	59.42	44	4	4031	12282	0x0000000000000000	3.65
2835	10251	50	59.07	44	4	4022	12282	0x0000000000000000	3.65
2835	10251	50	58.76	45	4	4021	12282	0x0000000000000000	3.65
2835	10251	50	59.13	46	4	4020	12282	0x0000000000000000	3.65
2835	10251	50	59.08	44	4	4025	12282	0x0000000000000000	3.51
2835	10251	49	58.70	43	4	4022	12282	0x0000000000000000	3.51
2835	10251	49	58.84	45	5	4034	12282	0x0000000000000000	3.51
2835	10251	49	58.93	46	5	4034	12282	0x0000000000000000	3.51
2835	10251	49	59.44	46	5	4038	12282	0x0000000000000000	3.51
2835	10251	49	58.47	46	4	4038	12282	0x0000000000000000	3.47
2835	10251	49	58.31	45	4	4038	12282	0x0000000000000000	3.47
2835	10251	49	60.36	44	4	4039	12282	0x0000000000000000	3.47
2835	10251	48	58.58	45	5	4039	12282	0x0000000000000000	3.47
2835	10251	50	58.39	45	5	4050	12282	0x0000000000000000	3.47
2835	10251	55	92.00	45	5	3661	12282	0x0000000000000000	3.27
2835	10251	56	180.79	98	85	3678	12282	0x0000000000000000	3.27
