request	task	batch_serial	mode	entry	image	image_ordinal	chunk_ordinal	slice	tensor	chunk_row_first	n_tokens	chunk_n_tokens	tensor_row_first	byte_first	byte_last_p1	source	buffer	graph_offset	digest	rowchain	expected_rowchain	rowchain_holds	contiguous
5	172	16	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	4	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	b3e68e8300b769f1	4166f8ced7af82b4	4166f8ced7af82b4	yes	yes
5	172	16	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	4	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	433df68da1af979d	8e591f805b1e69ce	8e591f805b1e69ce	yes	yes
5	172	16	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	4	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	4b272a53976f4388	d523ba29c5d2ecee	d523ba29c5d2ecee	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	f8b445166f401715	a38826304e61fb28	a38826304e61fb28	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	bae2a3d32d1c4dff	4d68e178842cd433	4d68e178842cd433	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	4300e016de6a9f5f	567c749e60d719e2	567c749e60d719e2	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	fe04e7c225f6f69a	f09d94f7b3c6696e	f09d94f7b3c6696e	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	19cb155e304ca2d5	370f7e7c9f6ae045	370f7e7c9f6ae045	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	172faa9f78e12775	b25c754030279d66	b25c754030279d66	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	038e355fed147a19	792842d7077c4057	792842d7077c4057	yes	yes
5	172	17	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	5	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	a9ff365b755c01f4	684a72593b5ee63e	684a72593b5ee63e	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	056235270540b8c6	fff9bc38066f9ee1	fff9bc38066f9ee1	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	522338569c4649d5	3f305f87ef115f49	3f305f87ef115f49	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	692b1d8fce0ed054	4ff21bdd20edd1cd	4ff21bdd20edd1cd	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	0271e3a400d94b0e	d5ddb47430251016	d5ddb47430251016	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	50a459d2e2edda09	fbc1f90c6217ebc5	fbc1f90c6217ebc5	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	d666c362c507cd49	dfbced1e893d2358	dfbced1e893d2358	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	d003149e64a6b2de	8abb8e0231ab5d4d	8abb8e0231ab5d4d	yes	yes
5	172	18	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	6	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	2ea8260932b53062	785a8b0e7b5230dd	785a8b0e7b5230dd	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	1	mtmd_embd_dev	0	32	234	0	0	131072	device	CUDA0	0	6d3d4efaab7ee397	4456b57d5192de13	4456b57d5192de13	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	2	mtmd_embd_dev	32	32	234	32	131072	262144	device	CUDA0	32	326f471433d28201	05b8432755ce648c	05b8432755ce648c	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	3	mtmd_embd_dev	64	32	234	64	262144	393216	device	CUDA0	64	9c60aa34147de558	5201659e829536c4	5201659e829536c4	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	4	mtmd_embd_dev	96	32	234	96	393216	524288	device	CUDA0	96	6c05e9b2d7db0d91	c5db8652b796da80	c5db8652b796da80	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	5	mtmd_embd_dev	128	32	234	128	524288	655360	device	CUDA0	128	71f3df6ab1a6f15b	877e052411477711	877e052411477711	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	6	mtmd_embd_dev	160	32	234	160	655360	786432	device	CUDA0	160	d2dc565d5f1c9d14	d9a10660ef2e9c4e	d9a10660ef2e9c4e	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	7	mtmd_embd_dev	192	32	234	192	786432	917504	device	CUDA0	192	bcd617cc143f6904	45d24d89a4c651f3	45d24d89a4c651f3	yes	yes
5	172	19	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	7	8	mtmd_embd_dev	224	10	234	224	917504	958464	device	CUDA0	224	f455c0cd1e36c7da	dec505f5ec4dba02	dec505f5ec4dba02	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	89585dc1e149a8cb	3e55d928381bef4c	3e55d928381bef4c	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	3b2687c7268661ce	9442cd543f40c38c	9442cd543f40c38c	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	47e02fc7610650b2	d0dca789f96b6ba2	d0dca789f96b6ba2	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	20f2f9605b28e498	748c9c27f45b5b29	748c9c27f45b5b29	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	258930d067c73332	ed38e3c771b59316	ed38e3c771b59316	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	e395e36645e7e71c	9d9a28730ab77712	9d9a28730ab77712	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	f7bf44ecb4d9978d	8e7cfec47b374fba	8e7cfec47b374fba	yes	yes
5	172	20	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	1	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	eb25973415a2f3aa	c67fe33b1dd505cb	c67fe33b1dd505cb	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	ef7d0b6c0e0d4371	8402d99daf529f31	8402d99daf529f31	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	eb9173cbe2890cc8	772dd1f29d060345	772dd1f29d060345	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	772818ff4693cf82	1e6a6eb4c12385de	1e6a6eb4c12385de	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	8d4f98271932a180	5f85705bc783b3df	5f85705bc783b3df	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	799d7479e95be4b4	92681d7e8148e4a0	92681d7e8148e4a0	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	9edfd7cc392c0b00	01d0f0e3301ffb98	01d0f0e3301ffb98	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	9fce194ddff03371	62cab4cb3a3b501d	62cab4cb3a3b501d	yes	yes
5	172	21	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	2	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	25aacd80030a159b	61a663e055d2ecb4	61a663e055d2ecb4	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	6a6074c760b9c2a2	dfbefa963f23d1ab	dfbefa963f23d1ab	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	52c965ad77e5d695	73572787357db59b	73572787357db59b	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	082afdc677e363ef	cfd74528d16d5231	cfd74528d16d5231	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	85bafd9110611bf5	f1790fc07a155293	f1790fc07a155293	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	697dea9cc68d5449	aa28ca4f55eaaf98	aa28ca4f55eaaf98	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	5ab38dbbabe688ca	d654f48afa759d2a	d654f48afa759d2a	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	702f4e3d9fda0586	81a04d77587bbe3e	81a04d77587bbe3e	yes	yes
5	172	22	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	3	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	4c32292129776764	22e07e901f0440a1	22e07e901f0440a1	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	1eb039e46ba76a73	1006a593f3eef816	1006a593f3eef816	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	8878dff4ad0ddc8e	0c511a86a39f5e6a	0c511a86a39f5e6a	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	7e28cc8fb8d78852	7213c61df26eea1a	7213c61df26eea1a	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	63bf56c6b34ce2fd	e34fd9abd7261811	e34fd9abd7261811	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	d587bbde22b87488	37007e4208524d7a	37007e4208524d7a	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	4a4eb946b6bb84c3	0c9314f3fca4efe1	0c9314f3fca4efe1	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	c3da30384fb365be	aef36e4c72edddca	aef36e4c72edddca	yes	yes
5	172	23	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	4	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	d19480bafe7dfd08	c9f3adab617f477f	c9f3adab617f477f	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	67a9d9722e7cc16f	51935bee6d422454	51935bee6d422454	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	f8a906290f593eea	d4faa9b1817245bb	d4faa9b1817245bb	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	8c634479f32a7143	b3d98bf9571d20db	b3d98bf9571d20db	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	9a503fcc97b57c4c	aa3d6cc394555b86	aa3d6cc394555b86	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	92dfc2c587618e9a	27307d3800bbbf1a	27307d3800bbbf1a	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	bb1af48da9021ecf	4fb8c76f16fc6f75	4fb8c76f16fc6f75	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	6cfd34427453ed34	67324c4022cf5539	67324c4022cf5539	yes	yes
5	172	24	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	5	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	fc78eda47bf9f713	68989b849668f725	68989b849668f725	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	935cbc4dee82bffb	5d75d9f53f35521e	5d75d9f53f35521e	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	2a32b0a60a59871a	3292d9a7c31d5b15	3292d9a7c31d5b15	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	614504d7bb7a9b75	99ebb8496b227e70	99ebb8496b227e70	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	69f9d5c339e2ec71	fde2ed52c6b838e6	fde2ed52c6b838e6	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	70aca38b6b849e54	519e4c3ceced1d96	519e4c3ceced1d96	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	b6de508ad834b0d8	7a176259e3a3bbc5	7a176259e3a3bbc5	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	6bd41fd64606ce5f	61a7e22d70711040	61a7e22d70711040	yes	yes
5	172	25	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	6	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	6bc907d194ab6140	dab5a3cba2ac983e	dab5a3cba2ac983e	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	1	mtmd_embd_dev	0	32	240	0	0	131072	device	CUDA0	0	b5dcaf046b4174b8	9f98b10370e6b621	9f98b10370e6b621	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	2	mtmd_embd_dev	32	32	240	32	131072	262144	device	CUDA0	32	1224f4e2071876e0	1514e5084e5163d2	1514e5084e5163d2	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	3	mtmd_embd_dev	64	32	240	64	262144	393216	device	CUDA0	64	1ce8527d83aaf3fb	c3aa760f58443250	c3aa760f58443250	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	4	mtmd_embd_dev	96	32	240	96	393216	524288	device	CUDA0	96	3f158f8d5dffd602	10a44887879f0919	10a44887879f0919	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	5	mtmd_embd_dev	128	32	240	128	524288	655360	device	CUDA0	128	dda35d7d225b7802	87074e64c83125a6	87074e64c83125a6	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	6	mtmd_embd_dev	160	32	240	160	655360	786432	device	CUDA0	160	0598ac6274c0daa7	51a328d13f580d0c	51a328d13f580d0c	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	7	mtmd_embd_dev	192	32	240	192	786432	917504	device	CUDA0	192	78c6432402ec5518	e1338f53c56d22d5	e1338f53c56d22d5	yes	yes
5	172	26	device	0	af2dee69b26baef103365b22f5898d172673f139a07595d635d0277a00523855	2	7	8	mtmd_embd_dev	224	16	240	224	917504	983040	device	CUDA0	224	cd647b5db34c3a93	f357d187e3589e56	f357d187e3589e56	yes	yes
6	236	27	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	mtmd_embd_dev	0	32	88	0	0	131072	device	CUDA0	0	82d07454eba27395	d369f84681ac7541	d369f84681ac7541	yes	yes
6	236	27	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	mtmd_embd_dev	32	32	88	32	131072	262144	device	CUDA0	32	2c0c180cada26d02	bd7211d1d9437542	bd7211d1d9437542	yes	yes
6	236	27	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	mtmd_embd_dev	64	24	88	64	262144	360448	device	CUDA0	64	3d3ff698083bd355	19fbba09d0b4a455	19fbba09d0b4a455	yes	yes
7	287	28	device	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	1	mtmd_embd_dev	0	32	77	0	0	131072	device	CUDA0	0	5d3cef57f783aaeb	6939f9edd45653eb	6939f9edd45653eb	yes	yes
7	287	28	device	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	2	mtmd_embd_dev	32	32	77	32	131072	262144	device	CUDA0	32	c1c7635f80244124	3291d274975a3aff	3291d274975a3aff	yes	yes
7	287	28	device	0	316ffbf8b50f6fa9e97b91450254af8b8e240fe9afee8d72e3535683746e3fd9	1	1	3	mtmd_embd_dev	64	13	77	64	262144	315392	device	CUDA0	64	ad514608e9230020	6c6018f4b693b181	6c6018f4b693b181	yes	yes
7	287	29	device	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	1	mtmd_embd_dev	0	32	77	0	0	131072	device	CUDA0	0	fb80f0f8548326af	7c4b40684a9d2791	7c4b40684a9d2791	yes	yes
7	287	29	device	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	2	mtmd_embd_dev	32	32	77	32	131072	262144	device	CUDA0	32	6788b2f602412daf	0f744c5f9013ecbb	0f744c5f9013ecbb	yes	yes
7	287	29	device	0	f0a18ed9e0ccdda83651b89c7558d69715b8befbc1d7166c0e8b71aef3c50c48	2	1	3	mtmd_embd_dev	64	13	77	64	262144	315392	device	CUDA0	64	d3ba4e41e99855ed	7c677e883c8baed1	7c677e883c8baed1	yes	yes
8	299	30	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	1	mtmd_embd_dev	0	32	88	0	0	131072	device	CUDA0	0	82d07454eba27395	d369f84681ac7541	d369f84681ac7541	yes	yes
8	299	30	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	2	mtmd_embd_dev	32	32	88	32	131072	262144	device	CUDA0	32	2c0c180cada26d02	bd7211d1d9437542	bd7211d1d9437542	yes	yes
8	299	30	device	0	5a202c8aba97cb7f97b49ce30a1e5a9ce071d11cbaa057c98b1d3bd4180db6b1	1	1	3	mtmd_embd_dev	64	24	88	64	262144	360448	device	CUDA0	64	3d3ff698083bd355	19fbba09d0b4a455	19fbba09d0b4a455	yes	yes
8	299	31	device	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	1	mtmd_embd_dev	0	32	77	0	0	131072	device	CUDA0	0	3981986e966b40e8	28ebc0c22f5abade	28ebc0c22f5abade	yes	yes
8	299	31	device	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	2	mtmd_embd_dev	32	32	77	32	131072	262144	device	CUDA0	32	84a11da02cfe437b	e25191e527c3ed41	e25191e527c3ed41	yes	yes
8	299	31	device	0	e3c5a55ce72132240d7bdb3920c09caa210777a824e2fd7c7ad37eca07a11c5c	2	1	3	mtmd_embd_dev	64	13	77	64	262144	315392	device	CUDA0	64	80dc1aeb642a167f	48af7107d08f99bd	48af7107d08f99bd	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	9948f132a656b8db	f748f22a21acef56	f748f22a21acef56	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	2	mtmd_embd_dev	32	32	256	32	131072	262144	device	CUDA0	32	ba0894dd0638f998	3a2e6c5711e92580	3a2e6c5711e92580	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	3	mtmd_embd_dev	64	32	256	64	262144	393216	device	CUDA0	64	787b22ffe7a83c79	91d356265d9fd723	91d356265d9fd723	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	4	mtmd_embd_dev	96	32	256	96	393216	524288	device	CUDA0	96	86083c49ac190551	628e3a5cefc4ca0e	628e3a5cefc4ca0e	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	5	mtmd_embd_dev	128	32	256	128	524288	655360	device	CUDA0	128	b4035b275d6d5221	d6d7207ca6424f06	d6d7207ca6424f06	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	6	mtmd_embd_dev	160	32	256	160	655360	786432	device	CUDA0	160	2f3807aa3c6dd307	9d97a3492fd4f622	9d97a3492fd4f622	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	7	mtmd_embd_dev	192	32	256	192	786432	917504	device	CUDA0	192	0deff41e41a6ea43	c17c13295c0642e7	c17c13295c0642e7	yes	yes
9	351	32	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	1	8	mtmd_embd_dev	224	32	256	224	917504	1048576	device	CUDA0	224	6e1ed8908ec0d7a5	ced7c2dc620c395a	ced7c2dc620c395a	yes	yes
9	351	33	device	0	696ca854676176c3221ff8a408b7405d9b3b19eb25dced94a65ec9639e7508bb	1	2	1	mtmd_embd_dev	0	32	256	0	0	131072	device	CUDA0	0	beed13b645ce727f	2ff7057d93e7ce83	2ff7057d93e7ce83	yes	yes
