utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T02:34:26Z	2835	10501	46	54.47	1	2	1476	12282	0x0000000000000000	16384	1491	14893	21300236	828	173600	180588	1621596	3.82
2026-09-05T02:34:27Z	1440	5001	44	41.23	1	5	3195	12282	0x0000000000000001	16384	3210	13174	20953940	828	173600	184208	1623656	3.91
2026-09-05T02:34:28Z	1110	5001	44	34.28	2	5	4535	12282	0x0000000000000001	16384	4550	11834	20761568	828	173600	184152	1624124	3.91
2026-09-05T02:34:29Z	2835	10251	47	91.73	93	83	4547	12282	0x0000000000000000	16384	4562	11822	20657472	828	173600	183548	1624132	3.91
2026-09-05T02:34:30Z	2835	10251	49	121.46	91	82	4553	12282	0x0000000000000000	16384	4568	11816	20561904	828	173600	185328	1624260	3.91
2026-09-05T02:34:31Z	2835	10251	55	120.62	93	83	4553	12282	0x0000000000000000	16384	4568	11816	20537836	828	173600	184156	1624196	3.91
2026-09-05T02:34:32Z	2850	10251	54	120.70	79	70	4553	12282	0x0000000000000000	16384	4568	11816	20519672	828	173600	181912	1624484	3.68
2026-09-05T02:34:33Z	2850	10251	54	125.65	1	2	4553	12282	0x0000000000000000	16384	4568	11816	20493212	828	173600	183280	1624136	3.68
2026-09-05T02:34:34Z	2850	10251	54	125.81	1	2	4553	12282	0x0000000000000000	16384	4568	11816	20509436	828	173600	185204	1624140	3.68
2026-09-05T02:34:35Z	2850	10251	54	125.45	1	3	4553	12282	0x0000000000000000	16384	4568	11816	20498504	828	173600	182356	1624140	3.68
2026-09-05T02:34:36Z	2850	10251	53	122.13	64	56	4553	12282	0x0000000000000000	16384	4568	11816	20442716	828	173600	184840	1624148	3.68
2026-09-05T02:34:38Z	2850	10251	45	125.58	1	3	4553	12282	0x0000000000000000	16384	4568	11816	20474820	828	173600	182928	1624148	3.54
2026-09-05T02:34:39Z	2835	10251	46	125.49	1	3	4553	12282	0x0000000000000000	16384	4568	11816	20483652	828	173600	183164	1624148	3.54
2026-09-05T02:34:40Z	2835	10501	46	126.64	5	3	1476	12282	0x0000000000000000	16384	1491	14893	21429600	828	173600	179424	1621628	3.54
2026-09-05T02:34:41Z	2835	10251	45	58.49	4	3	3281	12282	0x0000000000000000	16384	3296	13088	21057800	828	173600	181588	1623604	3.54
2026-09-05T02:34:42Z	2835	10251	47	63.90	1	3	4709	12282	0x0000000000000000	16384	4724	11660	20725984	828	173600	181892	1624324	3.50
2026-09-05T02:34:43Z	2835	10251	46	158.01	33	15	4715	12282	0x0000000000000000	16384	4730	11654	20563020	828	173600	183032	1624292	3.50
2026-09-05T02:34:44Z	2835	10251	56	127.96	84	71	4721	12282	0x0000000000000000	16384	4736	11648	20513596	828	173600	184964	1624292	3.50
2026-09-05T02:34:45Z	2850	10251	56	126.23	82	67	4721	12282	0x0000000000000000	16384	4736	11648	20481492	828	173600	183292	1624300	3.50
2026-09-05T02:34:46Z	2835	10251	55	155.71	1	3	4721	12282	0x0000000000000000	16384	4736	11648	20420960	828	173600	179476	1624172	3.50
2026-09-05T02:34:47Z	2835	10251	46	165.23	22	14	4721	12282	0x0000000000000000	16384	4736	11648	20419740	828	173600	182868	1624336	3.54
2026-09-05T02:34:48Z	2835	10251	46	126.35	87	74	4721	12282	0x0000000000000000	16384	4736	11648	20415108	828	173600	183416	1624400	3.54
2026-09-05T02:34:49Z	2835	10251	56	127.73	87	72	4721	12282	0x0000000000000000	16384	4736	11648	20456204	828	173600	182872	1624340	3.54
2026-09-05T02:34:50Z	2835	10251	56	127.36	85	72	4721	12282	0x0000000000000000	16384	4736	11648	20444672	828	173600	183500	1624340	3.54
2026-09-05T02:34:51Z	2835	10251	56	127.71	86	73	4721	12282	0x0000000000000000	16384	4736	11648	20487668	828	173600	183856	1624340	3.54
2026-09-05T02:34:52Z	2835	10251	46	154.48	1	2	4721	12282	0x0000000000000000	16384	4736	11648	20450108	828	173600	183616	1624408	3.42
2026-09-05T02:34:53Z	2835	10251	46	155.17	19	13	4721	12282	0x0000000000000000	16384	4736	11648	20449780	828	173600	182568	1624604	3.42
2026-09-05T02:34:54Z	2835	10251	57	134.35	86	73	3331	12282	0x0000000000000000	16384	3346	13038	20774364	828	173600	184212	1624508	3.42
