phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
paired	1	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	92.034	32	115.808	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	1	1	control	build-appliance-current	2048	20	2068	2068	92.968	32	117.932	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	1	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	90.352	32	116.626	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	2	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	29.618	32	123.568	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	2	2	control	build-appliance-current	512	19	531	531	31.345	32	121.524	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	2	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	30.331	32	119.093	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	2	2	control	build-appliance-current	512	20	532	532	29.35	32	113.496	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	2	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	48.912	32	117.31	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	2	2	control	build-appliance-current	1024	19	1043	1043	50.255	32	121.151	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	2	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	51.559	32	122.224	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	2	2	control	build-appliance-current	1024	20	1044	1044	50.451	32	115.911	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	2	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	95.374	32	117.911	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	2	2	control	build-appliance-current	2048	19	2067	2067	95.243	32	119.304	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	2	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	96.427	32	127.862	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	2	2	control	build-appliance-current	2048	20	2068	2068	98.607	32	129.039	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	3	1	control	build-appliance-current	512	19	531	531	29.465	32	118.019	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	3	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	30.586	32	120.757	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	3	1	control	build-appliance-current	512	20	532	532	31.478	32	119.258	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	3	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	29.08	32	117.063	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	3	1	control	build-appliance-current	1024	19	1043	1043	49.031	32	119.721	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	3	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	49.838	32	117.808	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	3	1	control	build-appliance-current	1024	20	1044	1044	51.304	32	115.246	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	3	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	50.131	32	126.442	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	3	1	control	build-appliance-current	2048	19	2067	2067	93.5	32	127.138	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	3	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	91.035	32	124.762	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	3	1	control	build-appliance-current	2048	20	2068	2068	92.936	32	118.4	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	3	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	93.125	32	126.589	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	4	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	28.786	32	119.352	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	4	2	control	build-appliance-current	512	19	531	531	30.828	32	126.271	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	4	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	30.852	32	124.141	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	4	2	control	build-appliance-current	512	20	532	532	29.685	32	118.787	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	4	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	51.838	32	122.337	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	4	2	control	build-appliance-current	1024	19	1043	1043	50.496	32	120.788	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	4	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	50.134	32	121.85	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	4	2	control	build-appliance-current	1024	20	1044	1044	51.01	32	119.912	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	4	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	94.568	32	121.656	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	4	2	control	build-appliance-current	2048	19	2067	2067	94.217	32	118.564	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	4	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	94.4	32	115.207	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	4	2	control	build-appliance-current	2048	20	2068	2068	91.679	32	117.23	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	5	1	control	build-appliance-current	512	19	531	531	29.659	32	116.48	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	5	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	32.486	32	117.233	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	5	1	control	build-appliance-current	512	20	532	532	29.862	32	119.384	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	5	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	30.355	32	113.137	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	5	1	control	build-appliance-current	1024	19	1043	1043	50.398	32	118.645	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	5	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	50.739	32	115.6	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	5	1	control	build-appliance-current	1024	20	1044	1044	49.58	32	121.333	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	5	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	50.837	32	118.471	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	5	1	control	build-appliance-current	2048	19	2067	2067	93.564	32	117.631	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	5	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	90.725	32	114.888	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	5	1	control	build-appliance-current	2048	20	2068	2068	92.447	32	112.998	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	5	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	94.304	32	121.783	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	6	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	30.411	32	118.031	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	6	2	control	build-appliance-current	512	19	531	531	28.319	32	112.42	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	6	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	30.569	32	116.075	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	6	2	control	build-appliance-current	512	20	532	532	31.193	32	113.819	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	6	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	48.636	32	119.011	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	6	2	control	build-appliance-current	1024	19	1043	1043	50.465	32	119.027	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	6	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	51.211	32	116.87	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	6	2	control	build-appliance-current	1024	20	1044	1044	50.349	32	117.175	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	6	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	91.474	32	118.293	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	6	2	control	build-appliance-current	2048	19	2067	2067	96.284	32	120.644	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	6	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	92.533	32	128.051	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	6	2	control	build-appliance-current	2048	20	2068	2068	92.777	32	123.709	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	7	1	control	build-appliance-current	512	19	531	531	31.619	32	126.306	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	7	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	30.136	32	117.211	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	7	1	control	build-appliance-current	512	20	532	532	29.55	32	122.641	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	7	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	31.756	32	126.003	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	7	1	control	build-appliance-current	1024	19	1043	1043	52.545	32	125.828	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	7	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	50.739	32	125.132	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	7	1	control	build-appliance-current	1024	20	1044	1044	50.398	32	119.242	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	7	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	49.338	32	120.456	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	7	1	control	build-appliance-current	2048	19	2067	2067	90.816	32	123.464	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
paired	7	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	92.777	32	126.746	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	7	1	control	build-appliance-current	2048	20	2068	2068	92.459	32	116.519	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	7	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	94.295	32	120.888	32178bc4deccec67fc93b611911322a5d59927c6cd038ce45aeec86eec8594c4	7780e4df0dca0d8ca38f766e8c09aa01c1caff730ab464b359b83af771d0212a
paired	8	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	29.33	32	118.683	9bbae2c98923cb66b3e1f2741c3317f7ed4635a1b5a91a0eefd6eee786cec2d4	7ba918da00adb9175eec1a93b840c56bef26c47ccba383dea713b12da9b902ac
paired	8	2	control	build-appliance-current	512	19	531	531	32.494	32	126.172	a4fd5848ad9dea979dae4da59cb00441f0fba099c02261ef10c1f606f6cb9c2a	c7eba51e8d0c0c18809abc58e5e1340c3764df09b72020d2f52cc65a29bc1a2d
paired	8	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	33.525	32	117.545	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	8	2	control	build-appliance-current	512	20	532	532	30.282	32	121.725	1f9e5fbd73d1b7c67287c7419396567d9d2dbf071b682f9cc8ffe9e0b4c88f5c	d87fa6e9310690d1deb0f94c1167d584fab404bb972192546a4a7d74dd21c640
paired	8	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	50.938	32	121.583	53bbebf9f17ffdf1e8edb7d2b225bf46c01021f81d35c20cf10ad588be70e68d	4f0a19875ab4871f8479f46200bbf2322a330155dafc1b65da7e668fe0dca546
paired	8	2	control	build-appliance-current	1024	19	1043	1043	52.01	32	121.596	e2b2ed5b606e9c7f67b998bc6e8ce426f2a7d816aac04b525e187d7c47d02981	285b302e7ba8371eaf836e7b6088e7e0eb0569a97cda2a6969dab59bf526819a
paired	8	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	52.352	32	119.722	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	8	2	control	build-appliance-current	1024	20	1044	1044	52.507	32	126.81	ab5d09a26fc5fd4c5a82858f777e9893cdbc42a745928da1c865817e94a88aa3	61c5516fe5ccb09b52e2b52a0c090dbdc066f36963dd75b0787eb069e11d8956
paired	8	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	91.599	32	128.989	ec71ee1c74e84d7ed1171edcb0d72e345e8820ea45790cc05deddaa5aad31da7	51e13e48a84806c6d6225d0708e3af83d8be9ecb560b6b0f67bb4f29a98b6746
paired	8	2	control	build-appliance-current	2048	19	2067	2067	92.479	32	125.381	a6de14c940cfb3557d069f21a6ed7122a63282c5a7bf664b32eae979a0df7162	0ca3575171b2dc746f7cbea6a036c5c87a4afd9c342743982e19e2db3e59ccdc
