2835	10251	45	61.89	50	5	2428	12282	0x0000000000000000	4.12
2835	10251	45	59.12	47	5	2433	12282	0x0000000000000000	4.12
2835	10251	45	59.37	46	5	2647	12282	0x0000000000000000	4.12
2835	10251	45	58.20	49	4	2647	12282	0x0000000000000000	3.95
2835	10251	45	58.24	48	5	2647	12282	0x0000000000000000	3.95
2835	10251	45	69.11	57	6	5807	12282	0x0000000000000000	3.95
2835	10251	52	196.94	100	91	5435	12282	0x0000000000000000	3.95
2835	10251	53	188.43	100	92	5435	12282	0x0000000000000000	3.95
2835	10251	53	188.14	100	92	5435	12282	0x0000000000000000	3.79
2835	10251	46	141.26	46	5	2677	12282	0x0000000000000000	3.79
