1788544929.614625288	free	kwin_wayland 224 MiB
1788544929.614625288	free	msedge 173 MiB
1788544929.614625288	free	tick
1788544929.731531123	held	kwin_wayland 224 MiB
1788544929.731531123	held	msedge 173 MiB
1788544929.731531123	held	physx-rigid-runtime 10 MiB
1788544929.731531123	held	tick
1788544929.856317324	held	kwin_wayland 224 MiB
1788544929.856317324	held	msedge 173 MiB
1788544929.856317324	held	physx-rigid-runtime 288 MiB
1788544929.856317324	held	tick
1788544929.972849186	held	kwin_wayland 224 MiB
1788544929.972849186	held	msedge 173 MiB
1788544929.972849186	held	physx-rigid-runtime 288 MiB
1788544929.972849186	held	tick
1788544930.088817370	held	kwin_wayland 224 MiB
1788544930.088817370	held	msedge 173 MiB
1788544930.088817370	held	physx-rigid-runtime 288 MiB
1788544930.088817370	held	tick
1788544930.204572714	held	kwin_wayland 224 MiB
1788544930.204572714	held	msedge 173 MiB
1788544930.204572714	held	physx-rigid-runtime 288 MiB
1788544930.204572714	held	tick
1788544930.319864578	held	kwin_wayland 224 MiB
1788544930.319864578	held	msedge 173 MiB
1788544930.319864578	held	physx-rigid-runtime 288 MiB
1788544930.319864578	held	tick
1788544930.434846871	held	kwin_wayland 224 MiB
1788544930.434846871	held	msedge 173 MiB
1788544930.434846871	held	physx-rigid-runtime 288 MiB
1788544930.434846871	held	tick
1788544930.550640647	held	kwin_wayland 224 MiB
1788544930.550640647	held	msedge 173 MiB
1788544930.550640647	held	physx-rigid-runtime 288 MiB
1788544930.550640647	held	tick
1788544930.665224923	held	kwin_wayland 224 MiB
1788544930.665224923	held	msedge 173 MiB
1788544930.665224923	held	physx-rigid-runtime 288 MiB
1788544930.665224923	held	tick
1788544930.780850653	held	kwin_wayland 224 MiB
1788544930.780850653	held	msedge 173 MiB
1788544930.780850653	held	physx-rigid-runtime 288 MiB
1788544930.780850653	held	tick
1788544930.896798429	held	kwin_wayland 224 MiB
1788544930.896798429	held	msedge 173 MiB
1788544930.896798429	held	physx-rigid-runtime 288 MiB
1788544930.896798429	held	tick
1788544931.012843056	held	kwin_wayland 224 MiB
1788544931.012843056	held	msedge 173 MiB
1788544931.012843056	held	physx-rigid-runtime 288 MiB
1788544931.012843056	held	tick
1788544931.129911316	held	kwin_wayland 224 MiB
1788544931.129911316	held	msedge 173 MiB
1788544931.129911316	held	physx-rigid-runtime 288 MiB
1788544931.129911316	held	tick
1788544931.245549119	held	kwin_wayland 224 MiB
1788544931.245549119	held	msedge 173 MiB
1788544931.245549119	held	tick
