7028	7429	10978072	41794864
172572	139033	10927460	41794864
288332	256477	10839368	41794864
481936	450081	10667160	41794864
179648	147666	10667000	41794864
180872	148633	10667000	41794864
749380	811001	10299800	41794864
1511588	1479349	9678164	41794864
1511588	1479349	9678164	41794864
1511588	1479349	9678164	41794864
1511588	1479349	9678164	41794864
1511588	1479349	9678164	41794864
1511588	1478173	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9678164	41794864
1511700	1479461	9677924	41794864
1511700	1479461	9677924	41794864
1511700	1479461	9677932	41794864
1511700	1479461	9677692	41794864
1511700	1479461	9677692	41794864
1511700	1479461	9677692	41794864
1511700	1479461	9677692	41794864
1511700	1479461	9677692	41794864
1511700	1479461	9677692	41794864
1511920	1479681	9677692	41794864
1519060	1487845	9677692	41794864
1535604	1503365	9666296	41794864
1542772	1510533	9655296	41794864
1542772	1510533	9655296	41794864
1542772	1510533	9655136	41794864
1542772	1510533	9655024	41794864
1610356	1578117	9588720	41794864
1610356	1578117	9588720	41794864
1618548	1586309	9577916	41794864
1618548	1586309	9562860	41794864
1634932	1602693	9562860	41794864
1634932	1602693	9562860	41794864
1634932	1602693	9562860	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9562800	41794864
1634932	1602693	9540452	41794864
1756824	1729921	9409192	41794864
1884588	1861081	9296324	41794864
1905268	1873029	9296176	41794864
1905268	1873029	9295932	41794864
1905268	1873029	9295932	41794864
1905268	1873029	9295932	41794864
1905268	1873029	9296004	41794864
1905268	1873029	9296004	41794864
1908852	1878965	9280028	41794864
1938036	1905797	9263560	41794864
1938036	1905797	9263496	41794864
1938036	1905797	9263496	41794864
1938036	1905797	9263496	41794864
1938036	1905797	9262608	41794864
1938036	1905797	9262488	41794864
1938036	1905797	9262340	41794864
2003572	1971333	9197344	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9197220	41794864
2003572	1971333	9189332	41794864
2003572	1971333	9189156	41794864
2003572	1971333	9189156	41794864
2003572	1971333	9189156	41794864
2003572	1971333	9189156	41794864
2003572	1971333	9189164	41794864
2003572	1971333	9189164	41794864
2003572	1971333	9189164	41794864
181068	148829	10997568	41794864
