5092	7144	11124636	41794864
171376	145833	11007560	41794864
287932	256077	10846904	41794864
452736	420881	10687656	41794864
150448	118466	10703544	41794864
151416	119175	10703688	41794864
551916	601215	10507344	41794864
1430320	1449467	9703112	41794864
1482196	1449955	9703112	41794864
1482196	1449955	9703112	41794864
1482196	1449955	9702996	41794864
1482196	1449955	9702996	41794864
1482196	1449955	9702996	41794864
1482324	1450083	9703032	41794864
1482324	1450083	9702868	41794864
1482324	1450083	9702788	41794864
1482324	1450083	9702788	41794864
1482324	1450083	9702788	41794864
1482324	1450083	9702788	41794864
1482324	1450083	9702548	41794864
1482324	1450083	9702548	41794864
1482324	1450083	9702388	41794864
1482324	1450083	9702308	41794864
1482324	1450083	9702308	41794864
1482324	1450083	9702068	41794864
1482324	1450083	9702068	41794864
1482324	1450083	9702068	41794864
1482324	1450083	9702068	41794864
1482608	1450367	9702068	41794864
1490752	1458511	9694372	41794864
1490752	1458511	9694256	41794864
1509344	1477103	9682564	41794864
1513440	1481199	9678420	41794864
1513440	1481199	9678420	41794864
1513440	1481199	9678380	41794864
1513440	1481735	9648484	41794864
1581024	1548783	9610004	41794864
1581024	1548783	9602032	41794864
1589216	1556975	9602032	41794864
1589216	1556975	9602032	41794864
1589216	1556975	9601884	41794864
1605600	1573359	9582628	41794864
1605600	1573359	9582468	41794864
1605600	1573359	9582468	41794864
1605600	1573359	9582468	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582388	41794864
1605600	1573359	9582396	41794864
1605600	1573359	9582396	41794864
1605600	1573359	9582396	41794864
1605600	1573359	9582396	41794864
1673092	1642923	9503364	41794864
1776128	1746027	9398136	41794864
1875936	1843695	9323544	41794864
1875936	1843695	9323340	41794864
1875936	1843695	9323340	41794864
1875936	1843695	9323340	41794864
1875936	1843695	9323192	41794864
1875936	1843695	9323088	41794864
1875936	1843695	9323088	41794864
1886416	1859723	9289344	41794864
1908704	1876463	9289344	41794864
1908704	1876463	9289320	41794864
1908704	1876463	9289320	41794864
1908704	1876463	9289320	41794864
1908704	1876463	9289088	41794864
1908704	1876463	9289088	41794864
1908704	1876463	9289088	41794864
1974240	1941999	9223376	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9223316	41794864
1974240	1941999	9294948	41794864
151916	119675	10954904	41794864
