utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T04:26:06Z	2850	10501	44	53.64	0	2	1444	12282	0x0000000000000000	16384	1459	14925	19986360	828	173600	191688	1669920	8.67
2026-09-05T04:26:07Z	1470	5001	42	40.18	26	8	2964	12282	0x0000000000000001	16384	2979	13405	19720064	828	173600	193180	1671240	8.67
2026-09-05T04:26:08Z	855	5001	42	30.44	0	5	4369	12282	0x0000000000000001	16384	4482	11902	19336372	828	173600	194664	1671960	8.67
2026-09-05T04:26:09Z	630	5001	41	33.43	84	27	4491	12282	0x0000000000000001	16384	4506	11878	19205936	828	173600	194788	1672152	9.18
2026-09-05T04:26:10Z	2835	10251	45	73.41	88	79	4503	12282	0x0000000000000000	16384	4518	11866	19162120	828	173600	194044	1672088	9.18
2026-09-05T04:26:11Z	2850	10251	53	113.32	89	80	4509	12282	0x0000000000000000	16384	4524	11860	19026772	828	173600	194304	1672152	9.18
2026-09-05T04:26:12Z	2835	10251	53	111.06	90	81	4509	12282	0x0000000000000000	16384	4524	11860	19019756	828	173600	194056	1672120	9.18
2026-09-05T04:26:13Z	2835	10251	52	115.93	92	83	4507	12282	0x0000000000000000	16384	4522	11862	19129360	828	173600	189968	1672148	8.92
2026-09-05T04:26:14Z	2850	10251	52	118.69	75	66	4507	12282	0x0000000000000000	16384	4522	11862	19090640	828	173600	190296	1672148	8.92
2026-09-05T04:26:15Z	2850	10251	51	125.20	0	3	4507	12282	0x0000000000000000	16384	4522	11862	19088292	828	173600	190776	1672148	8.92
2026-09-05T04:26:16Z	2850	10251	46	125.40	0	3	4507	12282	0x0000000000000000	16384	4522	11862	19083420	828	173600	190832	1672148	8.92
2026-09-05T04:26:17Z	2850	10251	44	131.96	0	3	4507	12282	0x0000000000000000	16384	4522	11862	19091516	828	173600	191204	1672148	8.92
2026-09-05T04:26:18Z	2835	10251	44	123.58	38	35	4507	12282	0x0000000000000000	16384	4522	11862	19368620	828	173600	191616	1672148	8.69
2026-09-05T04:26:19Z	2835	10251	44	120.52	93	83	4507	12282	0x0000000000000000	16384	4522	11862	19003188	828	173600	192672	1672692	8.69
2026-09-05T04:26:20Z	2835	10251	44	121.40	91	82	1442	12282	0x0000000000000000	16384	1457	14927	19877184	828	173600	188568	1670376	8.69
2026-09-05T04:26:21Z	2850	10251	44	94.99	0	3	3247	12282	0x0000000000000000	16384	3262	13122	19365408	828	173600	190824	1672960	8.69
2026-09-05T04:26:22Z	2295	10251	42	56.53	0	2	4657	12282	0x0000000000000001	16384	4672	11712	19137532	828	173600	191712	1673924	8.69
2026-09-05T04:26:23Z	2835	10251	49	128.64	87	74	4669	12282	0x0000000000000000	16384	4684	11700	19224668	828	173600	189656	1675024	8.87
2026-09-05T04:26:24Z	2835	10251	54	127.14	87	75	4675	12282	0x0000000000000000	16384	4690	11694	19182912	828	173600	189780	1675752	8.87
2026-09-05T04:26:26Z	2850	10251	54	128.33	0	2	4675	12282	0x0000000000000000	16384	4690	11694	19187596	828	173600	190116	1676916	8.87
2026-09-05T04:26:27Z	2850	10251	44	153.65	0	2	4675	12282	0x0000000000000000	16384	4690	11694	19053436	828	173600	189912	1678440	8.87
2026-09-05T04:26:28Z	2835	10251	45	151.33	74	63	4675	12282	0x0000000000000000	16384	4690	11694	19090004	828	173600	190012	1680060	8.87
2026-09-05T04:26:29Z	2835	10251	55	126.11	85	72	4675	12282	0x0000000000000000	16384	4690	11694	19122252	828	173600	190108	1682020	8.88
2026-09-05T04:26:30Z	2835	10251	54	127.14	86	74	4675	12282	0x0000000000000000	16384	4690	11694	19168420	828	173600	189800	1682892	8.88
2026-09-05T04:26:31Z	2850	10251	55	152.51	0	2	4675	12282	0x0000000000000000	16384	4690	11694	19247464	828	173600	189908	1684984	8.88
2026-09-05T04:26:32Z	2835	10251	45	155.21	6	7	4675	12282	0x0000000000000000	16384	4690	11694	19320160	828	173600	189616	1685084	8.88
2026-09-05T04:26:33Z	2835	10251	46	136.87	87	75	4675	12282	0x0000000000000000	16384	4690	11694	19325016	828	173600	189644	1685040	8.88
2026-09-05T04:26:34Z	2835	10251	49	128.84	87	74	4675	12282	0x0000000000000000	16384	4690	11694	19370092	828	173600	189672	1684992	8.81
2026-09-05T04:26:35Z	2850	10251	56	129.02	8	4	4675	12282	0x0000000000000000	16384	4690	11694	19366408	828	173600	189596	1684980	8.81
