monitor_start_utc=2026-09-20T21:37:47Z server_pid=3916130 sample_seconds=1 profile=default latency_watchdog_pid=0 kernel_hazard_watchdog_pid=3919635 guard_affinity=1 guard_nice=0
threshold_mem_available_kib=4194304 threshold_swapin_bytes_per_sample=67108864 swapin_headroom_mem_available_kib=6291456 report_temperature_millicelsius=90000
threshold_maximum_gpu_busy_percent=100 enforcement=terminate_on_sample_above_threshold
sample_utc=2026-09-20T21:37:47Z affinity=0-11 nice=0 rss_kib=359880 peak_rss_kib=2937380 mem_available_kib=8878432 swapin_bytes=0 max_temp_millicelsius=81000 gpu_busy_percent=89 gtt_used_bytes=unavailable vram_used_bytes=5764022272 sclk=2625 mclk=10251
sample_utc=2026-09-20T21:37:48Z affinity=0-11 nice=0 rss_kib=446368 peak_rss_kib=2937380 mem_available_kib=8770108 swapin_bytes=19689472 max_temp_millicelsius=81000 gpu_busy_percent=46 gtt_used_bytes=unavailable vram_used_bytes=5770313728 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:37:49Z affinity=0-11 nice=0 rss_kib=467660 peak_rss_kib=2937380 mem_available_kib=8541796 swapin_bytes=152965120 max_temp_millicelsius=81000 gpu_busy_percent=97 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2835 mclk=10251
swapin_report_utc=2026-09-20T21:37:49Z swapin_bytes=152965120 threshold_bytes=67108864 mem_available_kib=8541796 headroom_kib=6291456 action=observe
sample_utc=2026-09-20T21:37:50Z affinity=0-11 nice=0 rss_kib=467772 peak_rss_kib=2937380 mem_available_kib=8353200 swapin_bytes=81965056 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:37:51Z affinity=0-11 nice=0 rss_kib=467816 peak_rss_kib=2937380 mem_available_kib=8256460 swapin_bytes=8826880 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:37:52Z affinity=0-11 nice=0 rss_kib=468536 peak_rss_kib=2937380 mem_available_kib=8099320 swapin_bytes=3473408 max_temp_millicelsius=81000 gpu_busy_percent=100 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2820 mclk=10251
sample_utc=2026-09-20T21:37:54Z affinity=0-11 nice=0 rss_kib=468540 peak_rss_kib=2937380 mem_available_kib=8031588 swapin_bytes=495616 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2820 mclk=10251
sample_utc=2026-09-20T21:37:55Z affinity=0-11 nice=0 rss_kib=468592 peak_rss_kib=2937380 mem_available_kib=7948072 swapin_bytes=7553024 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2820 mclk=10251
sample_utc=2026-09-20T21:37:56Z affinity=0-11 nice=0 rss_kib=468616 peak_rss_kib=2937380 mem_available_kib=7849112 swapin_bytes=7536640 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2820 mclk=10251
sample_utc=2026-09-20T21:37:57Z affinity=0-11 nice=0 rss_kib=471320 peak_rss_kib=2937380 mem_available_kib=8324344 swapin_bytes=10330112 max_temp_millicelsius=81000 gpu_busy_percent=90 gtt_used_bytes=unavailable vram_used_bytes=5772410880 sclk=2820 mclk=10251
sample_utc=2026-09-20T21:37:58Z affinity=0-11 nice=0 rss_kib=471332 peak_rss_kib=2937380 mem_available_kib=8310200 swapin_bytes=57516032 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5779750912 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:37:59Z affinity=0-11 nice=0 rss_kib=471336 peak_rss_kib=2937380 mem_available_kib=8298912 swapin_bytes=13348864 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:00Z affinity=0-11 nice=0 rss_kib=471344 peak_rss_kib=2937380 mem_available_kib=8313528 swapin_bytes=1454080 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:01Z affinity=0-11 nice=0 rss_kib=471348 peak_rss_kib=2937380 mem_available_kib=8304376 swapin_bytes=3055616 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:02Z affinity=0-11 nice=0 rss_kib=471352 peak_rss_kib=2937380 mem_available_kib=8310712 swapin_bytes=11902976 max_temp_millicelsius=81000 gpu_busy_percent=97 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:03Z affinity=0-11 nice=0 rss_kib=471356 peak_rss_kib=2937380 mem_available_kib=8319832 swapin_bytes=1060864 max_temp_millicelsius=81000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5771362304 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:04Z affinity=0-11 nice=0 rss_kib=471356 peak_rss_kib=2937380 mem_available_kib=8324776 swapin_bytes=4542464 max_temp_millicelsius=80000 gpu_busy_percent=97 gtt_used_bytes=unavailable vram_used_bytes=5779750912 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:06Z affinity=0-11 nice=0 rss_kib=471360 peak_rss_kib=2937380 mem_available_kib=8335956 swapin_bytes=2629632 max_temp_millicelsius=80000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:07Z affinity=0-11 nice=0 rss_kib=471376 peak_rss_kib=2937380 mem_available_kib=8348852 swapin_bytes=11137024 max_temp_millicelsius=80000 gpu_busy_percent=97 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:08Z affinity=0-11 nice=0 rss_kib=471384 peak_rss_kib=2937380 mem_available_kib=8350240 swapin_bytes=1605632 max_temp_millicelsius=80000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5777653760 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:09Z affinity=0-11 nice=0 rss_kib=471392 peak_rss_kib=2937380 mem_available_kib=8335148 swapin_bytes=3178496 max_temp_millicelsius=80000 gpu_busy_percent=96 gtt_used_bytes=unavailable vram_used_bytes=5771362304 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:10Z affinity=0-11 nice=0 rss_kib=471404 peak_rss_kib=2937380 mem_available_kib=8332268 swapin_bytes=9224192 max_temp_millicelsius=80000 gpu_busy_percent=97 gtt_used_bytes=unavailable vram_used_bytes=5771362304 sclk=2835 mclk=10251
sample_utc=2026-09-20T21:38:11Z affinity=0-11 nice=0 rss_kib=472668 peak_rss_kib=2937380 mem_available_kib=8322640 swapin_bytes=4411392 max_temp_millicelsius=80000 gpu_busy_percent=100 gtt_used_bytes=unavailable vram_used_bytes=5771362304 sclk=2805 mclk=10251
