2835	10251	48	175.02	94	77	2279	12282	0x0000000000000000	4.51
2835	10251	47	60.12	75	6	5052	12282	0x0000000000000000	4.79
2835	10251	48	60.96	44	5	5578	12282	0x0000000000000000	4.79
2835	10251	54	166.62	98	89	5587	12282	0x0000000000000000	4.79
2835	10251	55	185.91	97	89	5586	12282	0x0000000000000000	4.79
2835	10251	54	166.44	99	85	5603	12282	0x0000000000000000	4.79
2835	10251	55	185.55	98	89	5594	12282	0x0000000000000000	4.65
2835	10251	54	170.79	87	67	5593	12282	0x0000000000000000	4.65
2835	10251	55	179.57	98	88	5592	12282	0x0000000000000000	4.65
2835	10251	55	182.71	96	83	5592	12282	0x0000000000000000	4.65
