utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T05:35:54Z	210	810	40	23.72	21	37	1603	12282	0x0000000000000001	16384	1618	14766	21165136	828	173600	187832	1717896	6.55
2026-09-05T05:35:55Z	210	810	41	23.83	21	37	1805	12282	0x0000000000000001	16384	1820	14564	21086424	828	173600	188404	1719084	6.55
2026-09-05T05:35:56Z	870	810	41	25.83	14	37	2569	12282	0x0000000000000001	16384	2604	13780	21060104	828	173600	189808	1719076	6.55
2026-09-05T05:35:57Z	2160	810	42	27.50	18	39	3752	12282	0x0000000000000001	16384	3767	12617	20455444	828	173600	190452	1719988	6.55
2026-09-05T05:35:58Z	2850	10251	49	45.54	3	3	3764	12282	0x0000000000000000	16384	3779	12605	20321768	828	173600	190252	1719980	6.55
2026-09-05T05:35:59Z	2835	10251	48	94.86	3	3	3776	12282	0x0000000000000000	16384	3791	12593	20276356	828	173600	190376	1719988	6.26
2026-09-05T05:36:01Z	2835	10251	48	101.31	91	72	3776	12282	0x0000000000000000	16384	3791	12593	20306112	828	173600	190720	1719996	6.26
2026-09-05T05:36:02Z	2835	10251	43	64.93	3	3	3776	12282	0x0000000000000000	16384	3791	12593	20275288	828	173600	190428	1720060	6.26
2026-09-05T05:36:03Z	2835	10251	45	85.43	91	72	3776	12282	0x0000000000000000	16384	3791	12593	20134640	828	173600	190332	1719996	6.26
2026-09-05T05:36:04Z	2835	10251	43	69.31	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19775316	828	173600	190220	1719996	6.26
2026-09-05T05:36:05Z	2835	10251	47	81.48	90	71	3776	12282	0x0000000000000000	16384	3791	12593	19765088	828	173600	190584	1719996	5.84
2026-09-05T05:36:06Z	2835	10251	44	72.88	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19976824	828	173600	190336	1720004	5.84
2026-09-05T05:36:07Z	2835	10251	45	77.68	90	71	3776	12282	0x0000000000000000	16384	3791	12593	19940360	828	173600	189996	1720000	5.84
2026-09-05T05:36:08Z	2835	10251	43	76.78	3	3	3776	12282	0x0000000000000000	16384	3791	12593	20051856	828	173600	190264	1720004	5.84
2026-09-05T05:36:09Z	2835	10251	45	74.24	90	71	3776	12282	0x0000000000000000	16384	3791	12593	20350720	828	173600	190468	1720004	5.45
2026-09-05T05:36:10Z	2835	10251	44	80.26	3	3	3776	12282	0x0000000000000000	16384	3791	12593	20239636	828	173600	190456	1720012	5.45
2026-09-05T05:36:11Z	2835	10251	44	70.39	91	72	3776	12282	0x0000000000000000	16384	3791	12593	19747036	828	173600	190328	1720012	5.45
2026-09-05T05:36:12Z	2835	10251	44	84.18	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19710180	828	173600	190544	1720020	5.45
2026-09-05T05:36:13Z	2835	10251	45	66.22	91	72	3776	12282	0x0000000000000000	16384	3791	12593	20111956	828	173600	190188	1720020	5.45
2026-09-05T05:36:14Z	2835	10251	44	88.34	3	3	3776	12282	0x0000000000000000	16384	3791	12593	19919544	828	173600	190464	1720020	5.18
2026-09-05T05:36:15Z	2835	10251	45	91.54	3	3	3776	12282	0x0000000000000000	16384	3791	12593	20316720	828	173600	189920	1720020	5.18
2026-09-05T05:36:16Z	2835	10251	44	54.17	14	5	1603	12282	0x0000000000000000	16384	1618	14766	21157840	828	173600	186552	1717744	5.18
2026-09-05T05:36:17Z	1080	5001	42	47.99	3	6	2962	12282	0x0000000000000001	16384	2977	13407	20198660	828	173600	189000	1719676	5.18
2026-09-05T05:36:18Z	2625	10251	43	37.89	3	3	3926	12282	0x0000000000000001	16384	3941	12443	20364948	828	173600	190488	1720204	5.18
2026-09-05T05:36:19Z	2835	10251	45	105.45	60	25	3938	12282	0x0000000000000000	16384	3953	12431	20153868	828	173600	191644	1720332	4.92
2026-09-05T05:36:20Z	2835	10251	46	107.23	84	63	3944	12282	0x0000000000000000	16384	3959	12425	20076764	828	173600	192744	1720332	4.92
2026-09-05T05:36:21Z	2835	10251	46	99.07	83	62	3944	12282	0x0000000000000000	16384	3959	12425	20058148	828	173600	189456	1720336	4.92
2026-09-05T05:36:22Z	2835	10251	45	82.72	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20082364	828	173600	192848	1720340	4.92
2026-09-05T05:36:23Z	2835	10251	52	65.57	84	63	3944	12282	0x0000000000000000	16384	3959	12425	20104848	828	173600	192460	1720344	4.92
2026-09-05T05:36:24Z	2835	10251	45	101.38	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20136424	828	173600	192556	1720348	4.85
2026-09-05T05:36:25Z	2835	10251	51	54.44	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20105292	828	173600	191472	1720348	4.85
2026-09-05T05:36:26Z	2835	10251	45	102.96	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20103704	828	173600	192796	1720340	4.85
2026-09-05T05:36:28Z	2835	10251	51	74.50	85	64	3944	12282	0x0000000000000000	16384	3959	12425	20109496	828	173600	191692	1720340	4.85
2026-09-05T05:36:29Z	2835	10251	45	92.09	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20104608	828	173600	192280	1720340	4.85
2026-09-05T05:36:30Z	2835	10251	51	56.63	28	17	3944	12282	0x0000000000000000	16384	3959	12425	20140012	828	173600	188168	1720372	4.62
2026-09-05T05:36:31Z	2835	10251	45	102.92	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20140964	828	173600	194392	1720344	4.62
2026-09-05T05:36:32Z	2835	10251	45	54.69	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20178344	828	173600	187416	1720344	4.62
2026-09-05T05:36:33Z	2835	10251	45	103.14	3	3	3944	12282	0x0000000000000000	16384	3959	12425	20162428	828	173600	193448	1720344	4.62
2026-09-05T05:36:34Z	2835	10251	45	54.73	3	3	3944	12282	0x0000000000000000	16384	3959	12425	19880232	828	173600	192384	1720344	4.62
2026-09-05T05:36:35Z	2835	10251	46	103.12	27	21	3944	12282	0x0000000000000000	16384	3959	12425	19649756	828	173600	190728	1720348	4.57
2026-09-05T05:36:36Z	2835	10251	45	56.75	3	3	3944	12282	0x0000000000000000	16384	3959	12425	19475324	828	173600	195404	1720348	4.57
2026-09-05T05:36:37Z	2835	10251	46	89.62	82	61	3944	12282	0x0000000000000000	16384	3959	12425	19384664	828	173600	195920	1720328	4.57
2026-09-05T05:36:38Z	2835	10251	46	77.12	3	3	1603	12282	0x0000000000000000	16384	1618	14766	19997568	828	173600	189668	1718348	4.57
