utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T03:39:04Z	2835	10501	44	54.80	3	2	1402	12282	0x0000000000000000	16384	1417	14967	20681188	828	173600	189132	1683228	10.20
2026-09-05T03:39:05Z	1500	5001	42	44.99	9	7	2936	12282	0x0000000000000001	16384	2951	13433	21093580	828	173600	189696	1685220	10.20
2026-09-05T03:39:06Z	1125	5001	42	34.65	5	6	4449	12282	0x0000000000000001	16384	4464	11920	20382480	828	173600	191368	1685768	10.20
2026-09-05T03:39:07Z	2835	10251	47	84.89	93	81	4461	12282	0x0000000000000000	16384	4476	11908	20015148	828	173600	191952	1685744	10.20
2026-09-05T03:39:08Z	2835	10251	53	117.51	93	81	4467	12282	0x0000000000000000	16384	4482	11902	19714552	828	173600	192704	1685720	9.94
2026-09-05T03:39:09Z	2850	10251	53	117.22	90	78	4467	12282	0x0000000000000000	16384	4482	11902	19549040	828	173600	193020	1685756	9.94
2026-09-05T03:39:10Z	2850	10251	52	124.31	3	2	4467	12282	0x0000000000000000	16384	4482	11902	19490888	828	173600	193836	1685700	9.94
2026-09-05T03:39:11Z	2850	10251	52	125.64	3	3	4467	12282	0x0000000000000000	16384	4482	11902	19348284	828	173600	193044	1685724	9.94
2026-09-05T03:39:12Z	2850	10251	44	125.35	3	3	4467	12282	0x0000000000000000	16384	4482	11902	19366380	828	173600	192404	1685700	9.46
2026-09-05T03:39:13Z	2835	10251	44	124.92	21	17	4467	12282	0x0000000000000000	16384	4482	11902	19333096	828	173600	192956	1685704	9.46
2026-09-05T03:39:14Z	2835	10251	44	118.90	93	81	4467	12282	0x0000000000000000	16384	4482	11902	19348968	828	173600	192540	1685704	9.46
2026-09-05T03:39:16Z	2850	10251	44	125.28	3	3	4467	12282	0x0000000000000000	16384	4482	11902	19321696	828	173600	193652	1685732	9.46
2026-09-05T03:39:17Z	2835	10251	45	125.47	10	7	4467	12282	0x0000000000000000	16384	4482	11902	19314424	828	173600	194188	1685772	9.46
2026-09-05T03:39:18Z	2835	10251	53	120.06	94	81	3163	12282	0x0000000000000000	16384	1644	14740	19540336	828	173600	192256	1684988	10.23
2026-09-05T03:39:19Z	2850	10251	44	75.77	3	3	2985	12282	0x0000000000000000	16384	3022	13362	19783064	828	173600	191264	1684584	10.23
2026-09-05T03:39:20Z	2385	10251	50	55.84	11	7	4617	12282	0x0000000000000001	16384	4632	11752	19415144	828	173600	193924	1685836	10.23
2026-09-05T03:39:21Z	2835	10251	53	90.22	85	70	4623	12282	0x0000000000000000	16384	4638	11746	19282752	828	173600	193236	1686516	10.23
2026-09-05T03:39:22Z	2850	10251	52	141.79	3	2	4635	12282	0x0000000000000000	16384	4650	11734	19007576	828	173600	193620	1686140	10.23
2026-09-05T03:39:23Z	2850	10251	44	153.27	24	15	4635	12282	0x0000000000000000	16384	4650	11734	18959404	828	173600	193704	1686148	9.97
2026-09-05T03:39:24Z	2835	10251	46	124.59	86	71	4635	12282	0x0000000000000000	16384	4650	11734	18930828	828	173600	193940	1686156	9.97
2026-09-05T03:39:25Z	2835	10251	54	113.95	87	72	4635	12282	0x0000000000000000	16384	4650	11734	18875828	828	173600	194440	1686196	9.97
2026-09-05T03:39:26Z	2850	10251	53	144.72	3	3	4635	12282	0x0000000000000000	16384	4650	11734	18745200	828	173600	198536	1686196	9.97
2026-09-05T03:39:27Z	2850	10251	44	125.73	3	3	4636	12282	0x0000000000000000	16384	4651	11733	18435892	828	173600	198608	1686200	9.97
2026-09-05T03:39:28Z	2850	10251	47	163.51	14	9	4636	12282	0x0000000000000000	16384	4651	11733	18502184	828	173600	198020	1686220	10.93
2026-09-05T03:39:29Z	2835	10251	53	112.67	78	63	4635	12282	0x0000000000000000	16384	4650	11734	18492040	828	173600	196704	1686220	10.93
2026-09-05T03:39:30Z	2850	10251	52	112.08	30	18	4635	12282	0x0000000000000000	16384	4650	11734	18437512	828	173600	198324	1686220	10.93
2026-09-05T03:39:31Z	2850	10251	44	153.49	3	3	4635	12282	0x0000000000000000	16384	4650	11734	18419932	828	173600	197692	1686236	10.93
2026-09-05T03:39:32Z	2835	10251	47	129.30	82	67	4635	12282	0x0000000000000000	16384	4650	11734	18354408	828	173600	199404	1686044	10.93
2026-09-05T03:39:33Z	2835	10251	54	129.30	82	67	4635	12282	0x0000000000000000	16384	4650	11734	18319584	828	173600	200192	1685960	13.34
