arm	request	label	phase	graph_index	mode	op	path	detail	src0_name	dst_name	src0_type	src1_type	dst_type	ne00	ne01	ne02	ne03	ne10	ne11	ne12	ne13	nb01	nb02	nb03	nb11	nb12	nb13	src0_contiguous	src1_contiguous	src0_transposed	batch_count	launches
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.0.ssm_alpha.weight	node_34	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.0.ssm_beta.weight	node_40	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.1.ssm_alpha.weight	node_97	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.1.ssm_beta.weight	node_103	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.10.ssm_alpha.weight	node_640	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.10.ssm_beta.weight	node_646	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.12.ssm_alpha.weight	node_754	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.12.ssm_beta.weight	node_760	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.13.ssm_alpha.weight	node_817	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.13.ssm_beta.weight	node_823	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.14.ssm_alpha.weight	node_880	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.14.ssm_beta.weight	node_886	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.16.ssm_alpha.weight	node_994	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.16.ssm_beta.weight	node_1000	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.17.ssm_alpha.weight	node_1057	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.17.ssm_beta.weight	node_1063	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.18.ssm_alpha.weight	node_1120	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.18.ssm_beta.weight	node_1126	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.2.ssm_alpha.weight	node_160	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.2.ssm_beta.weight	node_166	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.20.ssm_alpha.weight	node_1234	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.20.ssm_beta.weight	node_1240	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.21.ssm_alpha.weight	node_1297	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.21.ssm_beta.weight	node_1303	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.22.ssm_alpha.weight	node_1360	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.22.ssm_beta.weight	node_1366	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.4.ssm_alpha.weight	node_274	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.4.ssm_beta.weight	node_280	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.5.ssm_alpha.weight	node_337	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.5.ssm_beta.weight	node_343	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.6.ssm_alpha.weight	node_400	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.6.ssm_beta.weight	node_406	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.8.ssm_alpha.weight	node_514	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
T2-qwen35-08b-bf16	outside	outside	text_prefill	0	eager	MUL_MAT	cuBLAS	cublasGemmEx/BF16	blk.8.ssm_beta.weight	node_520	bf16	f32	f32	1024	16	1	1	1024	2	1	1	2048	32768	32768	4096	8192	8192	1	1	0	1	1
