1790028833.013526441	free	kwin_wayland 168 MiB
1790028833.013526441	free	Discord 903 MiB
1790028833.013526441	free	msedge 185 MiB
1790028833.013526441	free	tick
1790028833.130384937	held	kwin_wayland 168 MiB
1790028833.130384937	held	Discord 903 MiB
1790028833.130384937	held	msedge 185 MiB
1790028833.130384937	held	optix-ray-runtime 10 MiB
1790028833.130384937	held	tick
1790028833.257948119	held	kwin_wayland 168 MiB
1790028833.257948119	held	Discord 903 MiB
1790028833.257948119	held	msedge 185 MiB
1790028833.257948119	held	optix-ray-runtime 322 MiB
1790028833.257948119	held	tick
1790028833.376026345	held	kwin_wayland 168 MiB
1790028833.376026345	held	Discord 903 MiB
1790028833.376026345	held	msedge 185 MiB
1790028833.376026345	held	tick
1790028833.503583446	held	kwin_wayland 168 MiB
1790028833.503583446	held	Discord 903 MiB
1790028833.503583446	held	msedge 185 MiB
1790028833.503583446	held	optix-ray-runtime 214 MiB
1790028833.503583446	held	tick
1790028833.621277621	held	kwin_wayland 168 MiB
1790028833.621277621	held	Discord 903 MiB
1790028833.621277621	held	msedge 185 MiB
1790028833.621277621	held	tick
1790028833.740538679	held	kwin_wayland 168 MiB
1790028833.740538679	held	Discord 903 MiB
1790028833.740538679	held	msedge 185 MiB
1790028833.740538679	held	optix-ray-runtime 212 MiB
1790028833.740538679	held	tick
1790028833.857647164	held	kwin_wayland 168 MiB
1790028833.857647164	held	Discord 903 MiB
1790028833.857647164	held	msedge 185 MiB
1790028833.857647164	held	tick
1790028833.974502272	held	kwin_wayland 168 MiB
1790028833.974502272	held	Discord 903 MiB
1790028833.974502272	held	msedge 185 MiB
1790028833.974502272	held	optix-ray-runtime 198 MiB
1790028833.974502272	held	tick
1790028834.092224370	held	kwin_wayland 168 MiB
1790028834.092224370	held	Discord 903 MiB
1790028834.092224370	held	msedge 185 MiB
1790028834.092224370	held	tick
1790028834.231752676	held	kwin_wayland 168 MiB
1790028834.231752676	held	Discord 903 MiB
1790028834.231752676	held	msedge 185 MiB
1790028834.231752676	held	optix-ray-runtime 12 MiB
1790028834.231752676	held	tick
1790028834.351484989	free	kwin_wayland 168 MiB
1790028834.351484989	free	Discord 903 MiB
1790028834.351484989	free	msedge 185 MiB
1790028834.351484989	free	optix-ray-runtime 222 MiB
1790028834.351484989	free	tick
1790028834.469118350	held	kwin_wayland 168 MiB
1790028834.469118350	held	Discord 903 MiB
1790028834.469118350	held	msedge 185 MiB
1790028834.469118350	held	optix-ray-runtime 322 MiB
1790028834.469118350	held	tick
1790028834.585118614	free	kwin_wayland 168 MiB
1790028834.585118614	free	Discord 903 MiB
1790028834.585118614	free	msedge 185 MiB
1790028834.585118614	free	tick
1790028834.704014345	held	kwin_wayland 168 MiB
1790028834.704014345	held	Discord 903 MiB
1790028834.704014345	held	msedge 185 MiB
1790028834.704014345	held	optix-ray-runtime 196 MiB
1790028834.704014345	held	tick
1790028834.825244282	held	kwin_wayland 168 MiB
1790028834.825244282	held	Discord 903 MiB
1790028834.825244282	held	msedge 185 MiB
1790028834.825244282	held	tick
1790028834.961761622	held	kwin_wayland 168 MiB
1790028834.961761622	held	Discord 903 MiB
1790028834.961761622	held	msedge 185 MiB
1790028834.961761622	held	optix-ray-runtime 196 MiB
1790028834.961761622	held	tick
1790028835.080282140	held	kwin_wayland 168 MiB
1790028835.080282140	held	Discord 903 MiB
1790028835.080282140	held	msedge 185 MiB
1790028835.080282140	held	tick
1790028835.220591402	held	kwin_wayland 168 MiB
1790028835.220591402	held	Discord 903 MiB
1790028835.220591402	held	msedge 185 MiB
