1790028835.220591402	held	optix-ray-runtime 196 MiB
1790028835.220591402	held	tick
1790028835.337689027	held	kwin_wayland 168 MiB
1790028835.337689027	held	Discord 903 MiB
1790028835.337689027	held	msedge 185 MiB
1790028835.337689027	held	tick
1790028835.480823998	held	kwin_wayland 168 MiB
1790028835.480823998	held	Discord 903 MiB
1790028835.480823998	held	msedge 185 MiB
1790028835.480823998	held	optix-ray-runtime 196 MiB
1790028835.480823998	held	tick
1790028835.598709442	held	kwin_wayland 168 MiB
1790028835.598709442	held	Discord 903 MiB
1790028835.598709442	held	msedge 185 MiB
1790028835.598709442	held	tick
1790028835.735766246	held	kwin_wayland 168 MiB
1790028835.735766246	held	Discord 903 MiB
1790028835.735766246	held	msedge 185 MiB
1790028835.735766246	held	optix-ray-runtime 10 MiB
1790028835.735766246	held	tick
1790028835.855289136	held	kwin_wayland 168 MiB
1790028835.855289136	held	Discord 903 MiB
1790028835.855289136	held	msedge 185 MiB
1790028835.855289136	held	optix-ray-runtime 214 MiB
1790028835.855289136	held	tick
1790028835.974443283	held	kwin_wayland 168 MiB
1790028835.974443283	held	Discord 903 MiB
1790028835.974443283	held	msedge 185 MiB
1790028835.974443283	held	optix-ray-runtime 322 MiB
1790028835.974443283	held	tick
1790028836.090908059	free	kwin_wayland 168 MiB
1790028836.090908059	free	Discord 903 MiB
1790028836.090908059	free	msedge 185 MiB
1790028836.090908059	free	tick
1790028836.208692464	held	kwin_wayland 168 MiB
1790028836.208692464	held	Discord 903 MiB
1790028836.208692464	held	msedge 185 MiB
1790028836.208692464	held	optix-ray-runtime 196 MiB
1790028836.208692464	held	tick
1790028836.340992403	held	kwin_wayland 168 MiB
1790028836.340992403	held	Discord 903 MiB
1790028836.340992403	held	msedge 185 MiB
1790028836.340992403	held	tick
1790028836.481104055	held	kwin_wayland 168 MiB
1790028836.481104055	held	Discord 903 MiB
1790028836.481104055	held	msedge 185 MiB
1790028836.481104055	held	optix-ray-runtime 198 MiB
1790028836.481104055	held	tick
1790028836.598565142	held	kwin_wayland 168 MiB
1790028836.598565142	held	Discord 903 MiB
1790028836.598565142	held	msedge 185 MiB
1790028836.598565142	held	tick
1790028836.734394351	held	kwin_wayland 168 MiB
1790028836.734394351	held	Discord 903 MiB
1790028836.734394351	held	msedge 185 MiB
1790028836.734394351	held	optix-ray-runtime 196 MiB
1790028836.734394351	held	tick
1790028836.858249017	held	kwin_wayland 168 MiB
1790028836.858249017	held	Discord 903 MiB
1790028836.858249017	held	msedge 185 MiB
1790028836.858249017	held	tick
1790028836.994188933	held	kwin_wayland 168 MiB
1790028836.994188933	held	Discord 903 MiB
1790028836.994188933	held	msedge 185 MiB
1790028836.994188933	held	optix-ray-runtime 196 MiB
1790028836.994188933	held	tick
1790028837.115691061	held	kwin_wayland 168 MiB
1790028837.115691061	held	Discord 903 MiB
1790028837.115691061	held	msedge 185 MiB
1790028837.115691061	held	tick
1790028837.250789977	held	kwin_wayland 168 MiB
1790028837.250789977	held	Discord 903 MiB
1790028837.250789977	held	msedge 185 MiB
1790028837.250789977	held	optix-ray-runtime 10 MiB
1790028837.250789977	held	tick
1790028837.372666438	free	kwin_wayland 168 MiB
1790028837.372666438	free	Discord 903 MiB
1790028837.372666438	free	msedge 185 MiB
1790028837.372666438	free	optix-ray-runtime 214 MiB
1790028837.372666438	free	tick
1790028837.490032307	held	kwin_wayland 168 MiB
1790028837.490032307	held	Discord 903 MiB
1790028837.490032307	held	msedge 185 MiB
1790028837.490032307	held	optix-ray-runtime 322 MiB
1790028837.490032307	held	tick
