timestamp	memory_used_mib	memory_reserved_mib	utilization_gpu_pct	utilization_memory_pct	sm_clock_mhz	power_draw_w
2026/08/31 15:01:07.026	3520	402	60	5	2850	56.77
2026/08/31 15:01:07.128	3520	402	60	5	2850	56.77
2026/08/31 15:01:07.229	3520	402	60	5	2850	56.77
2026/08/31 15:01:07.329	3520	402	46	4	2850	59.99
2026/08/31 15:01:07.429	3520	402	46	4	2850	59.99
2026/08/31 15:01:07.529	3520	402	46	4	2850	59.99
2026/08/31 15:01:07.629	3520	402	46	4	2850	59.99
2026/08/31 15:01:07.729	3520	402	46	4	2850	59.99
2026/08/31 15:01:07.829	3520	402	49	5	2850	59.89
2026/08/31 15:01:07.929	3520	402	49	5	2850	59.89
2026/08/31 15:01:08.029	3520	402	49	5	2850	59.89
2026/08/31 15:01:08.130	3520	402	49	5	2850	59.89
2026/08/31 15:01:08.230	3520	402	49	5	2850	59.89
2026/08/31 15:01:08.330	3520	402	48	5	2850	56.43
2026/08/31 15:01:08.430	3520	402	48	5	2850	56.43
2026/08/31 15:01:08.530	3520	402	48	5	2850	56.43
2026/08/31 15:01:08.630	3520	402	48	5	2850	56.43
2026/08/31 15:01:08.730	3520	402	48	5	2850	56.43
2026/08/31 15:01:08.830	3520	402	48	5	2850	56.53
2026/08/31 15:01:08.931	3520	402	48	5	2850	56.53
2026/08/31 15:01:09.031	3074	402	48	5	2850	56.53
2026/08/31 15:01:09.131	1255	402	48	5	2850	56.53
2026/08/31 15:01:09.235	1270	402	48	5	2850	56.53
2026/08/31 15:01:09.336	1454	402	47	4	2850	57.56
2026/08/31 15:01:09.436	1454	402	47	4	2850	57.56
2026/08/31 15:01:09.536	1454	402	47	4	2850	57.56
2026/08/31 15:01:09.636	5916	402	47	4	2850	57.56
2026/08/31 15:01:09.737	5916	402	47	4	2850	57.56
2026/08/31 15:01:09.837	5916	402	70	7	2850	58.66
2026/08/31 15:01:09.937	5916	402	70	7	2850	58.66
2026/08/31 15:01:10.037	5916	402	70	7	2850	58.66
2026/08/31 15:01:10.138	5916	402	70	7	2850	58.66
2026/08/31 15:01:10.238	5916	402	70	7	2850	58.66
2026/08/31 15:01:10.338	6262	402	65	6	2850	58.29
2026/08/31 15:01:10.438	6272	402	65	6	2850	58.29
2026/08/31 15:01:10.538	6272	402	65	6	2850	58.29
2026/08/31 15:01:10.638	6272	402	65	6	2850	58.29
2026/08/31 15:01:10.739	6272	402	65	6	2850	58.29
2026/08/31 15:01:10.839	6272	402	49	5	2850	66.55
2026/08/31 15:01:10.939	6272	402	49	5	2850	66.55
2026/08/31 15:01:11.039	6272	402	49	5	2850	66.55
2026/08/31 15:01:11.139	6272	402	49	5	2850	66.55
2026/08/31 15:01:11.239	6272	402	49	5	2850	66.55
2026/08/31 15:01:11.339	6272	402	46	5	2850	65.95
2026/08/31 15:01:11.439	6272	402	46	5	2850	65.95
2026/08/31 15:01:11.540	6272	402	46	5	2850	65.95
2026/08/31 15:01:11.640	6272	402	46	5	2850	65.95
2026/08/31 15:01:11.740	6272	402	46	5	2850	65.95
2026/08/31 15:01:11.840	6272	402	47	5	2850	56.61
2026/08/31 15:01:11.940	6272	402	47	5	2850	56.61
2026/08/31 15:01:12.040	6272	402	47	5	2850	56.61
2026/08/31 15:01:12.140	6272	402	47	5	2850	56.61
2026/08/31 15:01:12.240	6272	402	47	5	2850	56.61
2026/08/31 15:01:12.341	6272	402	49	5	2850	56.47
2026/08/31 15:01:12.441	6272	402	49	5	2850	56.47
2026/08/31 15:01:12.541	6272	402	49	5	2850	56.47
