graph_ordinal	arm	cycle	phase	topology_digest	n_tokens	n_outputs	n_kv	n_rs	action	executable	reset	change_reason	change_categories	change_node	change_op	change_name	host_us	device_ms
16	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	7.6360
17	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	7.6071
18	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	7.5822
19	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	7.6602
20	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	7.6339
21	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	7.5780
22	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	478	7.6380
23	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	7.6257
24	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	7.5897
25	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	7.6790
26	fixed	0	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	7.6243
27	fixed	0	T1	94dc22ce3d23b91b	2	1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	2639	9.0615
28	fixed	0	T1	d8f873be867a8271	251	0	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	3051	30.2422
29	fixed	0	T1	79cc5f245f480542	2	1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2406	4.6316
30	fixed	0	T1	bcd06391008a2d68	3	1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2445	4.5971
31	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2418	4.5884
32	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	capture	reinstantiate	0	none	-	-1	-	-	2865	6.4291
33	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.2205
34	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0551
35	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	465	4.0376
36	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	465	4.0337
37	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	464	4.0386
38	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	462	4.0328
39	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	463	4.0357
40	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	461	4.0374
41	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	473	4.0379
42	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	462	4.0488
43	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	464	4.0124
44	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	459	4.0383
45	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	463	4.0467
46	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	461	4.0350
47	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	460	4.0441
48	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	459	4.0274
49	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0348
50	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	465	4.0557
51	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	463	4.0378
52	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	465	4.0736
53	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	464	4.0404
54	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	463	4.0514
55	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	462	4.0802
56	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	460	4.0372
57	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	461	4.0331
58	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	461	4.0789
59	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	462	4.0536
60	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	460	4.0358
61	fixed	0	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	463	4.0444
62	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	2161	4.2437
63	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	2218	5.5271
64	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	489	3.7496
65	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7289
66	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7861
67	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7482
68	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7399
69	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7620
70	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7614
71	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7584
72	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7580
73	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7289
74	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7508
75	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7600
76	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7225
77	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	461	3.7379
78	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7287
79	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7385
80	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7088
81	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7341
82	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7322
83	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	460	3.7063
84	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7574
85	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7312
86	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7365
87	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	461	3.7305
88	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7418
89	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7327
90	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7566
91	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	477	3.7295
92	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7637
93	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7371
94	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7534
95	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7768
96	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7376
97	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7662
98	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7513
99	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7521
100	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7424
101	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7257
102	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7249
103	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7222
104	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	468	3.7295
105	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7233
106	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7303
107	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7343
108	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7360
109	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7101
110	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7470
111	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	538	3.7328
112	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7638
113	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7295
114	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7344
115	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7688
116	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7252
117	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	476	3.7777
118	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	461	3.7507
119	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7427
120	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7488
121	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7801
122	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7406
123	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7176
124	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7340
125	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7325
126	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	459	3.7247
127	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7200
128	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7467
129	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	461	3.7181
130	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	460	3.7296
131	fixed	0	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	468	3.7284
132	fixed	1	T0	802ba1f19f5ea689	4	1	256	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	2582	4.6622
133	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2162	4.2134
134	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	capture	update	0	none	-	-1	-	-	1647	4.8932
135	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7301
136	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	473	3.7358
137	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	535	3.7519
138	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	475	3.7112
139	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7294
140	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7197
141	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7276
142	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7166
143	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	507	3.7434
144	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7307
145	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7258
146	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7060
147	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	472	3.7331
148	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7328
149	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7035
150	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	512	3.7257
151	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	470	3.7295
152	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7404
153	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	473	3.7580
154	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	504	3.7414
155	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	469	3.7475
156	fixed	1	T0	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	471	3.7223
157	fixed	1	T1	94dc22ce3d23b91b	2	1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	2573	4.6200
158	fixed	1	T1	d8f873be867a8271	251	0	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	3075	16.0340
159	fixed	1	T1	79cc5f245f480542	2	1	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2509	4.5976
160	fixed	1	T1	bcd06391008a2d68	3	1	256	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2455	4.4965
161	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	direct	none	0	structure	shape,data	0	GET_ROWS	model.input_embed	2410	4.5735
162	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	capture	reinstantiate	0	none	-	-1	-	-	2589	6.1670
163	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	472	4.0409
164	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	474	4.0354
165	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	470	4.0191
166	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	472	4.0422
167	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	473	4.0688
168	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	472	4.0286
169	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	471	4.0303
170	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	470	4.0028
171	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0185
172	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0481
173	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0221
174	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0456
175	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0218
176	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0304
177	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	465	4.0442
178	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	467	4.0226
179	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0298
180	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	467	4.0255
181	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0335
182	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	469	4.0345
183	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0279
184	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0172
185	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	464	4.0508
186	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0182
187	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0343
188	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0290
189	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	468	4.0247
190	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	467	4.0352
191	fixed	1	T2	d702fd6fe588b6cb	2	2	512	-1	replay	none	0	none	-	-1	-	-	466	4.0181
192	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	direct	none	1	structure	shape,data	0	GET_ROWS	model.input_embed	2430	4.3197
193	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	capture	reinstantiate	0	none	-	-1	-	-	2134	5.3965
194	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	473	3.7468
195	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7313
196	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	468	3.7400
197	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7246
198	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7391
199	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7279
200	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7237
201	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7415
202	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7249
203	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7311
204	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7209
205	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7558
206	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7401
207	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7209
208	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7335
209	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7402
210	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7180
211	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	468	3.7453
212	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7450
213	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7414
214	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7598
215	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7255
216	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7353
217	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7364
218	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7228
219	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7243
220	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	468	3.7398
221	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	467	3.7263
222	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7187
223	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7456
224	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7308
225	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	466	3.7337
226	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	463	3.7277
227	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7261
228	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7345
229	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	464	3.7241
230	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7337
231	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	462	3.7315
232	fixed	1	T3	0dfa7fc3533697c4	1	1	512	-1	replay	none	0	none	-	-1	-	-	465	3.7425
