utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-04T22:48:35Z	525	5001	43	27.95	0	6	1383	12282	0x0000000000000001	16384	1398	14986	20298096	828	173600	173196	1611836	3.10
2026-09-04T22:48:36Z	345	5001	44	28.15	37	10	2974	12282	0x0000000000000001	16384	2989	13395	20644088	828	173600	174308	1613156	3.10
2026-09-04T22:48:37Z	2835	10251	45	90.77	84	77	2974	12282	0x0000000000000000	16384	2989	13395	20578852	828	173600	174860	1613156	3.10
2026-09-04T22:48:38Z	2850	10251	46	127.64	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20540984	828	173600	174664	1613156	3.10
2026-09-04T22:48:39Z	2835	10251	47	128.01	16	18	2974	12282	0x0000000000000000	16384	2989	13395	20497924	828	173600	174648	1613156	2.93
2026-09-04T22:48:40Z	2835	10251	55	123.19	83	77	2974	12282	0x0000000000000000	16384	2989	13395	20448772	828	173600	174764	1613156	2.93
2026-09-04T22:48:41Z	2835	10251	55	123.11	83	77	2974	12282	0x0000000000000000	16384	2989	13395	20468544	828	173600	175232	1613156	2.93
2026-09-04T22:48:42Z	2835	10251	54	123.50	81	72	2974	12282	0x0000000000000000	16384	2989	13395	20458148	828	173600	175060	1613156	2.93
2026-09-04T22:48:43Z	2835	10251	46	105.22	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20441448	828	173600	174788	1613156	2.93
2026-09-04T22:48:45Z	2835	10251	54	64.72	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20422304	828	173600	174456	1613156	2.69
2026-09-04T22:48:46Z	2835	10251	54	130.95	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20440524	828	173600	174400	1613156	2.69
2026-09-04T22:48:47Z	2835	10251	57	127.68	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20441680	828	173600	174620	1613092	2.69
2026-09-04T22:48:48Z	2835	10251	47	127.91	28	26	2974	12282	0x0000000000000000	16384	2989	13395	20448004	828	173600	174656	1613092	2.69
2026-09-04T22:48:49Z	2820	10251	47	127.79	62	58	2974	12282	0x0000000000000000	16384	2989	13395	20504612	828	173600	174708	1613092	2.69
2026-09-04T22:48:50Z	2835	10251	47	123.34	83	77	2974	12282	0x0000000000000000	16384	2989	13395	20487840	828	173600	174168	1613092	2.56
2026-09-04T22:48:51Z	2835	10251	48	123.36	81	74	2974	12282	0x0000000000000000	16384	2989	13395	20520052	828	173600	174484	1613092	2.56
2026-09-04T22:48:52Z	2835	10251	47	52.59	0	3	2974	12282	0x0000000000000000	16384	2989	13395	20523240	828	173600	174272	1613092	2.56
2026-09-04T22:48:53Z	930	5001	45	42.92	0	5	1610	12282	0x0000000000000001	16384	1625	14759	20607228	828	173600	174596	1613012	2.56
2026-09-04T22:48:54Z	585	5001	45	27.99	0	5	1610	12282	0x0000000000000001	16384	1625	14759	20278064	828	173600	174672	1612964	2.56
2026-09-04T22:48:55Z	375	5001	45	27.52	0	5	1610	12282	0x0000000000000001	16384	1625	14759	20246884	828	173600	174676	1612964	2.51
