1789965091.136042710	free	kwin_wayland 173 MiB
1789965091.136042710	free	Discord 904 MiB
1789965091.136042710	free	msedge 161 MiB
1789965091.136042710	free	tick
1789965091.255523188	held	kwin_wayland 173 MiB
1789965091.255523188	held	Discord 904 MiB
1789965091.255523188	held	msedge 161 MiB
1789965091.255523188	held	physx-rigid-runtime 16 MiB
1789965091.255523188	held	tick
1789965091.381543949	held	kwin_wayland 173 MiB
1789965091.381543949	held	Discord 904 MiB
1789965091.381543949	held	msedge 161 MiB
1789965091.381543949	held	physx-rigid-runtime 288 MiB
1789965091.381543949	held	tick
1789965091.504348811	held	kwin_wayland 173 MiB
1789965091.504348811	held	Discord 904 MiB
1789965091.504348811	held	msedge 161 MiB
1789965091.504348811	held	physx-rigid-runtime 288 MiB
1789965091.504348811	held	tick
1789965091.624306303	held	kwin_wayland 173 MiB
1789965091.624306303	held	Discord 904 MiB
1789965091.624306303	held	msedge 161 MiB
1789965091.624306303	held	physx-rigid-runtime 288 MiB
1789965091.624306303	held	tick
1789965091.744604665	held	kwin_wayland 173 MiB
1789965091.744604665	held	Discord 904 MiB
1789965091.744604665	held	msedge 161 MiB
1789965091.744604665	held	physx-rigid-runtime 288 MiB
1789965091.744604665	held	tick
1789965091.861643445	held	kwin_wayland 173 MiB
1789965091.861643445	held	Discord 904 MiB
1789965091.861643445	held	msedge 161 MiB
1789965091.861643445	held	physx-rigid-runtime 288 MiB
1789965091.861643445	held	tick
1789965091.980493151	held	kwin_wayland 173 MiB
1789965091.980493151	held	Discord 904 MiB
1789965091.980493151	held	msedge 161 MiB
1789965091.980493151	held	physx-rigid-runtime 288 MiB
1789965091.980493151	held	tick
1789965092.098808715	held	kwin_wayland 173 MiB
1789965092.098808715	held	Discord 904 MiB
1789965092.098808715	held	msedge 161 MiB
1789965092.098808715	held	physx-rigid-runtime 288 MiB
1789965092.098808715	held	tick
1789965092.216276530	held	kwin_wayland 173 MiB
1789965092.216276530	held	Discord 904 MiB
1789965092.216276530	held	msedge 161 MiB
1789965092.216276530	held	physx-rigid-runtime 288 MiB
1789965092.216276530	held	tick
1789965092.335482033	held	kwin_wayland 173 MiB
1789965092.335482033	held	Discord 904 MiB
1789965092.335482033	held	msedge 161 MiB
1789965092.335482033	held	physx-rigid-runtime 288 MiB
1789965092.335482033	held	tick
1789965092.454767246	held	kwin_wayland 173 MiB
1789965092.454767246	held	Discord 904 MiB
1789965092.454767246	held	msedge 161 MiB
1789965092.454767246	held	physx-rigid-runtime 288 MiB
1789965092.454767246	held	tick
1789965092.574085069	held	kwin_wayland 173 MiB
1789965092.574085069	held	Discord 904 MiB
1789965092.574085069	held	msedge 161 MiB
1789965092.574085069	held	physx-rigid-runtime 288 MiB
1789965092.574085069	held	tick
1789965092.696193365	held	kwin_wayland 173 MiB
1789965092.696193365	held	Discord 904 MiB
1789965092.696193365	held	msedge 161 MiB
1789965092.696193365	held	physx-rigid-runtime 288 MiB
1789965092.696193365	held	tick
1789965092.816338811	held	kwin_wayland 173 MiB
1789965092.816338811	held	Discord 904 MiB
1789965092.816338811	held	msedge 161 MiB
1789965092.816338811	held	physx-rigid-runtime 288 MiB
1789965092.816338811	held	tick
1789965092.935427104	held	kwin_wayland 173 MiB
1789965092.935427104	held	Discord 904 MiB
1789965092.935427104	held	msedge 161 MiB
1789965092.935427104	held	physx-rigid-runtime 176 MiB
1789965092.935427104	held	tick
