utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T18:21:33Z	225	5001	43	27.97	1	5	1800	12282	0x0000000000000001	16384	1818	14566	21320384	828	173600	206860	1812236	2.91
2026-09-05T18:21:34Z	225	5001	43	27.85	6	6	2881	12282	0x0000000000000001	16384	2899	13485	21021896	828	173600	208096	1813468	2.91
2026-09-05T18:21:35Z	225	5001	43	28.30	1	5	2881	12282	0x0000000000000001	16384	2899	13485	20937332	828	173600	210000	1813468	2.91
2026-09-05T18:21:36Z	2835	10251	47	49.58	51	28	2907	12282	0x0000000000000000	16384	2925	13459	20805540	828	173600	209680	1813468	2.91
2026-09-05T18:21:37Z	2835	10251	51	119.32	87	56	2911	12282	0x0000000000000000	16384	2929	13455	20779656	828	173600	211796	1813468	2.91
2026-09-05T18:21:38Z	2835	10251	47	125.43	33	23	2911	12282	0x0000000000000000	16384	2929	13455	20752800	828	173600	212500	1813468	2.83
2026-09-05T18:21:39Z	2835	10251	52	116.68	34	18	2911	12282	0x0000000000000000	16384	2929	13455	20734688	828	173600	209452	1813436	2.83
2026-09-05T18:21:40Z	2835	10251	46	118.77	88	56	1800	12282	0x0000000000000000	16384	1818	14566	21235412	828	173600	206620	1812012	2.83
2026-09-05T18:21:41Z	2835	10501	45	71.39	0	3	1800	12282	0x0000000000000000	16384	1818	14566	21272116	828	173600	206440	1812012	2.83
2026-09-05T18:21:42Z	645	5001	44	51.14	0	5	1800	12282	0x0000000000000001	16384	1818	14566	21265264	828	173600	206300	1812012	2.83
2026-09-05T18:21:44Z	420	5001	44	28.90	0	5	1800	12282	0x0000000000000001	16384	1818	14566	21289296	828	173600	206360	1812012	2.61
2026-09-05T18:21:45Z	270	5001	43	27.80	0	5	1800	12282	0x0000000000000001	16384	1818	14566	21295604	828	173600	206460	1812012	2.61
2026-09-05T18:21:46Z	210	5001	43	27.68	1	5	1800	12282	0x0000000000000001	16384	1818	14566	21295324	828	173600	206796	1812012	2.61
