utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T18:21:50Z	210	810	43	23.23	9	33	1800	12282	0x0000000000000001	16384	1818	14566	21384316	828	173600	207300	1812012	2.48
2026-09-05T18:21:51Z	300	810	43	23.31	5	32	3259	12282	0x0000000000000001	16384	3589	12795	21195436	828	173600	208200	1812732	2.48
2026-09-05T18:21:52Z	2625	10251	44	31.99	0	3	4719	12282	0x0000000000000001	16384	4737	11647	20782616	828	173600	209664	1813244	2.48
2026-09-05T18:21:53Z	2835	10251	55	109.19	93	86	4743	12282	0x0000000000000000	16384	4761	11623	20415912	828	173600	209960	1813244	2.48
2026-09-05T18:21:54Z	2835	10251	56	185.78	93	86	4743	12282	0x0000000000000000	16384	4761	11623	20422856	828	173600	209676	1813244	2.44
2026-09-05T18:21:55Z	2835	10251	49	186.03	92	84	4743	12282	0x0000000000000000	16384	4767	11617	20412368	828	173600	209720	1813244	2.44
2026-09-05T18:21:56Z	2835	10251	56	188.79	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20426624	828	173600	210096	1813244	2.44
2026-09-05T18:21:57Z	2835	10251	52	176.71	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20449064	828	173600	209940	1813244	2.44
2026-09-05T18:21:58Z	2835	10251	50	183.89	74	69	4749	12282	0x0000000000000000	16384	4767	11617	20471032	828	173600	209892	1813244	2.32
2026-09-05T18:21:59Z	2835	10251	57	186.92	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20459316	828	173600	210048	1813244	2.32
2026-09-05T18:22:00Z	2835	10251	56	186.38	94	86	4749	12282	0x0000000000000000	16384	4767	11617	20491340	828	173600	209780	1813276	2.32
2026-09-05T18:22:01Z	2835	10251	57	187.75	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20476688	828	173600	212228	1813244	2.32
2026-09-05T18:22:02Z	2835	10251	50	177.06	94	86	4749	12282	0x0000000000000000	16384	4767	11617	20453692	828	173600	210004	1813244	2.32
2026-09-05T18:22:03Z	2835	10251	55	186.20	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20453448	828	173600	209368	1813244	2.22
2026-09-05T18:22:04Z	2835	10251	57	188.35	94	86	4749	12282	0x0000000000000000	16384	4767	11617	20454996	828	173600	209948	1813244	2.22
2026-09-05T18:22:05Z	2835	10251	56	187.60	93	86	4749	12282	0x0000000000000000	16384	4767	11617	20580752	828	173600	209748	1812988	2.22
2026-09-05T18:22:06Z	2835	10251	51	185.93	94	86	4749	12282	0x0000000000000000	16384	4767	11617	20536156	828	173600	209704	1813244	2.22
2026-09-05T18:22:07Z	2835	10251	49	177.20	94	86	1800	12282	0x0000000000000000	16384	1818	14566	21373284	828	173600	206328	1811980	2.22
2026-09-05T18:22:08Z	2835	10501	48	110.97	0	3	1800	12282	0x0000000000000000	16384	1818	14566	21295448	828	173600	206840	1811980	2.12
2026-09-05T18:22:10Z	2835	10501	46	54.37	0	3	1800	12282	0x0000000000000000	16384	1818	14566	21276204	828	173600	206808	1811980	2.12
2026-09-05T18:22:11Z	555	5001	45	35.54	0	5	1800	12282	0x0000000000000001	16384	1818	14566	21233772	828	173600	206348	1811980	2.12
2026-09-05T18:22:12Z	270	5001	45	29.08	0	5	1800	12282	0x0000000000000001	16384	1818	14566	21229996	828	173600	206356	1811980	2.12
2026-09-05T18:22:13Z	225	5001	45	28.95	1	5	1800	12282	0x0000000000000001	16384	1818	14566	21269324	828	173600	206692	1811980	2.12
