phase	pair	position	arm	closure	base	width	length	prompt_n	prompt_ms	predicted_n	predicted_ms	tokens_sha256	content_sha256
paired	2	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	40.609	32	151.131	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	2	2	control	build-appliance-current	512	19	531	531	41.283	32	150.365	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	2	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	42.009	32	151.478	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	2	2	control	build-appliance-current	512	20	532	532	42.451	32	153.982	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	2	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	73.489	32	152.897	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	2	2	control	build-appliance-current	1024	19	1043	1043	74.953	32	148.252	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	2	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	71.966	32	149.869	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	2	2	control	build-appliance-current	1024	20	1044	1044	73.138	32	159.993	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	2	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	138.854	32	149.761	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	2	2	control	build-appliance-current	2048	19	2067	2067	138.256	32	155.424	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	2	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	137.136	32	162.642	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	2	2	control	build-appliance-current	2048	20	2068	2068	140.349	32	152.357	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	3	1	control	build-appliance-current	512	19	531	531	42.196	32	164.714	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	3	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	45.014	32	157.831	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	3	1	control	build-appliance-current	512	20	532	532	46.115	32	160.011	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	3	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	44.294	32	158.642	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	3	1	control	build-appliance-current	1024	19	1043	1043	76.401	32	156.988	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	3	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	73.587	32	161.224	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	3	1	control	build-appliance-current	1024	20	1044	1044	75.714	32	160.909	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	3	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	77.539	32	156.074	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	3	1	control	build-appliance-current	2048	19	2067	2067	151.006	32	168.814	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	3	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	148.719	32	165.639	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	3	1	control	build-appliance-current	2048	20	2068	2068	151.242	32	161.141	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	3	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	148.128	32	161.472	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	4	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	44.182	32	166.216	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	4	2	control	build-appliance-current	512	19	531	531	45.201	32	166.936	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	4	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	46.064	32	161.211	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	4	2	control	build-appliance-current	512	20	532	532	44.561	32	157.166	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	4	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	75.977	32	155.426	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	4	2	control	build-appliance-current	1024	19	1043	1043	74.597	32	155.312	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	4	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	77.831	32	156.642	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	4	2	control	build-appliance-current	1024	20	1044	1044	80.257	32	162.379	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	4	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	141.508	32	154.347	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	4	2	control	build-appliance-current	2048	19	2067	2067	144.289	32	152.607	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	4	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	140.942	32	152.45	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	4	2	control	build-appliance-current	2048	20	2068	2068	146.017	32	170.032	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	5	1	control	build-appliance-current	512	19	531	531	45.583	32	170.751	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	5	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	45.646	32	173.333	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	5	1	control	build-appliance-current	512	20	532	532	45.131	32	178.888	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	5	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	44.838	32	166.839	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	5	1	control	build-appliance-current	1024	19	1043	1043	79.147	32	170.975	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	5	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	83.331	32	162.697	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	5	1	control	build-appliance-current	1024	20	1044	1044	76.018	32	171.191	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	5	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	76.124	32	168.759	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	5	1	control	build-appliance-current	2048	19	2067	2067	143.212	32	174.306	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	5	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	144.472	32	171.609	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	5	1	control	build-appliance-current	2048	20	2068	2068	141.99	32	172.972	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	5	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	140.307	32	167.881	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	6	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	45.949	32	166.113	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	6	2	control	build-appliance-current	512	19	531	531	44.907	32	170.809	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	6	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	46.679	32	167.3	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	6	2	control	build-appliance-current	512	20	532	532	45.988	32	174.274	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	6	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	79.189	32	171.039	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	6	2	control	build-appliance-current	1024	19	1043	1043	77.304	32	170.825	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	6	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	75.973	32	169.855	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	6	2	control	build-appliance-current	1024	20	1044	1044	76.799	32	163.488	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	6	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	142.431	32	162.572	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	6	2	control	build-appliance-current	2048	19	2067	2067	148.23	32	166.009	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	6	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	140.442	32	169.999	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	6	2	control	build-appliance-current	2048	20	2068	2068	145.84	32	178.086	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	7	1	control	build-appliance-current	512	19	531	531	44.943	32	167.51	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	7	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	46.747	32	167.845	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	7	1	control	build-appliance-current	512	20	532	532	46.533	32	168.195	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	7	2	subject	build-qwen-cuda-73af02b39194	512	20	532	532	43.958	32	164.959	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	7	1	control	build-appliance-current	1024	19	1043	1043	78.927	32	177.219	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	7	2	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	77.591	32	169.414	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	7	1	control	build-appliance-current	1024	20	1044	1044	77.588	32	177.741	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	7	2	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	78.478	32	167.163	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	7	1	control	build-appliance-current	2048	19	2067	2067	138.828	32	156.178	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	7	2	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	139.862	32	154.71	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	7	1	control	build-appliance-current	2048	20	2068	2068	138.567	32	151.058	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	7	2	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	137.41	32	147.505	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	8	1	subject	build-qwen-cuda-73af02b39194	512	19	531	531	41.082	32	149.676	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	8	2	control	build-appliance-current	512	19	531	531	41.135	32	151.303	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	8	1	subject	build-qwen-cuda-73af02b39194	512	20	532	532	41.296	32	154.814	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	8	2	control	build-appliance-current	512	20	532	532	41.813	32	155.27	2f4e2ccc6c292ec73bb383b014cc7e926313223df10ff9134df5b0a856e40635	5b6fea696431caca9672a6113889d141799b1f40a089c4dce829e8604f329240
paired	8	1	subject	build-qwen-cuda-73af02b39194	1024	19	1043	1043	75.06	32	160.877	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	8	2	control	build-appliance-current	1024	19	1043	1043	74.638	32	148.106	32e46f1d1e556879dbbe622420d234e1ea5b86044cc0f310f7a6138cc2dd5e26	e552f3e0a89debe9497d8e0531d37df929d2105ccbd41346f2b5c94377d600c5
paired	8	1	subject	build-qwen-cuda-73af02b39194	1024	20	1044	1044	75.943	32	152.123	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	8	2	control	build-appliance-current	1024	20	1044	1044	78.411	32	166.223	2f73273b2384ca43285677f16456d937ce1cf41381eb2153d687fa49b54a7275	8cade6c3d93562be2d72123faee45b107a2d252ad6188a1b5757a1b46f7f1f53
paired	8	1	subject	build-qwen-cuda-73af02b39194	2048	19	2067	2067	140.277	32	167.684	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	8	2	control	build-appliance-current	2048	19	2067	2067	141.001	32	174.973	47955c45013389be6163f2497d6200e736e4e1a22936e82fb2e83d34e6f07951	147016769fdcd0a5d61ae64ef1e3a4f1ec01f3d5e4730cf8de7b6a6f4b65e54e
paired	8	1	subject	build-qwen-cuda-73af02b39194	2048	20	2068	2068	141.585	32	169.272	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	8	2	control	build-appliance-current	2048	20	2068	2068	144.796	32	168.122	ff864d83b5429678c7e3a2e0081b317921b4f73ee0f94047603e50bbb0f070eb	c84c471ab17ee793297e5f98434c57b82aba3e18875aa7c31658a80391b790ad
paired	9	1	control	build-appliance-current	512	19	531	531	44.258	32	162.314	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
paired	9	2	subject	build-qwen-cuda-73af02b39194	512	19	531	531	42.582	32	164.055	7f8420209ffe0907e2e0678b11d72498b88d0030dacced3afceb91bc86320a94	763f4de51c44ef79236faa80534b35e27e1483a2e8e623f62dfe3f643f2042ca
