utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T04:42:20Z	210	810	41	23.48	7	31	1420	12282	0x0000000000000001	16384	1436	14948	18733612	828	173600	196300	1677624	7.42
2026-09-05T04:42:22Z	210	810	41	23.41	7	31	1423	12282	0x0000000000000001	16384	1439	14945	18558592	828	173600	197300	1678004	7.42
2026-09-05T04:42:23Z	210	810	41	23.57	7	32	1622	12282	0x0000000000000001	16384	1638	14746	18326820	828	173600	199728	1678724	7.42
2026-09-05T04:42:24Z	210	810	41	23.48	7	32	1622	12282	0x0000000000000001	16384	1638	14746	18216924	828	173600	199960	1678724	7.39
2026-09-05T04:42:25Z	210	810	41	23.46	7	33	1622	12282	0x0000000000000001	16384	1638	14746	18123124	828	173600	200504	1678724	7.39
2026-09-05T04:42:26Z	210	810	41	23.44	7	33	1622	12282	0x0000000000000001	16384	1638	14746	18167316	828	173600	199516	1678720	7.39
2026-09-05T04:42:27Z	210	810	41	23.48	7	33	1622	12282	0x0000000000000001	16384	1638	14746	18134364	828	173600	199812	1678720	7.39
2026-09-05T04:42:28Z	210	810	41	23.33	7	32	1622	12282	0x0000000000000001	16384	1638	14746	18182012	828	173600	200124	1678720	7.39
2026-09-05T04:42:29Z	2625	10251	42	25.37	10	9	3139	12282	0x0000000000000001	16384	3155	13229	17831560	828	173600	200052	1679728	7.36
2026-09-05T04:42:30Z	2625	10251	42	47.08	35	16	4467	12282	0x0000000000000001	16384	4483	11901	17644672	828	173600	200568	1679856	7.36
2026-09-05T04:42:31Z	2835	10251	44	104.75	93	84	4479	12282	0x0000000000000000	16384	4495	11889	18019604	828	173600	199116	1679848	7.36
2026-09-05T04:42:32Z	2835	10251	45	120.86	91	81	4485	12282	0x0000000000000000	16384	4501	11883	17870500	828	173600	199644	1679912	7.36
2026-09-05T04:42:33Z	2835	10251	48	120.07	93	84	4485	12282	0x0000000000000000	16384	4501	11883	17784552	828	173600	200604	1679912	7.36
2026-09-05T04:42:34Z	2850	10251	54	119.89	60	53	4485	12282	0x0000000000000000	16384	4501	11883	17695488	828	173600	199876	1679904	7.09
2026-09-05T04:42:35Z	2850	10251	53	123.57	0	3	4485	12282	0x0000000000000000	16384	4501	11883	17685344	828	173600	199828	1679904	7.09
2026-09-05T04:42:36Z	2835	10251	53	120.85	92	83	4485	12282	0x0000000000000000	16384	4501	11883	17644804	828	173600	200744	1679904	7.09
2026-09-05T04:42:37Z	2835	10251	54	120.81	93	84	4485	12282	0x0000000000000000	16384	4501	11883	17524340	828	173600	200908	1679904	7.09
2026-09-05T04:42:38Z	2835	10251	53	120.32	69	61	4485	12282	0x0000000000000000	16384	4501	11883	17378928	828	173600	201668	1679904	7.80
2026-09-05T04:42:39Z	2850	10251	53	123.69	0	3	4485	12282	0x0000000000000000	16384	4501	11883	17611464	828	173600	200252	1679904	7.80
2026-09-05T04:42:40Z	2835	10251	50	123.54	0	3	4485	12282	0x0000000000000000	16384	4501	11883	17571004	828	173600	200520	1679840	7.80
2026-09-05T04:42:41Z	2835	10251	45	123.61	0	3	1648	12282	0x0000000000000000	16384	1661	14723	18438260	828	173600	198028	1678504	7.80
