10508	7460	10878324	41794868
114460	76690	10556936	41794716
233168	202049	9976432	41794632
374108	352602	9859592	41794632
480136	442365	9520952	41794632
480136	442365	9521184	41794632
179056	140705	9696780	41794632
179812	141462	9257272	41794480
383336	344985	8845672	41794020
383336	344985	8845700	41794020
383336	344986	8844524	41794020
185700	147349	8844312	41794020
185700	147349	8666280	41794020
185700	147350	8668692	41794020
185812	147461	8911768	41793812
185812	147461	8911464	41793812
185812	147461	8910696	41793812
185812	147461	8908728	41793812
185812	147462	8908632	41793812
185812	147461	8908472	41793812
185812	147461	8908396	41793812
185812	147461	8908456	41793812
185812	147462	8908456	41793812
185812	147461	8908296	41793812
185812	147461	8908060	41793812
185812	147461	8908060	41793812
185812	147461	8907748	41793812
185812	147461	8907600	41793812
185812	147461	8907288	41793812
185812	147461	8907260	41793812
185812	147462	8907100	41793812
185812	147461	8907024	41793812
186096	147745	9030224	41793812
186096	147745	8550196	41793804
186096	147745	8549944	41793804
186096	147745	8548256	41793804
186096	147745	8547292	41793804
186096	147745	8546948	41793804
186096	147746	8546948	41793804
186096	147745	8546788	41793804
186096	147746	8546788	41793804
186096	147745	8546332	41793804
186096	147745	8545996	41793804
186096	147745	8545836	41793804
186096	147745	8545600	41793804
186096	147745	8545520	41793804
183896	145513	10869580	41793804
