1844	2140	10933348	41793804
113920	76144	10621620	41793804
220452	196220	9810480	41793804
287776	250000	9759280	41793804
457068	400400	9552228	41793804
481380	443604	9553852	41793804
180068	141708	9557400	41793804
180836	142476	9628124	41793620
386096	347736	8833756	41793620
386096	347736	8831972	41793620
386096	347736	8831140	41793620
188460	150100	8831872	41793620
188460	150100	8831880	41793620
188460	150100	8831880	41793620
188540	150180	8924084	41793576
188540	150180	8932544	41793576
188540	150180	8932504	41793576
188540	150180	8931556	41793576
188540	150180	8930824	41793576
188540	150180	8929852	41793576
188540	150180	8929548	41793576
188540	150180	8929548	41793576
188540	150180	8929396	41793576
188540	150180	8929172	41793576
188540	150180	8929204	41793576
188540	150180	8928964	41793576
188540	150180	8928964	41793576
188540	150180	8928964	41793576
188540	150180	8928728	41793576
188540	150180	8928728	41793576
188540	150180	8928568	41793576
188792	150432	9036552	41793576
188792	150432	8639920	41793384
188792	150432	8567508	41793384
188792	150432	8567016	41793384
188792	150432	8443788	41793384
188712	150398	8327176	41793384
188584	150352	8330532	41793384
188584	150352	8326696	41793384
188520	150336	8327996	41793384
188520	150336	8327896	41793384
188520	150336	8327292	41793384
188520	150336	8327292	41793384
188520	150336	8327132	41793384
188520	150336	8327052	41793384
188520	150336	8326524	41793384
unavailable	unavailable	10953740	41793384
