4048	9920	11037612	41794864
169600	145591	10988076	41794864
291892	260115	10885704	41794864
485496	453719	10693428	41794864
458300	151305	10693428	41794864
184296	152159	10689484	41794864
221892	201779	9750528	41794864
382616	350479	9740936	41794864
382616	350479	9741004	41794864
184980	152843	9883708	41794864
184980	152843	9883692	41794864
184980	152843	9883692	41794864
185032	152895	9891608	41794864
185032	152895	9891252	41794864
185032	152895	9891648	41794864
185032	152895	9891568	41794864
185032	152895	9899632	41794864
185032	152895	9899380	41794864
185032	152895	9899780	41794864
185032	152895	9899896	41794864
185032	152895	9900044	41794864
185032	152895	9908564	41794864
185032	152895	9908484	41794864
185032	152895	9909420	41794864
185032	152895	9909420	41794864
185032	152895	9917412	41794864
185032	152895	9917412	41794864
185032	152895	9917412	41794864
185032	153115	9916908	41794864
185252	153115	9924792	41794864
185252	153115	9925200	41794864
185252	153115	9925304	41794864
185252	153115	9925096	41794864
185252	153115	9925108	41794864
185252	153115	9933104	41794864
185252	153115	9933296	41794864
185252	153115	9933296	41794864
185252	153115	9939956	41794864
