utc	clocks_sm_mhz	clocks_mem_mhz	temperature_c	power_draw_w	utilization_gpu_percent	utilization_memory_percent	memory_used_mib	memory_total_mib	throttle_reasons_active	bar1_total_mib	bar1_used_mib	bar1_free_mib	mem_available_kib	mlocked_kib	unevictable_kib	page_tables_kib	sunreclaim_kib	load_average_1m
2026-09-05T04:40:17Z	210	810	40	23.64	7	34	1420	12282	0x0000000000000001	16384	1436	14948	18079160	828	173600	198696	1694604	9.44
2026-09-05T04:40:18Z	210	810	40	23.71	7	34	1420	12282	0x0000000000000001	16384	1436	14948	18059776	828	173600	197908	1694608	9.49
2026-09-05T04:40:19Z	210	810	40	23.76	7	34	1622	12282	0x0000000000000001	16384	1638	14746	17833144	828	173600	199288	1695728	9.49
2026-09-05T04:40:20Z	2625	10251	41	27.60	11	8	2940	12282	0x0000000000000001	16384	2956	13428	17553856	828	173600	200124	1695920	9.49
2026-09-05T04:40:22Z	2625	10251	41	43.19	6	6	4461	12282	0x0000000000000001	16384	4477	11907	17450088	828	173600	201824	1696892	9.49
2026-09-05T04:40:23Z	1020	5001	43	38.70	10	12	4473	12282	0x0000000000000001	16384	4489	11895	17227464	828	173600	201120	1696804	9.49
2026-09-05T04:40:24Z	2835	10251	43	111.59	30	15	4479	12282	0x0000000000000000	16384	4495	11889	17235724	828	173600	201468	1696804	10.73
2026-09-05T04:40:25Z	2835	10251	44	123.12	91	82	4485	12282	0x0000000000000000	16384	4501	11883	17066004	828	173600	201628	1696804	10.73
2026-09-05T04:40:26Z	2835	10251	45	118.52	93	84	4485	12282	0x0000000000000000	16384	4501	11883	16912336	828	173600	202044	1696804	10.73
2026-09-05T04:40:27Z	2835	10251	53	120.27	92	83	4485	12282	0x0000000000000000	16384	4501	11883	16808504	828	173600	202348	1696804	10.73
2026-09-05T04:40:28Z	2835	10251	53	120.56	93	84	4485	12282	0x0000000000000000	16384	4501	11883	16881320	828	173600	202148	1696804	10.73
2026-09-05T04:40:29Z	2850	10251	53	113.81	93	84	4485	12282	0x0000000000000000	16384	4501	11883	16836460	828	173600	202160	1696804	10.99
2026-09-05T04:40:30Z	2850	10251	53	120.49	17	15	4485	12282	0x0000000000000000	16384	4501	11883	16890416	828	173600	202664	1696804	10.99
2026-09-05T04:40:31Z	2850	10251	53	123.67	0	3	4485	12282	0x0000000000000000	16384	4501	11883	16910424	828	173600	202656	1696804	10.99
2026-09-05T04:40:32Z	2850	10251	52	123.72	0	3	4485	12282	0x0000000000000000	16384	4501	11883	17023744	828	173600	202808	1696804	10.99
2026-09-05T04:40:33Z	2835	10251	51	123.62	0	3	4485	12282	0x0000000000000000	16384	4501	11883	16627988	828	173600	203592	1696804	10.99
2026-09-05T04:40:34Z	2850	10501	44	122.11	0	3	1425	12282	0x0000000000000000	16384	1454	14930	17340764	828	173600	200424	1695404	10.75
2026-09-05T04:40:35Z	2850	10251	44	55.71	0	3	4431	12282	0x0000000000000000	16384	4447	11937	17012548	828	173600	204664	1696464	10.75
2026-09-05T04:40:36Z	2850	10251	54	71.88	59	46	4641	12282	0x0000000000000000	16384	4657	11727	17116852	828	173600	202492	1697120	10.75
2026-09-05T04:40:37Z	2850	10251	45	169.06	0	3	4647	12282	0x0000000000000000	16384	4663	11721	16927932	828	173600	202184	1697216	10.75
2026-09-05T04:40:38Z	2835	10251	51	147.81	86	74	4653	12282	0x0000000000000000	16384	4669	11715	16938656	828	173600	202536	1697152	10.77
2026-09-05T04:40:39Z	2835	10251	55	124.96	86	73	4655	12282	0x0000000000000000	16384	4671	11713	16943080	828	173600	202096	1697152	10.77
2026-09-05T04:40:40Z	2835	10251	55	125.12	46	35	4655	12282	0x0000000000000000	16384	4671	11713	16883412	828	173600	202780	1697152	10.77
2026-09-05T04:40:41Z	2835	10251	45	154.75	0	3	4655	12282	0x0000000000000000	16384	4671	11713	17111564	828	173600	201888	1697152	10.77
2026-09-05T04:40:42Z	2835	10251	46	163.70	21	15	4655	12282	0x0000000000000000	16384	4671	11713	16933604	828	173600	202544	1697152	10.77
2026-09-05T04:40:43Z	2835	10251	47	126.78	87	74	4655	12282	0x0000000000000000	16384	4671	11713	16813040	828	173600	204372	1697152	11.19
2026-09-05T04:40:44Z	2835	10251	56	127.19	86	74	4655	12282	0x0000000000000000	16384	4671	11713	16734912	828	173600	202844	1697148	11.19
2026-09-05T04:40:45Z	2850	10251	56	139.37	0	3	4655	12282	0x0000000000000000	16384	4671	11713	16697540	828	173600	202596	1697136	11.19
2026-09-05T04:40:47Z	2835	10251	56	128.05	87	74	4655	12282	0x0000000000000000	16384	4671	11713	16617884	828	173600	203316	1697136	11.19
2026-09-05T04:40:48Z	2835	10251	46	149.90	0	3	4655	12282	0x0000000000000000	16384	4671	11713	16514004	828	173600	203744	1697132	11.19
2026-09-05T04:40:49Z	2835	10251	47	153.85	27	7	1420	12282	0x0000000000000000	16384	1436	14948	17625052	828	173600	199668	1694420	11.10
