pin_commit	f280b26983ad0fdb705a0d9ebf0503e76f2899b0
pin_tree	21045aed8b426d7a5e25a98e646054cbd9487e81
reconstruction	role=control	label=candidate-15bc632adf7f	digest=76f4b8e888cde28f354482e4fea3d91e609ce634fb9d6654608b68f496a96768	match=yes
reconstruction	role=subject	label=companion-lease-off	digest=ca47669a0f45f82348832ac35991f9127143f38f63f2217cd0a916e6c10eea7d	match=n/a
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m0	digest=5d9fa51c84f6b08cd138a1fb7f2d7a8aa792854991d50c3f8ee93685a069e63e	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m1	digest=3132ad9bf6f66d8b3c2c707e60993252b4b8194ab909477a28945dc5d9c6c591	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m2	digest=702a4c016d6a8ed6be08b10b167c57d107eb2be7d69e256642099e247989db8d	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m3	digest=5bfd06e99eb3647f44836560b2c38f6b465fe8b6170ad11143e396ba64d404d1	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m4	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m5	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m6	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-9c5142f9-m7	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m0	digest=5d9fa51c84f6b08cd138a1fb7f2d7a8aa792854991d50c3f8ee93685a069e63e	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m1	digest=3132ad9bf6f66d8b3c2c707e60993252b4b8194ab909477a28945dc5d9c6c591	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m2	digest=093c0ef815b6a1e2f68ea5312e94a239df0633f817f6d6332f97e4f5c5762d2a	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m3	digest=f107d603c550ea0d835b31277abd7497d24d0314c55e206a9ec73d201bc3b47c	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m4	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m5	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m6	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-29-014df039-m7	digest=absent:llama-cuda-mmvq-crossover-ad104	match=no
reconstruction	role=subject	label=promoted-2026-08-30-77ab42fa-m0	digest=5d9fa51c84f6b08cd138a1fb7f2d7a8aa792854991d50c3f8ee93685a069e63e	match=no
reconstruction	role=subject	label=promoted-2026-08-30-77ab42fa-m1	digest=3132ad9bf6f66d8b3c2c707e60993252b4b8194ab909477a28945dc5d9c6c591	match=no
reconstruction	role=subject	label=promoted-2026-08-30-77ab42fa-m2	digest=702a4c016d6a8ed6be08b10b167c57d107eb2be7d69e256642099e247989db8d	match=no
reconstruction	role=subject	label=promoted-2026-08-30-77ab42fa-m3	digest=5bfd06e99eb3647f44836560b2c38f6b465fe8b6170ad11143e396ba64d404d1	match=no
